username,payout,points,total_payout,total_points,total_wus
rttldvetq65i,101.76,1904621,27752.29,110724409,1023
42w0s785rhty,26.36,123009,110167.76,111239208,2106
z9jqyyzw1qtq,54.58,457352,13592.3,109972350,808
1x2ijsdhqttd,45.07,1663115,10322.01,109247343,564
rcppu8zp35k3,81.28,3621408,15164.77,109506060,1068
7hjm0bzqsf01,94.1,1591175,15894.26,108664849,1355
5tx605q3nobp,117.6,2601793,14625.14,107519429,759
7u6iddachsyg,12.49,142735,106759.95,106626985,3007
f7jj5afu1bsn,36.03,654139,144189.19,107856518,1532
ohjr463l1yrh,26.81,459643,122275.49,105971780,1689
pnecijlqdlst,108.98,5373239,4809.72,105084534,472
1yxprhtgmo01,107.66,2158654,18476.77,104298622,663
qe044k7zur3u,102.57,1939567,13912.67,103253662,612
m7lfmnbp6h0o,52.75,1663783,16764.56,102694029,1521
on2nah414tgp,61.75,596456,69215.72,103954109,936
suhd8v55nr5r,107.04,2131836,15052.25,102575545,880
mv914kqxpl7b,96.35,1681658,14565.99,101880494,699
x23k57mvicye,114.0,2440047,12925.06,101533675,747
zl79hpt4rkyk,123.14,2852756,11963.27,102552939,871
kijako9qj01l,133.81,3337568,21439.21,100996402,1448
s5b4208xq8t4,49.72,1982481,96802.96,102275424,2258
wkxf8uo3sm0q,77.65,1011269,103092.97,101169204,713
1p7644j215ok,119.94,2707372,19993.37,100985423,682
3zao7rnrbnay,107.63,2157123,8140.47,99519334,1016
nt0mxev0zkbp,85.65,1275836,25897.03,100645958,1006
xbfrcct8uh5i,88.14,1365414,18474.22,99129156,1439
na5ppetrq93k,107.48,2150932,12591.84,99896983,500
n5toorrfigke,9.0,47821,22367.49,98929946,1335
why369y57dje,33.57,538302,90875.35,100811742,4170
6jv708z00950,61.14,2313406,10082.45,98103366,1081
4h58cb2n3nxb,65.14,671948,12971.81,98445208,807
a0fnbsi0an43,100.34,1845064,15178.81,98256621,972
2yoq05ptid6u,99.92,1827810,13810.32,98645000,596
yvy892whfqot,64.19,650880,78217.7,97699763,1415
73ifmidzrdn5,211.85,2353855,102133.67,97496439,991
ahjdss3atxwv,39.6,846352,85699.21,98483788,3627
e1lorpc33xl6,5.62,568,92662.97,96253027,1433
pueyrlv4kawf,83.71,1207615,12592.04,96328392,525
omz0oo81nz7a,85.55,1272346,24624.73,96336150,725
u286n2i1wsdg,6.82,65187,188696.36,97303501,1298
o2bw1p0t1zuv,88.33,1372109,61112.82,95762073,822
dpf9woc6wibu,102.28,1927159,11822.23,95703780,560
rtuw08kvpt5d,21.87,542406,16484.64,94987303,757
al9xlajw4g0b,49.12,1408320,30855.24,94853277,1949
iaq0die74280,131.77,3244530,13200.69,94967634,998
zmg99isfipib,65.64,684121,21323.76,95109958,869
r4g66fsz7cus,19.09,220296,65682.41,94682782,1851
sdim91r8ja4k,82.11,2826079,9887.03,93883252,683
u14ojgdy8sh0,53.03,429519,13897.17,94469640,1053
num07muwoeei,5.78,49690,78266.52,93759224,1591
0sv2knpt19pf,112.09,2353695,13337.06,94475241,962
839rzkryyyzf,60.86,577625,32189.16,93864378,655
be4uh3wif1pl,33.46,577006,101325.0,93685152,4732
l6jpm5qlfvb7,84.92,1250086,18014.16,92952965,629
4v78wixem2r4,48.89,1587662,14465.16,93196987,797
fq7smf9hp5g1,95.91,1663844,21688.99,93098400,1002
8v3djz4xxzol,116.06,2531989,19561.13,92846251,866
xtd0rpq39tmp,10.21,126729,102252.88,92494313,831
alr74h1jiibg,35.18,2416929,10116.89,91372750,858
eeqf7s2ijf0k,54.38,1012173,29430.3,91585014,1162
3gihxp7zrz7v,42.06,1488770,12558.61,92247667,553
2wq7nogfdgpf,30.3,762808,40798.3,90466376,1456
6u1lt71y0fxv,48.13,1932479,100253.52,91015186,7875
6145vv2ct28t,144.09,3797809,6933.91,90075154,626
ldxpsmue9dv2,100.88,1867379,20827.7,90263276,653
n94sua5v34cv,26.29,481512,134818.52,90264862,1228
wn8putwhue0c,22.41,96099,20319.55,88825145,1008
hailzii5l6ho,40.09,248841,162313.3,88729964,755
qyt3v57heos6,88.63,1383340,14489.13,88995116,698
njk3muybdwdq,10.79,192567,102368.9,88704911,861
ly29qdwaugk6,30.49,579927,61542.09,88479080,962
yw778gixlx0w,22.67,301308,83583.38,87531278,1079
5i3jt0lk9lr6,14.9,54400,95314.22,87194812,1186
j9fwz0jkk8ta,167.31,4793613,5489.74,86825558,396
ark6j61fn8fy,21.45,243884,125489.06,87247185,5760
5z23f0zbdohp,135.39,9136120,12828.46,86596763,776
pccf50tmpmcc,55.97,2347513,10693.71,86029025,815
vkr9k4cbmwaw,98.24,1758170,13254.07,85868311,738
oh3zbpvhom5a,87.28,1333500,36038.21,85809598,2433
slvphz84uh1j,103.29,1970138,12789.15,84717565,540
zzmxnychvwgx,91.26,1481586,99525.23,84700400,939
yoykwycnzdbp,57.4,507685,43152.95,85271070,935
lp3au8l12mgr,95.98,1666634,14054.42,84967549,1021
qzcsyqhf6gz8,83.66,1205802,16191.43,83890272,850
6evvsoz5mvvn,41.49,1241161,11904.7,84500603,1332
3rcp6xk7ikuo,81.43,1131781,21701.06,83970560,875
afnwjfildlvh,38.48,1776500,11924.25,84298666,629
vx78bwtrjlvx,41.44,2097265,11730.12,83932239,857
azwix5he20ov,33.63,834638,20018.19,83819236,1286
9c0gcup67w03,36.3,208633,138080.09,83888847,757
7iflwlshuja0,70.87,816331,81334.06,82986631,2139
nqxh5j9o4aph,29.09,397832,78622.95,82448687,1683
pwo0y2skxr8x,54.92,1036167,36216.61,82341377,8173
0gv6o6a6moeo,58.57,531660,89529.03,83515459,860
zwwb6p7ahlf7,10.37,124747,88355.26,82201740,798
8i8iowty5oft,56.61,1731414,13012.56,81833425,971
nzlhgsemox1q,38.74,1436757,21999.03,81573500,458
4iux8adti59o,26.96,1226166,11377.52,81010758,810
lkljhuvgtr00,53.77,442791,85066.61,81304701,1535
6fq3724ybrj7,38.26,1024763,30242.08,80930938,1162
7meft0mr69m7,11.32,122792,113796.0,81349298,847
h8tyk6rd08dx,118.53,2643764,13232.22,80663983,548
izharb50wvxy,10.48,126866,84859.34,81303538,776
kclfbvmrgrnu,44.09,1189825,110663.07,80595503,1129
bmy6yuj6409x,28.27,389050,86395.15,80759944,3189
ds0havc8943n,80.02,1084488,22799.47,80104991,759
t30esgj0v9xu,37.99,1169991,14141.1,80018522,558
32itgy58brlc,85.15,1258069,22015.14,80034972,796
9u9q6vv1bbwl,28.85,405504,101024.85,80032171,4995
gb74q6yb3n3a,72.78,867291,36868.53,79917515,1064
lkwdzuswmisl,17.7,146040,86592.59,80572419,768
o7t981s3z94n,82.31,1160971,14071.98,79232744,1126
l2rxwv8jd67y,43.71,1338520,13687.71,79465419,676
nfxftcce1zu8,18.07,249674,85631.29,79143348,777
3qqz0d8ii6h2,60.39,2083940,20458.45,78780790,638
zs704nargz31,105.9,2082148,10815.8,78215748,1043
y15t9z6ctbgx,8.31,70270,108577.02,78613118,828
wurowf5ue5ig,9.24,63946,121333.95,78581349,1218
drn6hd0wdph6,18.0,221020,19700.66,77704629,715
lafpmt9rrqz0,12.63,126739,89916.56,77956693,794
1iwgs7p1hmt5,82.59,1170183,13868.28,77456094,618
gfm11dfzqar2,89.51,1415580,14240.33,77397450,2200
37ga1q5946fh,80.48,1100048,13857.0,77151441,841
53gjzve1j25r,108.04,2174828,13952.34,76786973,560
4wh3iitcparh,71.58,3280521,4489.96,76276379,399
by7ju709ms9h,94.36,1601543,13972.35,76252514,788
l0lobwaoqqpc,160.39,4504397,4874.88,76183893,384
3l6lciyzjmwo,268.39,3606188,75149.88,76208246,9463
3jfg6nfqfhlv,5.26,18769,162001.28,75541981,3009
etlkcw0yp4wg,29.22,505971,101109.25,75069013,6113
kf29lj0f5sbz,95.82,1660467,12058.51,74471367,713
bo907lvvfkl0,80.1,1087551,22520.87,74886115,969
4l2bp0jbl5xy,15.71,128337,76510.05,74558709,700
l0og6vkvq035,10.11,124777,82514.87,74964119,673
gd7zpwdkk90s,5.27,64868,82673.0,74998817,687
7iqrc760ksm6,32.15,1035058,18730.36,74205493,646
07c8j2zhiq7u,89.58,1418442,66724.13,73717971,1201
w1n3a6play2n,36.74,847441,13091.0,73469770,1007
ylwgcl40bi98,41.8,269482,138649.87,73566155,648
nuu2ldeci6c6,11.63,187355,82929.58,73954223,698
btxup7nwnk3t,31.59,164543,124631.99,73289661,577
8smyl7ftkr0r,8.77,89889,134844.67,72626721,3967
nzwf46k6ybrj,96.18,1674646,11418.74,72093396,483
uuq1zsdefqiz,80.84,1112009,20133.04,72037380,493
trkh1fepl66p,95.16,1633881,12094.96,72089951,904
m4ebcp8yzyol,51.87,3300773,4553.94,72041097,549
7fafmegnbmdg,28.62,885188,11498.9,71483329,593
7ajek02i5ljn,90.15,1439029,14220.15,71937259,782
kpqwmmx11ffq,102.13,6233690,12426.89,71628757,507
hux2t67uhis5,85.26,1262031,13132.44,71774533,804
5doxrewmfamh,27.6,132122,142174.63,71769282,620
dbyi9nptk2nl,96.12,1672223,18948.76,71460637,612
hf0hruq7esdy,82.85,1178746,10395.95,71076515,834
r2hgglzc5qnk,31.8,461817,33924.68,71094320,1199
ony37ihne3pd,38.63,1282680,12931.81,70768512,509
ibuuqyta9mbn,42.2,1072036,20206.85,70529427,821
41662v9kj5of,7.07,60294,62906.57,70566475,637
dsghw59ubj91,19.3,240398,69554.39,70507226,1175
un988e8e8axq,22.54,268712,73333.1,70289462,679
p1tjcgunvp4k,60.24,3340394,8996.3,70188747,621
l7evvj5uwzdw,30.24,429770,69746.32,70466025,2029
wgjas757bimy,39.91,1029910,12919.17,69371857,666
od9u3gsyencn,54.33,452799,11623.73,69477209,750
frgxf4dtuz8u,87.65,1347150,12907.36,69513071,676
j0y4ylvga9fh,11.67,107721,109238.8,69781827,1278
0w231wnlqick,11.68,120122,142807.49,69793975,2833
ow49oktwr5dv,31.08,532935,9661.83,69387802,600
0s87tjvf4xn0,88.63,1383244,10456.73,69145776,470
jtxa7v4azycc,122.84,2839348,9415.44,69107271,492
ii3g8904old3,42.43,1136927,9278.89,68826313,634
104jfu1ygny0,109.39,2234605,10711.47,68912364,654
0fit89xqp34n,38.53,992529,69586.9,69007949,875
rwdyief9wwcj,11.81,192090,86259.25,68840899,671
tv6c9y733nxp,80.22,1091514,12803.7,68000583,926
h4lhwa3wgt4c,62.71,617872,12977.09,67620494,833
78545avj2od7,66.49,704826,12442.88,67257041,668
dvt8qrzydind,196.14,5932139,3885.32,67102655,318
33hjaikwxusd,13.78,22910,144781.56,67049347,1028
3jrwlkxtherf,85.44,1268317,12613.87,67341619,798
fh1plordxrtp,84.33,1229565,12932.66,66726790,567
amb5xbfntutd,39.43,1419849,11101.93,66436717,553
t9eqm7kgwzcn,89.46,1414030,12356.47,66654409,606
urcqztqhf682,40.38,1501109,11533.45,66336763,840
etxuphjk3j5c,80.62,1104690,13896.35,66160013,655
gscfgixx6sxi,44.22,298529,9374.13,66050427,418
oyenzxrvdbm5,77.65,1011244,14432.4,65426122,811
4ckxn9bx9oz2,138.19,3534802,5234.69,65114623,338
at4og5ltuiba,104.09,2003795,35988.1,65355757,832
gurh558e6gwx,165.46,4717168,4117.2,65241926,326
mqm0j4vo2ta1,61.33,2617744,8636.31,65724905,432
k7f42t4soaew,24.65,386211,68587.48,65784859,4602
b4nq5n1785l5,40.29,961246,11480.55,64852712,722
uvtfuchk24qb,87.15,1328591,8935.09,64457917,392
lsboprkbma1g,62.96,623529,18123.84,64799288,845
lbnzcqm75lk2,167.84,4815953,4225.87,64587565,364
begghje2s0j7,7.4,53928,95438.18,64697255,1713
ugu51dayao2r,20.5,291286,68405.72,64162343,577
vd9lia15xeeu,55.5,2030619,9065.85,64543849,797
aga6lpkzrkw4,39.38,240372,10915.92,63872758,373
twxa9cwund29,29.81,865426,12803.72,63650985,692
9m53of5gfhcb,30.32,901286,25999.94,64018984,721
r0a05hyas3vo,133.35,3316595,4903.6,63655351,623
vy0my4jfyeut,1710.79,30378804,2912.38,61181161,386
zbxlv3r1cp4b,79.8,1077787,12622.73,63324792,687
syat3zsjz85w,44.98,309203,123070.63,63069982,572
5iax5cdvbbkp,84.0,1217699,12392.54,63279832,571
hxnqhtmt2n9z,81.38,1130186,12748.88,63259038,518
sr8od6qsdb25,17.73,240570,80073.45,62938243,4129
pmnkmp048giz,164.7,4685629,4133.77,62413177,577
67rpnh3ffabu,95.45,1645585,11311.09,62538388,508
ew0m0dj9bg3s,76.84,986000,12562.33,62831838,590
gu8c0jqd2r1q,52.12,1428794,16472.0,62898787,644
10zwvo4qfucq,95.2,1635566,8899.57,62498124,477
j5vhvc7v9omi,64.28,652753,35673.2,62719365,964
vy19jxdrdzzm,73.27,881720,20132.92,62757643,844
ciko1ihi5iq9,24.52,979283,13139.76,62280047,2139
lv05d115auuc,33.46,1016465,9485.94,62167449,627
bqtt5mupfwge,85.82,1281780,12258.57,62206603,634
qi3epfsxbd8y,80.77,1109956,32121.38,62265124,565
4nqu4frasrau,9.69,69720,70492.15,62224269,678
tutor6tp68os,9.5,4176,54961.92,62203079,427
d4efbj936uzd,46.98,337043,113541.64,62023611,546
rpfxpd8b1hbr,42.54,1383088,8794.31,61656343,583
n0ocwy9oa180,60.18,563874,14564.86,61406707,392
mr2obdlds6t6,76.98,990471,12133.2,61859386,598
idhrewhf3gb6,95.46,1645767,10549.76,61540020,552
idb42ks0jxt5,25.47,380520,10877.33,61393344,868
d75vnxpoqrkj,15.96,162023,12538.56,61175744,979
nmn8c0ou9zke,14.7,243959,60888.67,61159793,538
i1dj5recg0nh,114.47,2461097,11700.39,60886105,711
kya0d2esfebd,137.93,3523050,7191.56,60619784,469
u1zjinu4arcl,68.39,751459,10926.72,60631201,628
idik0lkkr4xh,78.48,1037024,8573.64,60222616,581
ztdfc192304s,80.09,1087121,12092.99,60390979,725
9639ewtd0ti7,23.03,311788,21160.71,60392841,591
4y0x8iifdc3v,49.21,1765768,7277.23,60283101,601
gt1kci7nl6r8,5.26,64829,74795.0,60259304,591
k0fnrc6c4a18,100.5,1851597,8158.97,59512731,677
dr5v97fikxtm,5.15,22295,24628.4,59716437,1732
1ya9ru3b2fbu,66.61,707965,10857.05,59258178,971
bv78u24klou3,88.21,1367887,10557.09,58940057,495
zbrnvdvtw3u0,36.39,1056099,11443.94,59041468,569
09zjqp60i9a6,89.12,1401328,11267.35,59208351,776
57h0ms1269x3,87.07,1325362,12114.48,59127311,679
28hknhbi6v67,33.44,682350,88141.61,58787814,843
l5tumupl5a2y,25.58,1006650,10403.23,59201211,661
vg1k0vusfr5q,98.84,1783031,10849.85,58741940,413
v9675yhoy10h,90.04,1435098,9141.38,58593424,452
zlo64ngi64rn,110.25,2272955,4775.42,58554230,428
2820ilnq9hgs,49.22,2030193,7589.9,58497181,478
g5bvz3t0031x,79.87,1079916,11195.5,58720391,506
xabs11ocrcpi,87.74,1350523,10796.36,58415387,579
vdlmg3gvztdt,84.42,1232621,11864.04,58400546,696
z0zcrh3swxjl,56.12,3328427,12791.6,57697008,866
q9ix9izy513u,51.52,164722,142062.0,58049883,1307
c9ox5e58ux96,91.71,1498855,10968.99,57825102,975
kmw8chj5z8zq,94.7,1615400,8653.12,57621724,474
z9loq6w0admn,33.59,182062,17547.27,57780208,386
xsn8spzxyker,13.06,106975,8411.19,57716895,295
ab2f4r7yf3xb,81.45,1132428,9591.19,57378478,371
5cfni8yv8o8k,85.55,1272200,12101.43,57684350,520
31nzz7by1xjv,113.17,2402582,7762.94,56749371,478
q6rrp52djq96,77.49,1006272,11347.03,57057218,401
zndju9el7xr2,143.64,3777793,3706.26,57085960,448
3v1ubj12jqf8,27.95,706202,13409.71,56957539,771
r6uxu6tjfkuo,68.4,751587,21490.11,56948520,1177
d9r59mxu22mm,143.45,3769503,4337.1,56350519,588
4rojvjfgl7s7,87.61,1345651,10495.0,56909040,691
iji6k1g1n5cl,77.13,995062,12323.84,56504451,542
glgzl51ojjw1,48.45,854664,12960.65,56493201,556
oxy29kxkt17n,87.1,1326705,11277.3,56347560,824
sbhkcoujifjo,74.97,930845,21693.1,56025640,963
92a7ovmtegfk,94.4,1603117,10683.26,56269269,676
tzyf0mgu0wln,30.93,723377,16027.11,56119330,754
g8qucstukwhk,54.75,460286,9457.99,55867392,454
09tvr78k30fl,50.07,382674,56877.1,55458146,1512
fqhiico7w5sm,34.86,954286,16656.27,55247472,388
7ix5bygr0ge8,133.54,3325257,3724.21,55113276,321
gw1tjrim85zn,71.11,822695,14109.78,55296150,447
bo93siajmopb,71.33,828599,20968.52,55341040,927
3v6u7rtvqg1n,49.08,366962,5324.58,54931417,364
7n8qoykx1no9,135.5,3413504,4000.21,54815535,393
