vy0my4jfyeut,4680.46,68767392,236382.25,3355139547,17473
6m5khs4cnqq2,162.37,4875313,620782.49,3362569055,26944
l9om7ydyeiqr,454.38,13553562,71450.88,1369906286,8209
rv8fxr56dolc,36.18,626292,609007.99,1327624051,11915
vmiarc39yres,51.12,941696,2200373.53,6542262131,47744
tfgjdryn2a11,97.68,1882219,466632.5,1643265604,13226
alzwi0b7lu03,161.16,2166557,522301.83,1205966766,6972
tkmrq8rmmql0,94.5,1743808,652433.74,2187793925,10463
t35yivdb1pfa,1794.42,43875629,49983.1,1150352078,5027
6bdyk436p9cv,2896.46,41798775,66073.69,944717654,2865
hguh04wdx4py,136.45,7668181,31376.99,870124532,4151
hkvbmviprr4c,41.35,1103232,179299.96,778692225,4161
rmbme1ep8xxs,3189.13,46115351,73427.54,1058396808,4743
rly2g8kduq2h,133.0,3543201,59352.16,567723001,2520
kexl7542ocuk,1317.41,26910202,36478.5,728367498,2260
ddvtsqvzb26g,55.28,1520713,122255.43,563986856,4211
5ps4i9lmt3px,74.8,997268,232104.1,716659361,8315
19lv1u44rnu2,119.19,2884675,47880.75,541317443,2903
hdlpt90ypbnb,105.79,693061,339125.66,543250228,4943
8p831icill70,118.09,2832538,26521.77,376412176,2231
k2rdhosk79dl,114.78,2674284,26544.2,365561473,1575
tg3ct6093qb7,135.29,3650668,26628.6,470947839,2344
9ts44bgacp8g,54.07,1559820,79559.02,540662877,2720
nfapbvhsks09,1211.46,25621462,23277.0,435713165,5746
4yrn48as3zfb,132.3,3509652,26673.45,367756154,1766
j6zzeyxavupt,31.08,324450,239608.72,497146373,4085
0a4j39bdapty,113.54,2615879,26828.76,355022191,1423
ej4tpa0l6ajb,108.76,2389794,25049.15,340165895,1512
29i1oe6kw2uc,15.19,22323,423895.82,386443662,7055
wo63q8c26knx,92.05,1640219,104648.15,324145928,2894
knoj3mpnbmaj,37.06,1665644,21406.29,334160328,1513
ydrap2oum6vz,99.14,1947562,25414.65,314361948,1264
opo2js9ihp50,34.11,1030033,46456.7,287246382,2412
evqx30ajh07k,103.71,2154686,25546.86,292801456,1705
wrdodrqu69hw,5.3,1805,255715.41,314138590,2675
1n7t8823hjtd,44.62,621446,242685.65,287011567,50858
3gm4chjkp59d,56.34,517627,281502.34,321288579,2756
hqw0ccsu9bd7,45.98,1100635,200097.1,282909885,2317
ev46pllkvy6p,55.71,1609630,171242.38,285381480,6665
jwjrrlez77ly,17.03,157855,230450.35,262486052,4969
jc3035hbf8ht,46.29,1586029,10294.8,260652093,1037
unw8thvvkxwh,59.56,585127,227992.62,256741599,1958
v8u5jd7u6k1l,43.86,325664,40869.87,280929455,1357
c5ncz8ltfyw2,50.31,1213039,41914.89,269620095,1792
7m53cun9kixa,76.9,1065586,94614.85,265914527,1659
4xyomu3c6s8b,66.1,402584,187661.4,265922008,3136
epw82116eh17,36.63,469980,203769.55,268899462,4396
fwtyv5qh8saz,37.42,562121,145971.92,255202530,7516
9wfkok8lxc2w,36.93,195187,224034.96,250712505,1916
3m5gunt23oke,41.29,240435,176367.08,246386819,3694
tvkgjtpm50u1,18.1,175931,154103.78,242431238,4060
3mwr1ywhuhm1,32.52,1082565,35311.11,249091190,2098
71tsdlxcz71u,99.01,1942037,20644.41,245262521,1266
3qvz1zphyks8,96.36,1824519,20508.06,246006615,1124
zftdswq8v061,85.04,1358355,46299.52,241389335,3186
rvrmzoqf5a2v,25.27,393784,139226.47,247401806,3510
rakq8xbblx30,55.38,1469739,19733.81,228228977,1076
5pns0ymqjcws,42.45,1289837,22068.31,230270605,2414
dilmhyryigdy,51.88,122672,291576.53,233306077,2528
8v3djz4xxzol,143.93,4052131,25197.75,217131843,1533
xizsb7nomhud,60.71,3233615,6026.81,227627504,2520
c0v8tmrgfql5,87.8,1465663,22057.24,218106740,1604
kr51wiiwtg8y,39.88,565918,136124.59,228321966,26889
shcwt31nb9in,53.53,1355573,80906.52,214432523,2293
4bs4xbxg4a2o,76.11,1039988,23449.12,224695975,1227
422vsz0gq3qe,63.88,687076,45276.38,217889376,1846
s4d2j2uieezq,86.13,1400519,25953.09,225178071,2588
e1fa1zkgvbtd,60.08,597264,68826.67,213252148,1940
wxcjl2wyknoo,66.21,746728,61824.72,211630457,2254
scwuojf6fyro,77.1,1072204,24821.22,204080426,1747
85wczq0ejayn,92.43,1655941,20381.99,208476285,1900
dbxpe1wg7ry9,78.49,1119854,28194.25,210498827,1375
6145vv2ct28t,119.59,2904190,12564.48,209023052,1110
znbznb8k858l,22.62,277721,19615.51,211327764,1683
r9tjexfwil9f,19.2,119898,219900.97,210304444,5731
4h9ym8h2c74g,53.49,462943,155767.5,205965411,3029
m8kzyglhxnb3,23.83,224130,173801.53,203146654,4952
bit7n1teax8j,77.15,366902,259676.88,204036940,16390
mzau7ngya3p6,44.63,1161719,21544.58,193723464,1329
ri89l5uy968k,92.49,1658664,20895.78,198114483,1062
7676bwsd0mm6,67.1,769562,20495.61,197822814,1311
d4jfkh6bmx8k,44.96,858041,16224.23,195812639,1043
6s96k4gk088r,47.88,806388,37175.19,202698457,1291
x7dl36dbww3e,88.16,1480347,21817.89,201278802,1145
c6bw4rj3sal5,53.54,2310957,12409.43,198163023,1022
8mb7jokv68yr,88.56,1496654,20412.21,190855193,1021
u9gwixkz2i6g,56.89,529204,183681.51,198356799,1625
to1gi80d39eq,42.05,560958,106787.94,192493666,1781
0m1a3ltaowlh,40.8,860473,25389.21,190559771,1131
uwt8mmdrbx83,23.64,270694,182360.45,188289416,1556
pmnkmp048giz,110.24,2459234,9843.14,184822766,1470
jhdetk8kcs8d,81.89,1240629,21418.17,187740116,1332
vgaljtqj4c8l,85.93,1392777,19725.28,187065936,1130
jgfze3r8e6zy,35.05,1098639,23449.46,188797913,1467
