username,payout,points,total_payout,total_points,total_wus,date_joined
zz37y9eetszr,67.11,432376,4569.29,70042684,379,2021-04-29T01:46:21.122Z
zzw88jwyyzzk,32.4,199457,555.92,3033928,170,2021-07-08T17:57:08.783Z
zznkv6xpbh28,9.91,7222,720.47,520930,92,2021-05-26T16:34:24.28Z
zz7h9zzjss84,36.52,116926,4224.04,24725343,128,2021-04-24T18:10:24.500Z
zzocr0figgxr,35.57,240176,1677.56,12369163,161,2021-06-27T07:31:43.470Z
zz7xblz5vh75,21.26,154790,1157.37,8476866,45,2021-06-15T03:08:24.875Z
zywhpi9dit4p,22.75,55159,320.41,1075976,52,2021-07-05T15:42:19.495Z
zzj7fmzx6fbd,39.05,526672,1188.72,8499892,47,2021-06-18T02:29:42.8Z
zywzewm7w2ze,6.71,14468,1784.83,5193825,350,2021-04-27T20:29:11.251Z
zzwvtryzltcr,84.19,726713,10146.96,107930449,1072,2021-04-18T23:31:21.811Z
zxvtp9h7bs1v,10.36,33245,1014.16,2743429,130,2021-05-07T09:15:34.395Z
zygzh5nmiubo,36.81,258941,1263.91,8944735,132,2021-06-27T02:12:40.735Z
zxrlilz6xrj8,57.06,841743,6327.11,59040542,491,2021-04-20T00:50:21.375Z
zyvc2nodo068,35.09,233976,2031.3,12398817,79,2021-05-16T03:47:33.431Z
zyogvakst4yg,12.19,76138,3112.76,13247814,455,2021-04-20T20:14:13.85Z
zy1h3liskhwc,41.81,341872,6361.17,44543704,673,2021-05-02T16:39:19.542Z
zxnmy0a7w7tm,25.0,67770,1288.76,5216502,151,2021-05-13T13:04:16.904Z
zygq34v9tv10,12.22,25716,1218.81,2200911,314,2021-05-15T19:36:27.387Z
zxnnvf58tqdp,37.8,274002,4851.57,29873474,1181,2021-05-07T10:33:03.284Z
zy7aovj18kfe,9.64,3460,911.47,182867,101,2020-01-28T23:19:12.205Z
zx8vr0pnlejw,34.47,226078,2944.61,20425803,555,2021-06-07T04:08:33.802Z
zwoabh5u1qyj,40.28,136993,1372.6,5391527,100,2021-05-09T02:54:13.152Z
zx2zkzcak5j4,18.43,50842,83.86,456674,8,2021-07-15T20:29:18.369Z
zvvxd93jrvmn,35.94,244802,1114.96,7972363,95,2021-07-01T06:00:24.598Z
zx7rqklr7udl,9.74,19488,1040.02,2137309,133,2021-05-07T01:24:51.445Z
zx2goaar52cx,21.65,130382,3777.78,24599018,263,2021-05-16T18:49:22.145Z
zvqgsybh8mw8,9.87,23723,1390.8,4221901,134,2021-04-15T19:21:55.678Z
zx678fhm54hi,42.37,157836,9025.83,32131479,1998,2021-03-14T02:15:13.543Z
zwicd3dot5zw,5.57,9749,9236.92,33508095,661,2021-03-15T15:56:43.73Z
zvq1p3nj21wb,16.0,46670,3363.15,15202231,192,2021-05-06T19:20:02.423Z
zv3rwpm3zwf0,17.32,160428,2174.98,18539541,94,2021-05-18T18:43:41.969Z
zuvj075autgb,9.64,21757,1923.93,10206028,181,2021-05-20T23:27:51.483Z
zutvnjhbgmer,35.07,233664,2059.71,14113686,171,2021-06-17T23:40:05.53Z
zvp5igcak8i7,44.88,403046,4062.98,25490726,109,2021-05-04T13:40:48.137Z
zvbcy5s1kpvc,49.19,249078,3011.44,20561152,275,2021-06-07T15:02:30.423Z
zuo7rmu3bt1v,29.6,361422,1219.11,9473252,45,2021-06-15T02:06:38.889Z
zvfj9fj2pils,6.03,40661,4756.97,22687901,796,2021-03-14T00:45:04.778Z
zuml5nd9tm1r,55.41,687886,1731.88,11415508,282,2021-05-07T09:54:04.597Z
zvcbqsz5959t,33.64,215330,4396.34,27697124,464,2021-05-12T22:28:39.865Z
zuug2ez19p0r,13.55,113962,1147.44,9094528,42,2021-06-12T01:27:38.508Z
ztjx868nsae8,6.32,66855,13991.06,41863569,532,2021-02-07T18:58:00.221Z
ztmlhktx2pxv,25.6,129170,933.82,2884881,94,2021-06-06T11:03:02.301Z
zsnl4mu0s6ci,56.55,288294,3444.56,21098507,123,2021-05-20T15:10:37.578Z
ztdfc192304s,75.44,580964,19536.62,131430822,1319,2021-03-09T17:33:15.951Z
ztqtp2u06v5i,9.87,7185,752.04,1831338,177,2021-06-08T08:58:07.387Z
zsfjb716u4a6,13.59,6513,855.39,530636,109,2021-05-08T09:06:30.488Z
zsat3l1clonf,18.66,227233,166627.27,85903366,3952,2019-04-14T21:13:48.67Z
zs67ib7h3bon,9.83,19714,601.98,1335388,89,2021-06-04T05:18:12.209Z
zrswz6b1b1g1,56.32,357238,2084.01,14099872,206,2021-06-17T02:46:47.499Z
zu9byvltluk1,9.76,5584,3103.62,5172681,300,2021-03-08T13:49:31.174Z
zrh3e31l8hbl,58.56,331603,3475.95,23833806,298,2021-06-04T02:34:31.442Z
zqd4uo1f0wda,16.1,40854,562.92,1157803,112,2021-06-17T12:53:39.770Z
zr7swvvsyut4,36.19,249510,1601.7,11298263,159,2021-06-27T07:27:34.761Z
zr43t1c7t6j9,44.16,387921,1412.68,10555194,130,2021-06-28T10:28:19.295Z
zpkgfrn21gp8,22.18,163723,1328.32,9691158,61,2021-06-15T03:05:35.489Z
zp5ttycopkcq,37.94,276223,1555.78,8783075,68,2021-06-16T04:37:23.385Z
zp2jrib36uob,28.27,84964,2588.11,11951744,240,2021-05-13T15:13:19.738Z
zrjznqycqswv,59.96,967823,9148.85,131765458,876,2021-05-13T10:10:27.852Z
zpiehfkl6459,14.73,3100,491.8,139670,73,2021-05-08T05:08:16.964Z
zqkluz8lb5d2,60.1,973966,8098.62,98248070,533,2021-04-20T10:38:31.258Z
zotaumbm2h97,80.74,941310,5569.82,58373839,361,2021-05-10T22:54:45.577Z
zoe5g2sa7vsk,9.92,5387,126.68,72851,20,2021-06-22T19:08:20.872Z
zoe9i8wmmxg7,44.6,397132,6876.65,38890787,183,2021-04-19T13:31:51.275Z
zobkz7s63azn,5.34,56764,13802.0,11523916,522,2019-07-14T03:20:05.432Z
zoes7qjmf2wz,77.59,1023234,6824.25,88741377,578,2021-05-21T04:13:04.508Z
znm19tpld6vn,5.32,3000,974.89,462001,189,2021-02-25T17:25:54.524Z
znjuzb4uy2v8,29.72,378504,1014.14,7562737,46,2021-06-12T00:41:01.853Z
zos95yflzppw,12.86,4040,332.92,117992,55,2021-03-09T12:34:36.788Z
zoyp8i4yyhy7,17.61,48038,3094.45,10459671,348,2021-04-30T14:19:41.560Z
znkh7l04k3yy,45.7,238303,3200.19,22286255,288,2021-06-04T02:39:48.911Z
zncvvgadqdjf,48.81,274552,3085.91,21369900,264,2021-06-04T02:34:21.332Z
zm2drgu8t7id,40.59,319934,1335.29,9826368,127,2021-06-28T10:29:30.493Z
zlsv3oy8ygdd,43.34,201880,3317.27,22292227,288,2021-06-04T02:37:18.640Z
zmg05cpliaob,14.78,48844,1448.33,4190435,357,2021-03-04T16:51:54.525Z
zniqd147a267,13.76,8136,1009.85,2348960,114,2021-05-07T18:22:07.82Z
zm62l621q7du,48.13,477287,5868.95,33880073,475,2021-04-19T00:57:20.185Z
zneevolqriwn,22.04,99833,7486.98,37277552,343,2020-02-12T17:34:26.335Z
zlngtf5j4atp,9.81,11461,804.78,1606120,115,2021-05-15T14:42:25.387Z
zlndso2soihp,9.9,8368,48.88,32186,8,2021-06-27T00:28:25.227Z
znbznb8k858l,31.86,1503035,22376.76,331312975,2242,2021-02-03T09:35:32.510Z
zkrwbodiz7h5,87.57,819186,3068.48,29594096,339,2021-05-06T19:22:15.135Z
zk3s2sktr7yh,64.31,336071,650.21,3771389,26,2021-07-06T12:49:44.697Z
ziyqp7gg32qe,56.82,314684,2497.33,17076859,235,2021-06-16T04:41:34.988Z
zj1plued3zrs,5.58,15924,4371.56,6752123,383,2021-02-18T22:44:56.89Z
zkxnsdiwget5,9.94,18790,2096.85,13214972,378,2021-05-29T19:12:28.818Z
zi0ki9b0f60j,26.96,188297,707.31,4699428,25,2021-06-02T11:55:52.626Z
ziz0x96wkeh6,73.16,537534,13279.17,88486459,658,2021-02-19T07:39:09.95Z
zjjbtardqpsx,9.53,8658,509.32,313769,64,2021-03-02T07:14:59.542Z
zhv9f1995nji,14.77,54106,2298.64,11007012,360,2021-05-17T18:24:22.3Z
ziq80u8af75f,31.08,183811,2996.41,17222724,142,2021-05-03T05:59:05.796Z
zh4fpdkaqhyl,6.92,5372,474.22,277647,57,2021-06-05T10:14:47.67Z
zhcl0ptllx50,9.9,8368,518.44,386047,74,2021-05-14T13:01:08.758Z
zhkwqsas3wwm,9.79,3310,1378.6,1667972,145,2021-03-05T05:10:15.412Z
zh4prq6rxl5z,36.1,447146,1635.89,14028971,61,2021-06-15T02:26:42.409Z
zgi1cokedbg0,36.21,249715,1662.02,12081916,153,2021-06-27T02:13:38.983Z
zghnjs8ucc0w,17.19,67464,10513.24,7235764,538,2020-03-06T12:32:16.576Z
zgyq9h1nwfau,9.56,8692,2003.05,2798228,274,2021-01-19T22:41:22.625Z
zg4hpq4zou5i,9.67,9292,304.94,426651,39,2021-05-24T22:05:16.957Z
zhuvrt7r7jmy,55.75,355251,64770.28,89154483,2615,2020-03-31T23:05:11.61Z
zg58ldxeyfik,15.09,11828,1211.75,2063626,264,2021-05-13T04:38:48.950Z
zep9bvsx0v1n,35.2,235399,1182.3,8133848,124,2021-06-27T02:11:12.94Z
ze8eu873sjic,60.76,385105,3401.88,23521652,308,2021-06-02T01:23:22.372Z
zedndrjuxdia,34.83,230612,1546.12,11237074,156,2021-06-27T07:28:41.128Z
ze7xi77ingmq,9.99,28690,1202.8,3828069,173,2021-06-02T03:27:31.34Z
ze9tnl0nks84,5.86,7380,879.06,960959,145,2021-04-12T11:15:23.233Z
ze1qm7rm0c3p,37.4,267848,7107.01,46946743,349,2021-04-12T12:43:54.857Z
zdz2ax3x2wbk,9.67,4040,2570.88,6988301,377,2021-04-08T11:03:11.746Z
zehlv6c3qrez,18.74,43260,2633.55,10069157,418,2021-05-17T10:31:38.937Z
zdrzpdn3foq9,58.82,917245,5331.19,86081382,370,2021-05-17T22:06:03.686Z
zdtb1pxoru5l,16.93,4040,36029.6,5767077,3184,2019-08-30T15:26:57.906Z
zd0fg5w5ldk6,46.11,428805,1178.44,8366401,113,2021-06-23T14:58:56.982Z
zcdt3vt8lo21,46.18,430174,1610.0,11567937,158,2021-06-23T14:57:27.240Z
zcfnysw8463o,36.01,246668,1428.92,10249587,139,2021-06-27T02:13:32.107Z
zdij82vbmwbx,9.81,13466,327.69,359201,38,2021-05-09T08:29:27.227Z
zd0obr7r8hu2,32.71,203480,844.95,3060202,131,2021-04-19T17:34:56.823Z
zdf9tta1f3ns,66.43,360664,5976.14,68102705,349,2021-05-16T08:07:26.622Z
zcirypzw461v,41.39,334287,1550.34,11305526,146,2021-06-27T15:01:57.965Z
zc39ce13ot47,34.25,223193,6224.96,34356971,154,2021-04-04T05:12:53.252Z
zbpj58el40tt,72.78,1711089,10714.64,136821158,1276,2021-04-17T06:13:20.385Z
zcnz2jk3dz3c,9.67,3100,1155.42,298141,133,2021-02-15T04:41:14.55Z
zam0gilu3jbg,81.05,588187,1537.32,13693514,84,2021-07-02T01:16:08.519Z
za2m18n346ct,9.72,8368,242.56,229166,31,2021-04-21T04:00:24.607Z
za2kxbp11f1k,40.5,318377,642.69,4693378,57,2021-07-06T03:02:09.351Z
zawybt6yqncd,19.5,82120,4348.87,28127475,116,2021-04-10T14:44:20.507Z
z95ise1o06d8,32.07,194329,1417.66,10068414,135,2021-06-27T07:25:09.781Z
zb6f0psxyend,9.72,8368,1971.49,2232500,375,2021-03-20T08:32:08.384Z
zandhxi9qcej,15.38,57474,6975.3,36270452,1154,2021-04-03T00:07:35.457Z
z9toqop3r08t,119.05,948470,138595.48,265293688,2181,2019-04-12T14:25:41.510Z
zbbwvb4v32ab,66.16,1300562,12441.5,176788429,1014,2021-04-25T03:51:50.889Z
z9jqyyzw1qtq,12.77,4456,18068.28,161983844,1229,2021-03-16T21:02:58.757Z
z8c3mmjszivi,44.32,391284,1832.43,12925987,188,2021-06-22T09:57:47.291Z
z8cxq7ijngsq,35.09,492000,431.52,2810883,18,2021-07-02T17:46:29.702Z
z8rr1us5i2gv,9.6,4428,1469.23,4613504,125,2021-05-17T22:15:33.769Z
z8c4c1x6y7zl,47.46,225040,3130.13,21397620,282,2021-06-04T02:41:38.594Z
z8bak7id180z,17.62,56405,5121.38,11347672,736,2021-03-10T21:23:22.170Z
z8725x20tgt9,6.24,11064,142.39,98300,23,2021-06-28T18:27:04.659Z
z8ymisj0bdgv,11.84,39700,44.6,186870,4,2021-07-15T02:11:26.39Z
z8t9j29eyuog,11.07,36338,2295.89,7294461,305,2021-05-07T16:24:37.28Z
z8vfq5fjjftz,18.84,76735,6196.37,38454141,399,2021-04-18T14:08:32.461Z
z82y5icnn4wg,5.94,14734,34808.95,53995323,2188,2019-05-21T23:55:26.110Z
z56f2ut6sfyh,9.9,8368,373.62,265778,46,2021-05-11T10:08:19.472Z
z7x2gjzaqnic,57.89,776938,8053.88,93647797,530,2021-05-11T15:02:16.254Z
z6v0vggnwe8c,21.46,59667,12508.3,15166194,505,2019-04-20T09:46:47.993Z
z6xf9b7i0vkq,11.21,3100,1396.19,2313965,345,2021-05-03T09:39:19.734Z
z4zq2o3kkhwp,44.48,394565,3064.34,27730597,186,2021-06-06T16:14:33.31Z
z6ktzowpyplz,59.64,953560,7365.83,81407715,746,2021-04-27T01:11:30.98Z
z5j7qeqcmgli,30.88,181675,6256.36,27517678,660,2021-04-03T03:17:11.926Z
z6ow793svax0,13.29,16233,2710.45,7542715,303,2021-02-24T17:19:37.844Z
z4vk62ncxwjf,9.58,12115,655.37,1195364,96,2021-05-26T01:05:49.748Z
z6htn0y4pp9v,35.05,369211,1489.62,14325033,78,2021-06-15T03:07:35.139Z
z4imvneiqb1d,9.95,13308,880.5,850954,130,2021-05-18T17:57:58.800Z
z4airii5l3jj,15.26,3310,844.78,1083797,158,2021-05-31T09:06:30.967Z
z41hb3et3i2a,9.72,4040,39.15,25888,7,2021-05-31T19:15:41.971Z
z46evs0m1znw,66.64,1329743,11927.34,163964584,1118,2021-04-26T17:44:19.165Z
z2cyefjcu9gv,41.9,188333,1140.28,6150493,61,2021-05-07T10:40:53.889Z
z2e008p09llq,12.66,4940,1179.73,1052649,230,2021-04-28T19:15:00.301Z
z4mscqi7xfty,13.43,6471,8530.1,45730105,515,2021-02-24T20:44:02.320Z
z27vwhecb4zo,30.94,104810,7446.43,19374546,769,2021-03-12T16:13:33.305Z
z3g7ir9dquho,33.41,212435,617.47,4184193,24,2021-06-25T06:05:12.883Z
z2rc47rnyjam,6.98,11956,8235.71,31422662,1069,2021-02-26T01:20:30.925Z
z0bappmk3j5z,9.97,20038,464.79,1081501,169,2021-06-23T14:07:44.113Z
z0dxt3elftqe,12.67,20356,956.62,1544274,235,2021-05-22T21:38:51.979Z
z2793lr5hde8,35.71,126850,1370.9,4352237,170,2021-05-10T13:08:30.144Z
z1m91m80o3xb,52.41,592389,4906.71,43165589,623,2021-05-27T02:54:35.830Z
z0xxjwj0jy44,9.53,20200,734.78,1280609,89,2021-04-18T21:24:06.58Z
z26qj2fogy3k,35.52,239532,1600.16,11489005,156,2021-06-27T14:56:47.5Z
z0kugppgj71f,53.78,635134,1992.17,18516181,141,2021-04-24T03:02:58.536Z
z08hta18o8ic,33.09,208279,6716.28,30924351,720,2021-04-03T03:34:20.567Z
z0pa1nzibeon,38.23,242166,4378.03,31592854,234,2021-04-30T00:57:20.377Z
z09u0zjzyzqt,42.5,354259,1604.01,11653652,161,2021-06-27T02:13:53.941Z
yz7z2egnjkk0,10.0,4235,438.51,103556,58,2021-05-19T16:13:40.563Z
z07fzoknpojb,60.55,289520,3498.15,24167102,319,2021-06-02T01:47:51.210Z
yywlg351o0i1,9.54,10229,343.92,265256,44,2021-06-12T00:18:42.306Z
yzwokle6hg7d,32.21,197126,6612.15,29573368,695,2021-04-03T03:35:02.125Z
yyy5v4rkgc65,9.89,11231,1899.51,1753386,233,2021-03-15T16:23:34.270Z
yzl15xg6wmha,18.62,75410,1223.23,2713092,286,2021-04-20T11:02:26.303Z
yzqxzkl0ip8m,29.69,103023,2376.35,10404918,279,2021-05-16T11:54:26.655Z
yy3jb335kjrc,77.4,588448,12627.03,99193659,1526,2021-02-26T10:49:34.938Z
yxxoyrwl7hh1,9.7,17130,1136.0,2299760,339,2021-05-22T17:52:44.374Z
yzg9tygzrvn3,9.67,26090,3925.39,8544660,413,2021-03-19T14:22:48.291Z
yxnh7z5mc9lz,55.35,238959,3305.74,22668743,301,2021-06-04T02:39:14.367Z
ywiokordmuej,12.94,5366,918.82,496941,106,2021-03-31T08:08:00.770Z
ywleb62fpikr,57.4,402298,3331.35,23404033,297,2021-06-02T01:46:01.943Z
ywg3acvjdi32,49.35,272022,911.35,5843297,45,2021-07-02T16:03:00.426Z
ywka5iikfdyd,6.86,5703,124.59,55973,18,2021-06-12T03:58:17.982Z
yw4f1qtux9q2,46.99,449925,1651.72,11909674,162,2021-06-27T02:18:06.413Z
yvm4xvw5xgft,53.9,260578,3009.53,20707523,280,2021-06-07T15:03:14.48Z
yxpnsqax3eh5,42.36,351696,6659.8,37427658,905,2021-04-20T14:09:31.521Z
yxisf3inczpp,43.54,374904,8113.96,33399819,175,2021-03-06T23:24:49.420Z
yw5uw2im99og,18.58,75183,3353.86,18170502,310,2021-05-16T02:40:15.475Z
yv8r5cjw0637,9.77,4300,19.76,8311,5,2021-06-20T04:53:58.339Z
yujxqh9p70xa,9.64,6617,458.58,461254,53,2021-05-29T00:06:50.233Z
yu81i6a54dky,78.03,2405514,7347.58,169149596,965,2021-06-01T23:59:46.602Z
yul0tmjmsnsb,9.62,9246,390.85,683603,49,2021-05-15T06:34:02.630Z
ytzgoo7rrjcw,76.3,633682,7088.95,76740980,656,2021-05-17T17:22:00.522Z
yus0dq0788it,9.55,8208,3311.19,4377198,446,2021-02-15T11:25:48.775Z
yuh204jepvr5,58.2,529905,16166.09,95160262,807,2021-03-09T11:39:11.825Z
yume2r71tz1f,39.24,129607,7086.99,71690507,813,2021-05-07T19:36:56.193Z
ytq8bzhxjq6u,5.93,36891,17364.48,41066179,1940,2020-12-07T01:09:42.611Z
ytmsj1ybsvbd,54.98,344759,2243.83,15496103,216,2021-06-17T02:46:22.39Z
yrm9y1sbiizb,66.95,391594,3700.74,26392023,324,2021-06-02T01:19:56.602Z
yrmjr12055eg,31.22,185342,1907.1,13671951,184,2021-06-22T09:55:48.219Z
yrs5vzp97svb,40.35,738033,1163.25,13189632,420,2021-07-03T20:56:44.622Z
yrkt7v3f8t1w,12.14,8911,602.56,1573665,69,2021-06-19T12:46:03.552Z
yrj6jw3zx6v6,9.72,4040,160.03,402172,31,2021-05-10T15:51:30.81Z
ysjsoqoj36am,32.1,194716,6630.88,30161142,682,2021-04-03T03:34:28.31Z
ys3i1ojoekyw,77.76,940977,11015.64,117859629,619,2021-04-22T04:21:35.939Z
ys6ixuhhd08n,6.81,27849,352.11,735947,55,2021-06-27T03:37:18.189Z
ytl8szo7vd5s,41.97,344769,1739.34,12634608,158,2021-06-23T14:54:39.718Z
yrhqc2z3e0os,12.38,42042,1731.91,4735660,575,2021-05-07T02:59:17.111Z
yqrqrlt6vg7z,9.79,3310,553.83,1314650,77,2021-05-14T10:47:31.843Z
yqfnz4v126nm,6.04,19485,657.49,850038,120,2021-04-16T15:41:51.201Z
yrb44dgf59jc,9.63,16991,877.4,824604,125,2021-05-06T01:44:54.841Z
yr7perps7gob,7.48,11181,1559.99,6212554,162,2021-06-02T13:35:48.40Z
yr8c6nfi5mkx,45.57,236954,2374.43,16113275,235,2021-06-16T04:41:26.811Z
ypfdksjr27am,9.77,11090,1482.57,1864793,180,2021-03-22T21:52:07.23Z
yraihlv0higq,32.2,196921,2183.08,7961075,175,2021-04-24T09:51:27.702Z
yovgc88rs6j3,19.49,193039,4298.48,50799966,328,2021-05-23T16:44:22.305Z
yqohlzbaiudf,41.09,152696,5633.13,46470455,530,2021-05-13T20:08:15.741Z
ypbwifora5lb,10.11,32170,1204.76,2775591,139,2021-05-02T20:11:03.239Z
yoiakqpgm3up,9.75,9377,1115.85,2807196,155,2021-04-20T00:01:53.330Z
ynvavu9t9xh5,31.9,258058,296.37,1569981,14,2021-05-30T18:45:20.356Z
yoqqv9o2wrpb,27.5,195264,4327.31,50260979,336,2021-05-11T16:51:49.632Z
yo6xhw190mi9,9.73,9887,740.55,482306,94,2021-05-21T16:13:40.89Z
ynykdfdqpynz,9.94,6108,1067.19,2923880,210,2021-05-14T17:13:27.203Z
ynczuh1xjf6l,30.65,114836,2915.36,19725376,257,2021-06-02T01:48:32.587Z
yoii23gfcab8,11.62,10493,2040.94,4415487,297,2021-04-21T17:03:21.198Z
yosst67js7eg,30.44,329803,1892.1,17683936,70,2021-06-03T00:38:02.687Z
ynq23l1lhf7y,24.06,154990,3309.94,19296975,140,2021-04-30T16:02:58.881Z
ynxvdijmns76,10.92,47601,876.69,2475885,114,2021-05-14T12:58:33.71Z
yn6iz28eieze,46.2,430608,4250.81,67840797,475,2021-05-31T18:10:50.903Z
yk5gt9whth40,40.86,324863,2189.1,13090161,77,2021-05-21T22:55:53.774Z
yktbm5dc6gw4,11.41,20340,502.98,981906,67,2021-06-15T13:31:49.790Z
ymp7bcmxen8u,38.71,287890,1476.13,11066177,144,2021-06-28T10:25:02.721Z
ylzx3xxlk5fl,74.28,810139,439.2,5002204,26,2021-07-13T19:06:53.382Z
ym4q6twhvmzh,61.99,338195,3030.03,20884040,279,2021-06-02T01:48:29.128Z
yn4l6itt8x4y,38.64,286782,6516.27,53526651,1173,2021-05-05T12:18:54.33Z
yizd8imeaaqf,9.79,3310,659.9,198351,82,2021-04-27T15:08:09.517Z
ym1dg0e93p08,42.81,359859,2722.55,16897609,113,2021-05-14T01:49:48.750Z
yj09uiwa2skt,9.74,7927,9766.49,2780365,767,2020-04-27T18:46:56.969Z
yiqa09rnaepo,16.33,62720,2068.12,9919235,246,2021-06-09T04:52:53.196Z
yis4ol10aj47,9.79,3310,724.43,517652,88,2021-05-03T10:34:24.406Z
yictnbd7kefl,9.93,9569,722.15,505628,91,2021-05-05T20:50:21.361Z
yhx936z6krz7,21.55,158999,1772.11,13216031,71,2021-06-04T00:16:01.249Z
yhjk4mpc29q9,9.56,5470,270.88,196449,57,2021-06-27T14:02:18.658Z
yi64xnp3r69m,40.54,187557,12053.09,44990144,774,2021-02-26T12:56:11.989Z
yhde7ie1bmwj,66.79,585151,6875.52,69079623,603,2021-04-28T03:38:28.272Z
yhacsvcuj0cr,6.13,16473,911.37,5241503,113,2021-05-19T14:08:49.80Z
yhro61pmda3a,59.53,429567,12573.72,116814866,1457,2021-04-09T00:07:43.808Z
yi6jd55r962r,11.06,7821,5272.4,11827520,807,2021-02-26T23:22:34.369Z
ygepr37do2tm,13.62,24158,977.06,2057616,131,2021-04-15T22:39:32.910Z
ygiwbqb00wdr,9.89,39700,422.63,1821812,54,2021-05-07T02:02:22.239Z
ygoiyxld84yh,55.27,238313,2987.9,20214833,268,2021-06-07T15:04:09.884Z
yh5a5imtnlla,22.1,100285,3798.22,34229843,814,2021-05-13T23:47:56.804Z
ygqgx0uuhvez,56.31,248035,4162.04,50674205,515,2021-06-02T10:23:00.235Z
ygnt3y7sfbdu,48.46,485249,6158.87,35677841,156,2021-04-04T05:24:42.468Z
yg2ojdhhmk3j,43.0,363221,1597.72,11456070,160,2021-06-27T14:59:03.464Z
ygf81zw7knn3,47.39,240905,4187.33,25134548,333,2021-05-17T01:14:59.42Z
ygfhmnecmmg9,9.89,11862,5938.18,1804227,522,2020-05-04T10:15:36.160Z
yg213i5x1eju,78.01,804156,30651.79,242561087,1735,2021-02-21T15:20:36.809Z
yfyrp60g9vs8,9.86,3000,457.24,144009,64,2021-05-08T11:30:59.92Z
yegk31n4mh5a,9.73,5570,48.7,22600,8,2021-07-10T12:34:04.224Z
yfi4q330mlgv,59.79,418983,2084.56,13708989,206,2021-06-16T04:41:59.791Z
yeorfdvw97r8,14.62,111721,10856.48,35028880,736,2021-02-18T17:13:28.582Z
yfq1zdv3umpu,9.77,19555,8046.14,16881685,651,2021-02-12T23:15:59.297Z
yecv6ffi5hud,14.04,67770,525.49,1547043,56,2021-04-16T02:18:45.955Z
yfblwtgv3c8k,51.4,563808,1306.14,11813235,78,2021-05-10T09:33:01.104Z
yf14fzug1oh5,13.93,26728,1621.24,4086601,239,2021-04-22T03:38:45.13Z
ye8kvrpj2o6z,24.12,72710,11699.73,23432206,976,2021-02-14T12:50:15.109Z
yexsaohs6kzw,3.95,6070,10950.11,1739362,1384,2019-09-15T21:25:25.385Z
ycd8x1z8833j,9.97,18845,205.05,287500,32,2021-06-23T22:53:54.855Z
ydwtt10mtymk,9.62,11522,305.48,526088,39,2021-06-01T10:24:59.623Z
ydn48ddjfw9f,39.18,295079,1655.42,10758561,235,2021-06-17T15:37:44.506Z
ydn5y64pq1gg,5.97,3310,1572.91,6471158,281,2021-04-08T09:00:41.287Z
ychrgelvetem,60.29,290727,2745.19,18851286,256,2021-06-07T15:09:01.478Z
ydjo7blcpcfx,63.97,368240,3072.42,20807506,281,2021-06-07T15:06:45.868Z
ybya10inju92,6.38,16334,348.72,714103,45,2021-06-21T06:39:26.159Z
yc2nztc3a9ot,91.3,1052375,47265.36,196947578,2050,2021-01-24T16:19:01.392Z
ybw0w61asya0,35.02,233019,15809.51,79831389,1045,2021-03-13T22:06:18.545Z
yci7guka9odi,46.01,426641,857.19,7283376,274,2021-07-08T17:57:44.525Z
ya1loyvztztx,58.56,385205,1676.84,9888563,54,2021-06-15T02:45:52.187Z
yavc5dxsb1ow,6.99,8840,182.42,129516,25,2021-06-29T11:27:42.612Z
yb0hesg62h1q,42.51,354467,1271.68,8818021,151,2021-06-27T07:27:39.73Z
yamzdsol1pvg,12.7,5470,412.57,443688,320,2020-02-22T00:24:23.723Z
yalgdqkitrqi,28.11,152279,995.68,4926892,56,2021-05-29T09:50:56.738Z
yatc0xo7gnhk,9.82,3310,254.59,80848,27,2021-05-14T21:18:17.663Z
yb4mb3coes7y,25.45,207790,1281.57,14301525,85,2021-06-15T02:06:48.171Z
yar2dpt8ycvh,9.56,14218,1224.54,1658314,248,2021-05-05T18:40:36.970Z
y9f4tt4l6lia,46.25,213810,13571.22,60142225,951,2021-03-13T00:02:56.649Z
y94asbfh76oh,12.27,10863,4213.71,44779702,411,2021-05-14T00:06:18.403Z
y8bp6df4k5jf,11.84,39700,46.5,186870,4,2021-07-15T02:19:57.899Z
y8dza2yyief8,9.64,7006,156.6,116235,22,2021-06-25T14:48:36.61Z
y7w4horetznh,23.81,214132,2110.51,12396651,97,2021-05-23T22:08:01.597Z
y8d9p0epnph0,48.0,474223,2359.29,16567448,71,2021-05-19T21:15:40.515Z
y7smwyc4d1pj,51.74,269369,2708.5,18134026,249,2021-06-07T15:07:29.410Z
y8innki787k8,32.97,206834,28383.56,71412874,864,2021-01-22T08:44:08.247Z
y7n9o49ihljd,6.59,8678,211.6,246979,33,2021-05-13T02:32:36.420Z
y7lzp62f6su6,9.69,3100,353.27,279358,46,2021-05-08T03:23:03.213Z
y8brr4bcf2vm,15.47,11343,1103.02,2379478,262,2021-05-20T19:13:29.850Z
y90y7cdigkxq,41.56,337425,1678.05,12398722,156,2021-06-27T07:31:08.243Z
y766tcx3uj1j,34.47,105348,525.52,2091780,90,2021-07-05T07:16:54.22Z
y65pqt32ogo4,23.55,71080,2105.37,10196652,309,2021-05-17T16:41:48.138Z
y5ymzwhgxjqz,39.81,164680,1778.85,11669598,174,2021-06-17T02:45:23.728Z
y5n4ptwv1thp,36.93,260749,347.48,2069899,46,2021-07-12T13:47:27.741Z
