username,payout,points,total_payout,total_points,total_wus,date_joined
4jijkugaizev,48.84,244495,4575.97,26771135,297,2021-05-10T00:25:32.543Z
4im81xg75k4j,20.75,164199,1195.29,8929337,45,2021-06-15T03:06:36.482Z
4lyxx1tlqtgx,47.64,465546,3257.8,20779529,148,2021-05-31T11:12:56.218Z
4kg3k4cncz5a,17.33,228520,132422.21,202693321,5375,2020-07-13T06:19:54.879Z
4hzx5kummylb,9.9,8368,177.25,139198,23,2021-05-20T19:23:09.488Z
4hfprjorskxl,20.6,89776,2905.98,18054057,130,2021-05-31T09:28:16.40Z
4htxyjdptfsy,12.74,17673,910.57,2114281,132,2021-05-26T15:37:09.51Z
4iet4i64nvfh,34.09,221138,3114.65,38505690,263,2021-04-21T04:29:42.134Z
4i62v44j4i1a,4.55,3000,1452.9,2042950,207,2021-03-07T08:04:50.202Z
4ijlylijfajd,9.64,10348,1367.2,1524012,212,2021-04-19T08:12:39.323Z
4gu6acwgfj7p,39.7,303932,3209.48,20997055,167,2021-06-05T21:22:16.406Z
4g6dbymf4mv7,35.17,145454,9031.04,29544275,416,2021-03-11T00:52:13.854Z
4hnhcq4c6z71,37.4,267948,832.53,6047571,77,2021-07-01T06:06:15.310Z
4h9ym8h2c74g,35.16,234823,159367.9,232266273,3260,2020-03-17T11:09:13.368Z
4eilcfc05onq,23.35,109016,854.84,6030856,46,2021-06-16T07:27:49.231Z
4fcoynf7oq1w,17.24,67770,51.9,214940,4,2021-07-15T02:08:22.200Z
4facneqy94jk,32.39,199312,5442.67,41390344,326,2021-05-10T09:07:43.591Z
4f0cdpoz790n,9.79,12391,1636.96,4691826,217,2021-03-10T07:45:02.616Z
4fqgga7q46no,13.2,17615,1381.37,3221368,196,2021-03-18T23:56:01.51Z
4eg2hr8lr0sx,42.63,356519,7186.34,44399900,1229,2021-03-14T11:24:44.753Z
4eq5k276ksdh,16.55,63935,6076.41,15886541,912,2021-03-24T08:41:08.672Z
4e13y51wtyzm,9.73,15160,476.05,1637260,82,2021-06-21T13:57:29.584Z
4e67iux4p4ja,14.15,105342,2446.58,20505053,244,2021-05-18T01:56:54.743Z
4efze05m9453,9.69,8334,1132.02,1123802,170,2021-05-07T15:21:48.885Z
4dh8pioz05ow,9.96,15603,1006.26,1230161,165,2021-04-25T17:33:37.723Z
4d9s2vyzwmr3,30.83,181191,2259.4,14442728,69,2021-06-12T21:31:13.967Z
4c5jbhoo4uqy,22.78,105016,5216.95,19694964,666,2021-04-19T13:47:25.264Z
4apuwj6tfx2v,9.88,13938,1446.41,2944868,422,2021-05-07T17:58:18.328Z
4b0prexgsn09,34.83,104912,4368.46,31756082,270,2021-05-12T04:08:43.794Z
4c8gfyltv0iw,50.09,251032,5167.75,32080495,398,2021-04-27T10:56:14.243Z
4akf8075o61g,9.67,10380,200.05,599237,24,2021-05-11T16:48:47.372Z
4aewemyyltok,43.14,365792,1515.25,11131998,145,2021-06-28T10:25:41.414Z
4drh4hrw8fuw,69.24,645199,7661.52,77723426,474,2021-05-11T13:40:39.806Z
4behuetprora,57.76,869687,7880.3,87763660,808,2021-05-10T15:04:59.224Z
49kvsa2x3m2k,9.79,3310,991.44,332765,140,2021-04-26T22:55:08.528Z
4a38ppcfv8f1,47.69,466623,1707.33,12556659,162,2021-06-27T02:12:43.994Z
49o4a067ln7i,40.99,327055,1263.84,9244313,133,2021-06-27T02:13:20.715Z
4aallivq7c32,36.17,249140,919.75,6885022,82,2021-07-06T03:00:27.891Z
49kobbf00boc,35.37,237534,2975.9,18735750,94,2021-05-19T01:26:22.323Z
49thakeg4h14,29.97,172068,4665.55,36579982,335,2021-05-07T21:59:49.960Z
49n492h3qrnq,6.33,12330,41207.14,34375798,2215,2020-06-02T11:28:27.377Z
49hbmcrvlbbx,40.71,322064,13568.24,63210881,685,2021-03-08T21:01:37.165Z
49lc9k16vdwg,41.94,221238,7832.75,31985414,556,2021-03-02T23:45:02.578Z
49smi2ogoim0,80.04,2634559,11940.06,267749439,1197,2021-05-07T14:25:46.430Z
47na0cvvncrw,69.12,466203,3093.61,20916495,267,2021-06-07T15:02:26.991Z
492qpcqjqm49,9.61,14298,320.4,218632,66,2021-06-24T16:33:12.446Z
48zqvt174x0c,24.06,115818,2709.25,13818894,141,2021-05-28T19:58:10.829Z
47l8wrb59wwh,15.85,154432,3350.1,12454614,422,2021-03-09T09:11:26.777Z
47iq4e00th8a,5.75,9369,1104.95,1484433,187,2021-03-10T14:00:58.360Z
476xak6body8,31.86,192135,4037.43,26068008,280,2021-05-20T14:47:05.692Z
47p5x3vwi6w2,10.55,34051,1285.19,3602118,175,2021-05-12T20:09:15.502Z
49024rm5ngbr,12.57,8178,2575.16,4834020,278,2021-03-06T19:14:12.805Z
48tzggwkzw4z,13.08,26602,1374.9,3971199,175,2021-05-13T03:00:36.45Z
48hklb5m30vu,5.7,7300,1474.94,2111107,325,2021-03-15T08:39:02.496Z
45q4i26vsxp1,21.21,175553,1329.57,9650397,50,2021-06-18T02:30:14.572Z
46si591zmfcj,6.46,5812,686.71,458375,87,2021-04-30T03:07:17.525Z
46gy2f3qth84,22.08,100138,2652.09,16538852,672,2021-06-11T04:22:16.106Z
45hqxmzp4r9z,45.41,228468,12729.63,50261769,625,2021-02-22T12:55:37.787Z
4671cjzwejdh,27.52,408071,17163.62,67925758,1223,2021-01-28T15:19:14.772Z
45fme98k2sg6,17.18,152897,2270.38,13699381,281,2021-05-03T14:46:02.203Z
46dpt8to1l3o,12.46,42390,2362.63,6523794,263,2021-04-27T01:49:50.499Z
45gbqppr8zys,13.19,9854,13222.6,3048864,10592,2019-05-19T16:24:43.610Z
463f2d7carsf,11.22,118817,3587.36,11216641,403,2021-03-10T20:18:40.380Z
45a43inn6x5f,36.02,246791,1604.24,11728058,149,2021-06-27T02:12:06.439Z
43ux01vlz2yz,37.83,274526,1639.48,12052488,162,2021-06-27T07:27:55.991Z
44584b87urzi,9.7,12271,538.36,578361,72,2021-06-11T22:57:54.170Z
44aw8qo9bgx1,72.47,489539,3454.15,24105371,285,2021-06-04T02:34:11.232Z
43ugwid6rrbq,25.96,69439,4183.01,35791327,389,2021-05-06T22:19:26.915Z
43n7ss2smpxz,9.78,11727,2163.88,13426951,88,2021-05-14T02:00:47.965Z
447eaonre5g5,9.51,14140,136.04,163980,57,2021-07-02T05:01:05.632Z
44r1grdpt0uu,14.43,50972,4894.88,34818240,449,2021-04-11T06:00:51.547Z
43gud49898e4,40.76,322968,1472.55,10591070,149,2021-06-27T02:16:26.956Z
456l6wyw0cim,26.41,98187,3774.6,15141491,147,2021-04-27T22:22:37.616Z
43k26bvstagj,45.87,423709,1532.81,11481532,141,2021-06-28T10:22:06.120Z
42x3lvgtzxw5,33.18,209494,682.87,3749124,59,2021-07-04T09:29:31.367Z
420ef4wqatnu,133.39,6710047,1242.0,72776734,340,2021-07-12T18:27:21.278Z
41wgrz4bib8m,9.88,3000,23.52,63880,4,2021-07-09T23:24:42.413Z
41dcyqqns074,41.74,450942,8342.6,34943976,150,2021-03-15T03:57:13.397Z
43euasun1129,16.67,40737,2469.71,8484837,409,2021-05-06T13:58:51.964Z
42w0s785rhty,84.85,837238,113025.18,142534284,2332,2020-01-23T18:30:30.845Z
424su9bo1z27,22.75,104772,5346.71,22138152,410,2021-04-02T23:03:22.540Z
41arbxzpzjh7,11.27,168717,16708.58,33078711,2920,2020-06-14T20:10:18.512Z
4199hlja4zat,123.66,2543259,11805.68,299787728,1195,2021-05-20T00:54:35.436Z
422vsz0gq3qe,56.31,811596,50982.41,295803596,2352,2021-02-01T01:14:42.40Z
40adclpt360o,9.72,8368,300.9,196322,53,2021-06-27T14:02:25.263Z
40d6ivr1dhdl,42.06,346325,1566.94,11610660,152,2021-06-23T14:53:10.490Z
40v0jhdmblow,9.72,12302,117.12,167718,19,2021-07-08T20:33:09.229Z
3yynco7feewg,52.1,299535,1298.6,6264378,136,2021-05-12T01:55:31.677Z
414w0ehbq1ua,9.92,3570,19.54,10080,4,2021-07-14T02:02:37.549Z
3zlviq2fb6cd,9.64,7413,1284.71,2487054,303,2021-05-08T05:35:54.664Z
3yuesf6v907m,48.48,204108,3627.28,25116571,311,2021-06-02T01:20:24.468Z
3ygzxkfwbznl,23.41,176705,1933.08,17987526,99,2021-06-04T00:17:12.376Z
3yuza3bppj5e,9.63,7400,1221.42,1026266,154,2021-04-20T10:05:12.9Z
3zao7rnrbnay,27.47,145394,13201.93,152855465,1437,2021-03-21T12:34:05.358Z
3y0699oat7xh,17.5,40675,666.81,1824763,101,2021-06-15T12:05:32.592Z
3w4x292ty0jr,48.55,250063,4503.86,41204103,390,2021-04-19T08:57:51.51Z
3xqkzxs38abo,9.72,5861,633.35,351194,75,2021-05-05T05:33:24.461Z
3wu5hogs0vhr,9.88,16462,1284.07,1806208,301,2021-05-03T08:07:49.497Z
3vzu8iujjopj,45.17,408992,4144.12,25072093,124,2021-04-28T17:33:54.671Z
3ygrvy729i3h,33.78,217159,5859.67,38113425,165,2021-03-07T08:34:15.506Z
3vv5pnleni97,21.42,95513,4314.08,25380704,509,2021-05-07T09:29:37.531Z
3vjvhzq18w4s,11.57,15138,5205.23,1887138,1728,2019-04-12T23:15:53.681Z
3x1qoc78kifb,63.75,349193,6529.35,50679411,379,2021-05-08T11:34:06.680Z
3xksmfp18uer,58.83,917516,8233.36,179299658,691,2021-05-07T09:09:23.942Z
3uo6ovl2qh6s,9.86,3000,553.94,188170,84,2021-05-07T18:32:49.83Z
3un6o3no48pg,47.5,238518,4962.25,52117809,177,2021-05-19T03:11:35.278Z
3uo1mudngdtu,56.92,387155,3709.68,24846247,273,2021-05-14T00:09:56.969Z
3v7krj1c5tgw,9.59,4221,447.64,141748,65,2021-05-28T15:02:32.580Z
3ug0n0n688ed,37.4,267882,1860.51,13351835,177,2021-06-22T09:58:35.566Z
3v4kz8nufeso,9.63,7835,2981.3,11522951,436,2021-05-04T00:58:47.110Z
3v6u7rtvqg1n,22.48,71881,8956.34,85911573,813,2021-02-16T11:26:44.481Z
3v51uan5pjjh,29.79,170154,7419.24,30443577,162,2021-03-10T23:57:26.496Z
3udlu160bqan,24.6,61932,1845.39,6553656,470,2021-05-06T20:27:52.270Z
3upnac53dr1o,9.6,6590,8017.6,3455992,713,2020-06-27T03:40:28.779Z
3u7we6noq43f,42.26,349950,1769.34,13171530,171,2021-06-23T14:54:43.454Z
3tzcypb1flue,62.79,332799,2764.63,18615536,251,2021-06-07T15:02:34.785Z
3tj0uvxxt5dt,19.31,164556,2041.07,21735710,111,2021-05-30T13:52:07.752Z
3u07x5pzdlhe,26.96,141021,2536.28,10049986,616,2021-05-25T17:37:44.198Z
3tnoqwf3f9as,47.8,469310,4243.84,26027568,643,2021-05-19T03:13:43.333Z
3tksgs1dbig2,5.13,5541,1027.18,1146026,178,2021-03-10T09:42:44.785Z
3to1c2idvhkz,9.77,7518,1708.61,809728,1188,2021-03-08T02:28:07.659Z
3sj4ndm3vw3q,9.93,6100,136.01,112566,24,2021-06-27T14:04:02.289Z
3tkh9rou8q2p,50.01,525367,7591.74,61339336,521,2021-04-29T14:49:17.993Z
3sszjusmjbzp,16.41,231629,3502.73,28370803,334,2021-04-06T14:34:49.661Z
3riscntrolwz,45.56,417206,1623.7,11698312,154,2021-06-23T14:58:27.41Z
3rbmde4t7aic,44.2,216680,1385.54,8241176,154,2021-06-17T19:18:34.638Z
3s8p0ze2mjqr,17.5,39615,802.7,1777555,164,2021-06-06T14:20:13.40Z
3s0uohjde29i,35.41,238087,7735.92,68778459,699,2021-04-29T09:42:46.1000Z
3sb3wiwjn3hb,16.46,85488,13273.32,124660165,883,2021-04-06T15:51:50.800Z
3r5whtmkiyi7,38.01,171656,15865.43,73943905,1375,2021-03-02T08:29:45.211Z
3schpr9nbrrd,32.8,119449,7294.88,13981774,727,2021-02-18T11:30:33.560Z
3r271c1lmyla,12.12,12369,1927.25,3500668,269,2021-04-07T04:27:14.278Z
3rcp6xk7ikuo,34.26,577590,27412.43,151530385,1304,2021-02-16T05:04:12.615Z
3qs8lzoydegl,4.89,8709,7752.11,1590282,921,2019-09-16T09:12:32.347Z
3q2lj96yy8p7,14.22,51014,354.95,1218847,60,2021-07-05T10:40:42.713Z
3p2c18qg4ctu,54.64,351682,1789.33,12406393,169,2021-06-17T02:48:55.45Z
3ot051laxco2,13.19,5305,474.85,251999,56,2021-06-13T14:57:37.77Z
3ozqchi9see3,22.18,159673,1351.23,9310448,52,2021-06-15T03:06:56.285Z
3oi5lnzjbt6c,52.44,593304,4298.05,35291478,395,2021-04-26T19:53:33.275Z
3pl23sdvf4fh,9.54,11411,3993.16,24943053,307,2021-04-19T13:26:07.649Z
3q8j60jv526k,67.09,1358902,432.6,6975465,36,2021-07-14T14:03:04.513Z
3nxbbxu7exgm,15.49,58091,1730.12,4942572,297,2021-05-16T04:10:10.488Z
3pavm6ce8i0q,14.19,49933,5561.93,42439384,1098,2021-05-06T21:58:49.932Z
3pft7zpmayxr,9.84,12458,2843.08,2644644,442,2021-02-17T13:32:38.916Z
3neg86otldpc,34.58,357748,2007.12,15019225,64,2021-05-25T22:56:05.196Z
3mwxz9tayz6h,9.96,5703,532.04,1062673,69,2021-03-11T19:37:11.559Z
3nmh3s5t4gp8,63.78,490717,1814.4,12063436,102,2021-06-07T13:12:34.724Z
3n93z8thvbpa,23.43,57642,2099.07,12677319,318,2021-06-09T23:08:51.726Z
3mcdqlm2pw3n,61.66,469364,2577.66,17005289,241,2021-06-07T15:05:19.579Z
3noswvydmtgg,9.89,9523,3248.19,23618616,343,2021-04-28T00:40:59.422Z
3mm0wkguauaz,29.33,165238,2160.44,12706545,78,2021-05-21T22:53:18.656Z
3njdw3smxed1,65.63,1268735,11919.87,149319741,1180,2021-04-24T17:44:15.38Z
3m3573rwiles,10.87,35487,1141.56,2706526,141,2021-05-11T17:00:27.498Z
3m5gunt23oke,47.38,606612,177305.53,252251800,3763,2019-08-16T03:42:18.994Z
3m0fsdx9k7x7,54.54,350253,3249.62,22108204,280,2021-06-04T02:38:46.201Z
3lpxkkbkyp88,42.69,357726,1514.39,11100092,147,2021-06-28T10:25:11.67Z
3lcyiarbq0nd,34.97,163258,4712.83,32195708,283,2021-05-07T20:44:17.667Z
3lrresj512w1,43.0,363259,10316.86,115566999,1088,2021-04-26T20:18:52.232Z
3m0istmdimiy,39.18,295137,5967.39,39888356,373,2021-04-22T02:03:17.89Z
3l17x8hpwyep,9.86,3000,38.71,21814,9,2021-07-14T01:59:40.598Z
3kwzz6c67hhc,44.07,386080,2654.84,19178661,82,2021-05-19T21:23:51.721Z
3lwck3eba78l,65.34,244382,44894.0,63954831,4927,2019-04-21T04:17:22.440Z
3lmypnqcs9j7,13.13,5998,4068.66,26959364,680,2021-05-05T09:20:52.686Z
3l6lciyzjmwo,126.09,1073139,94223.21,273828071,10719,2019-04-23T02:54:10.969Z
3khjsd3tr1tv,48.16,478167,1706.29,11947319,165,2021-06-22T09:51:24.292Z
3jam1f7xo1du,29.36,165617,3231.79,28253786,373,2021-05-19T13:27:41.188Z
3kjechd0170j,35.74,242287,1024.58,7026559,121,2021-06-27T02:16:23.255Z
3io3ak71g8f1,9.66,3615,1132.94,466506,138,2020-04-11T06:55:11.804Z
3igaerux1x63,47.85,470595,3857.75,30251836,108,2021-05-10T05:49:26.428Z
3io30j840tqq,36.26,130204,2181.55,7144623,291,2021-05-08T01:13:02.290Z
3i8wqmiuhlfh,60.11,315426,3177.37,20007007,370,2021-05-31T02:40:41.826Z
3jcr62q5452j,35.4,237961,3856.7,19033830,657,2021-05-09T17:18:02.648Z
3kb40bb0dnge,29.23,96016,6603.79,16267238,594,2021-03-09T03:43:48.840Z
3isxgpunk1cp,13.29,12366,1171.82,2019854,255,2021-05-12T16:56:09.765Z
3hremtxuex6r,15.03,55500,1149.14,3017430,144,2021-05-27T16:46:50.503Z
3gzrg7nqqild,23.63,216841,2972.14,19833257,86,2021-05-23T14:01:33.509Z
3hiyv2an30qz,25.12,125040,5201.0,34067000,145,2021-03-07T14:20:19.214Z
3higy73bnjn1,14.67,9546,1143.68,2753291,127,2021-05-17T06:18:05.694Z
3gscd5v0kdjz,9.79,3310,1698.85,1431483,208,2021-03-09T13:52:18.133Z
3gpsilc8w219,11.6,62734,1252.98,8727770,51,2021-06-15T03:08:30.334Z
3hwuw2bmoqad,12.92,9344,7444.03,23934934,708,2021-03-10T20:20:40.619Z
3gvzwzm5p5iv,40.59,163936,6039.89,59824543,341,2021-05-23T06:07:57.387Z
3i3xrodt4jof,89.45,990847,5778.39,71141334,445,2021-05-07T04:12:47.538Z
3gptj8o85koj,9.74,9371,774.18,654788,104,2021-05-20T04:48:31.292Z
3gfwoovr7vg4,44.42,393357,979.62,7263702,96,2021-07-01T06:03:12.240Z
3ggyejb6kyxx,28.21,314613,1613.75,14616949,82,2021-06-12T00:40:54.658Z
3g9sqc28qzet,35.35,237264,2843.92,17350693,109,2021-05-11T03:39:10.139Z
3fp81s6xghe8,9.75,9376,18081.43,68759007,972,2021-01-31T11:20:48.249Z
3go9ymvs07jf,70.11,410408,4336.7,28584223,372,2021-04-26T13:10:49.298Z
3glrhpb88z7l,51.83,233062,2636.91,17769737,247,2021-06-07T15:05:59.127Z
3eose7k4wtqi,57.99,780879,6902.46,85469080,432,2021-05-18T21:03:45.384Z
3fpama1y4z58,20.8,91208,3826.22,15538121,447,2021-05-01T11:53:53.782Z
3gm4chjkp59d,28.85,160141,284679.62,347746377,2918,2019-09-01T16:14:09.95Z
3fbg0vi4d4qz,9.72,7911,18299.88,8064177,1218,2020-03-23T13:19:55.77Z
3doq5jq8utfm,45.37,193061,3316.34,22734292,293,2021-06-04T02:34:14.922Z
3dft4539syf5,29.9,245949,1508.73,10945584,54,2021-06-15T02:46:22.319Z
3dws2wwwy6dz,45.62,214198,3340.18,22841977,308,2021-06-04T02:36:44.190Z
3du6u64f54sv,9.56,5470,320.86,198130,61,2021-06-27T12:49:32.527Z
3efhbgqe3sbj,23.43,109532,1371.52,7015705,57,2021-06-16T07:26:26.187Z
3dz1ccoadn62,12.53,5470,2204.63,1388855,324,2021-02-10T10:54:51.768Z
3eauw4d09dnl,9.62,5470,7514.71,1975144,611,2020-08-25T21:23:40.507Z
3e2jz9g0ajmf,9.57,10845,2018.8,11938491,84,2021-05-16T03:46:22.434Z
3dbp1tmszin4,9.67,15029,2480.91,5720264,329,2021-03-20T04:07:39.634Z
3d445herlrt5,41.37,138643,3327.05,22135516,306,2021-06-04T02:37:11.640Z
3c07tnocea1y,37.16,264183,1858.11,13133961,184,2021-06-22T09:53:28.970Z
3atjk6ua3c2q,14.5,52576,1434.96,6702357,190,2021-06-08T08:29:39.652Z
3b3whoik6rj5,34.96,232329,1641.06,12085691,168,2021-06-27T07:26:22.525Z
3aqne2464w0s,9.98,24048,900.95,1239184,182,2021-05-17T13:43:57.892Z
3c2h3z6nhbo0,50.12,697201,2263.44,24058903,141,2021-05-19T14:10:53.669Z
3cnjnqgcljf6,43.66,377479,4495.84,32506778,238,2021-05-02T14:10:06.840Z
3apcrltziw8h,17.21,42039,834.11,1943348,119,2021-05-29T15:03:38.388Z
3d1zubpo2a3n,13.99,13498,1582.94,1821387,198,2021-03-05T00:23:43.246Z
3c36rxmfv8rh,47.45,215528,3308.65,12414923,294,2021-04-26T10:41:55.889Z
3ams0dpjh7or,42.16,348225,1890.35,13471543,181,2021-06-22T09:54:26.986Z
39a8r201513u,24.69,84970,158.72,671174,24,2021-07-14T19:57:21.87Z
39hjw4088r8l,49.96,274793,3454.12,23407040,299,2021-06-02T01:48:35.864Z
39ytgqu5gz7q,14.1,4513,563.54,328435,62,2021-06-11T07:50:13.788Z
39h8fso8mf3g,9.52,6910,2190.89,6823371,280,2021-04-27T00:20:08.270Z
3a0d1abd745k,47.22,192606,297.22,1460181,30,2021-07-10T16:40:45.573Z
3akiv3z0abf8,14.84,28982,1697.33,4845479,222,2021-05-10T12:31:46.265Z
3929ru9f6sa1,32.05,195077,13612.18,67758861,2428,2021-03-07T12:39:18.30Z
383848vg6woe,45.06,406789,3391.74,27293804,318,2021-05-15T07:49:50.894Z
3adlaq0nx8pd,9.57,7350,309.82,214598,60,2021-06-27T14:01:30.936Z
39scusxha60t,55.73,436621,7964.59,73117512,675,2021-04-28T03:20:11.532Z
381sqmewepm7,36.33,251532,1409.79,10156789,132,2021-06-28T10:28:32.222Z
377balz49vof,6.49,7749,122.58,77540,19,2021-06-30T00:36:01.580Z
372agsp55b6y,11.57,24737,1965.94,7897624,270,2021-05-18T19:54:08.201Z
377gsgnep3r3,19.66,5313,174.99,51912,22,2019-04-14T16:03:06.934Z
37exsqvo9rue,9.85,6779,574.05,339557,68,2021-04-07T22:08:47.526Z
36v20dwqtsfd,34.32,296976,1692.84,14320007,129,2021-05-18T22:32:04.504Z
37ga1q5946fh,49.89,521881,19689.46,125436635,1232,2021-03-10T17:07:30.562Z
379iy2qjrabu,15.06,5975,3944.94,5406198,541,2021-02-23T21:44:16.956Z
36hfcecyrnkn,16.83,41245,1237.54,2694449,150,2021-04-28T12:04:44.214Z
36e67ud9847g,9.72,6310,136.55,116167,24,2021-06-27T14:04:30.520Z
35jmvkvhnwir,65.09,365153,2117.08,13960000,209,2021-06-17T02:45:47.491Z
364fcjed0g0q,9.94,22537,1139.86,2723116,234,2021-05-25T04:29:18.543Z
35hhnjy7zec5,9.67,4040,381.01,213515,55,2021-05-17T21:54:50.3Z
34anxs9ymsjj,31.62,189559,2519.44,10445323,154,2021-05-07T18:33:19.444Z
34zr41hfu16r,9.59,4221,541.86,903026,81,2021-04-20T11:09:38.681Z
34926mwu73du,23.0,56103,1059.66,3475275,112,2021-05-14T20:16:45.80Z
34uf22bz65fu,33.42,212559,4887.5,28845496,247,2021-05-02T04:39:51.160Z
348fn6c3hw9t,6.2,5543,433.87,531209,74,2021-03-09T05:05:46.161Z
362r04ufr8qc,11.92,40050,1346.51,2884788,457,2021-05-04T18:18:33.767Z
358mgvvxt0m7,55.42,257229,3782.47,26124051,329,2021-06-02T01:20:31.269Z
33766ql4ln2g,39.68,302712,2910.51,13605559,107,2021-04-29T17:55:07.326Z
333bqhgwdjxx,39.65,302193,1168.42,8491535,120,2021-06-27T14:54:24.455Z
33o7sk223ltd,6.4,6779,483.89,257997,59,2021-04-16T15:37:02.648Z
333z1yonnl22,11.52,41175,1109.72,4269461,272,2021-05-27T12:25:00.832Z
33zjmbm1rvuj,9.91,25306,1617.97,3738000,613,2021-05-04T15:39:22.443Z
32skhng51bhm,9.89,7090,145.54,131761,40,2021-06-25T02:42:28.250Z
33mzqzxe1xjf,28.07,73878,2724.22,8332984,320,2021-04-28T03:12:37.891Z
32t4rblsw1ln,41.75,340830,18677.54,62824599,981,2021-02-16T04:34:59.742Z
32u1mj062wls,9.6,11498,4342.97,27980408,406,2021-05-01T15:50:17.881Z
33hjaikwxusd,20.16,34829,150663.14,81894227,1187,2019-04-13T04:16:48.157Z
3257vn9evyia,24.38,68046,1296.89,4488768,127,2021-05-21T21:51:07.326Z
32bq6xioncxb,9.98,4610,39.08,17820,6,2021-07-14T02:08:44.229Z
328dgq9ktkpy,16.77,47488,1285.27,3540725,168,2021-05-29T17:06:53.996Z
32ngzf2l7q24,7.78,7917,462.72,359228,61,2021-06-07T10:07:58.301Z
32clf7lq5sh7,48.87,495263,8008.07,69992719,633,2021-05-01T11:04:59.822Z
31zrzof13fo2,85.71,735843,16615.65,141187815,935,2021-03-15T14:59:47.992Z
32itgy58brlc,80.96,586632,29699.45,155656747,1194,2021-02-17T17:20:38.303Z
32kkh9yoyohb,38.86,290206,569.75,3818305,66,2021-06-30T17:02:09.917Z
31wynabdfdw7,87.45,1777368,9835.72,164274225,946,2021-05-08T18:56:44.455Z
31bz4ayq3qgj,61.72,1054037,5811.33,83870010,586,2021-06-01T14:51:49.500Z
2zy1y2nr56p4,12.93,9502,941.89,2158281,202,2021-06-01T23:31:18.643Z
30qoia470b11,9.67,3100,2248.42,7747164,379,2021-05-16T16:12:01.142Z
2zu74lkhn5nd,33.68,215858,5503.07,26206603,619,2021-04-03T03:17:04.91Z
3146hznhh11g,14.07,7696,3001.55,14154723,246,2021-04-23T17:31:32.200Z
31anrxustpv9,18.45,74458,5028.03,21982354,598,2021-04-23T17:05:26.293Z
31bgas9mrn5n,57.21,847649,34949.68,107554473,749,2019-06-21T06:58:45.224Z
2zky5y5fu6qt,14.04,67770,3167.57,16303196,175,2021-04-19T08:58:07.379Z
30smpfqdeq7l,34.35,224493,1363.21,9766049,130,2021-06-27T02:15:38.745Z
2ztoxcjhi6uy,4.53,26669,2224.62,9950523,490,2021-02-23T21:00:41.825Z
2zstv3f46skv,52.73,252104,2827.27,18903311,255,2021-06-07T15:02:38.403Z
2zhup1q4j3wq,42.15,347878,1590.81,11670807,155,2021-06-27T14:57:49.200Z
2yhnhydmiy3o,28.5,208901,338.31,2402603,20,2021-06-22T16:33:45.295Z
2yh54bznvme2,9.64,29205,1002.67,3977479,107,2021-05-07T09:46:31.279Z
2yef7cg7b3zu,32.75,203979,3343.5,21740192,95,2021-04-26T08:03:37.387Z
2yv6yb9l4qo0,9.82,8460,1610.49,1178659,202,2021-03-10T09:38:07.242Z
2z7bxa9vmvri,10.62,11058,2034.01,7675659,321,2021-04-22T07:51:50.94Z
2ycbtahrfx7f,24.95,216365,2948.82,20009413,80,2021-05-24T14:14:29.302Z
2zk6y6jsgevv,24.5,300063,1065.92,8056439,40,2021-06-12T01:27:47.349Z
2z6bl5to69rv,42.05,346126,10220.74,57176478,422,2021-03-22T00:53:17.75Z
2yceoic28qy3,6.51,6417,1448.4,1400763,197,2021-02-11T17:46:32.495Z
2vzzq8sofi5n,9.73,5570,311.45,185781,56,2021-06-27T14:03:48.960Z
2wyn68ws3z2t,65.29,457656,3949.79,33640132,302,2021-06-05T02:40:23.552Z
2wirl81kp5mx,70.15,518081,3210.52,22382249,274,2021-06-04T02:35:20.73Z
2wadfzsyhs00,43.52,374554,6710.42,62767713,701,2021-05-06T17:56:27.579Z
2w7jfs9944i3,26.7,138734,1402.87,9857958,139,2021-06-23T14:59:25.53Z
2vviz2luyplv,9.74,16167,545.43,631304,62,2021-06-01T13:07:58.718Z
2w1096rengpp,34.92,202491,3086.64,13499697,408,2021-05-06T23:36:02.14Z
2wq7nogfdgpf,20.34,282702,44390.47,158706649,2160,2021-01-04T08:06:13.464Z
2xl670n0c2nm,21.2,48868,7058.28,11077654,754,2021-02-17T21:58:01.504Z
2vq88z0kiyjh,41.75,157497,6805.91,19266256,435,2021-03-17T15:01:00.231Z
2vi8jutul9t0,18.87,76772,1668.88,8163862,179,2021-05-27T06:25:08.1Z
2v1o958i6s1s,9.93,4611,983.04,625901,120,2021-03-16T10:43:08.155Z
2vb24g87w7bn,52.71,228662,2664.67,18528041,240,2021-06-07T15:08:06.887Z
2uesvbst0izv,12.72,10838,1372.83,3711470,247,2021-05-06T17:28:21.456Z
2uc5r5kuqzya,14.33,5617,237.87,131541,30,2021-06-18T12:34:47.762Z
2vdl7hi7uip1,27.99,149927,2816.81,12368438,466,2021-05-19T02:12:42.361Z
2ub3whm6w0gx,9.67,4040,676.09,662748,84,2021-05-06T18:00:28.640Z
2ueg72v6q4wu,47.31,457527,10274.97,64596062,641,2021-03-05T21:44:37.691Z
2vaqjz4f5d4n,39.23,295837,1434.43,10802406,142,2021-06-28T10:26:39.528Z
2udjh6r20szr,9.96,17689,1062.73,2041474,240,2021-05-07T11:08:41.450Z
2sdd0oxm6q5j,35.32,236884,1638.28,11805880,161,2021-06-27T02:18:51.985Z
2rg0tzyawnuq,43.81,380596,1201.43,8931153,114,2021-06-28T10:26:57.830Z
