username,payout,points,total_payout,total_points,total_wus,created_at
zzuqivmdyi9s,31.84,339490,302.97,3058154,38,2021-08-23T15:16:33.534Z
zzocr0figgxr,25.54,243108,4891.89,41178558,489,2021-06-27T07:31:43.470Z
zywhpi9dit4p,7.08,25800,1372.2,4006240,217,2021-07-05T15:42:19.495Z
zywzewm7w2ze,5.97,70611,2660.86,12004568,711,2021-04-27T20:29:11.251Z
zz37y9eetszr,102.74,1222335,12725.86,156901125,763,2021-04-29T01:46:21.122Z
zzw88jwyyzzk,28.73,579784,4069.15,67390257,2244,2021-07-08T17:57:08.783Z
zzmxnychvwgx,8.28,96463,101765.55,114126401,1143,2019-05-30T12:57:08.542Z
zyvc2nodo068,25.84,247225,3930.56,27969072,163,2021-05-16T03:47:33.431Z
zz4wz65z2t99,31.29,329995,8678.45,59262623,675,2021-04-12T16:59:51.926Z
zzwvtryzltcr,36.0,172733,13262.05,132656943,1516,2021-04-18T23:31:21.811Z
zygzh5nmiubo,33.75,373369,3143.99,26814486,334,2021-06-27T02:12:40.735Z
zy25tok7udgl,27.41,269160,580.25,3206653,99,2021-05-13T08:01:28.833Z
zyogvakst4yg,7.12,98368,3398.26,15587992,524,2021-04-20T20:14:13.85Z
zx2goaar52cx,23.98,220827,5318.02,37147081,367,2021-05-16T18:49:22.145Z
zx7rqklr7udl,3.21,20524,1600.48,3780067,264,2021-05-07T01:24:51.445Z
zvvxd93jrvmn,31.41,331901,3902.36,33235641,385,2021-07-01T06:00:24.598Z
zwi0kddqankb,28.92,178098,6106.32,32350400,586,2021-04-19T10:46:17.809Z
zxnnvf58tqdp,25.88,220615,5694.01,36603225,1247,2021-05-07T10:33:03.284Z
zvhe885vzhmg,38.18,458664,2795.69,23743629,222,2021-07-21T15:55:20.779Z
zx678fhm54hi,40.18,224514,11641.23,42661322,2192,2021-03-14T02:15:13.543Z
ztqtp2u06v5i,2.64,8074,1929.52,8169188,526,2021-06-08T08:58:07.387Z
zugd60dh8hfk,11.26,83165,5325.02,6198812,554,2020-11-04T05:07:47.254Z
ztdfc192304s,64.01,503702,26820.21,186604333,1801,2021-03-09T17:33:15.951Z
zvd6suegb6e5,40.57,510770,6227.09,62466383,226,2021-05-18T01:23:02.683Z
zvfj9fj2pils,1.38,18384,5213.88,27644051,1032,2021-03-14T00:45:04.778Z
zuvj075autgb,4.99,31405,2559.47,12296300,306,2021-05-20T23:27:51.483Z
zu9byvltluk1,2.65,5644,3649.81,7245079,394,2021-03-08T13:49:31.174Z
zt36uqzy4288,2.59,5798,695.04,343516,154,2021-03-10T16:01:31.220Z
zutvnjhbgmer,23.44,214137,5078.0,40099925,476,2021-06-17T23:40:05.53Z
zt71u5pip8o6,21.37,188760,6037.34,31156457,589,2021-04-28T03:37:17.191Z
zt1yajaxbgce,31.77,338310,2183.26,19448387,99,2021-07-16T14:22:26.977Z
zsqqyha53gtr,2.69,14645,100.59,344042,54,2021-08-17T01:47:11.354Z
zs602gmaxj09,4.36,4950,829.51,1266469,124,2021-06-18T22:12:32.444Z
zsydyp356qgr,22.3,200121,190.33,1704456,37,2021-09-03T22:46:04.702Z
zsfjb716u4a6,4.8,6657,1379.95,1072405,186,2021-05-08T09:06:30.488Z
zs67ib7h3bon,2.96,18913,1157.49,2994529,246,2021-06-04T05:18:12.209Z
zs704nargz31,66.64,594968,23101.49,219156388,2582,2021-03-09T13:01:10.611Z
zrswz6b1b1g1,66.26,431404,6013.59,37295607,480,2021-06-17T02:46:47.499Z
zs5oc32ut9t3,23.32,357480,4432.49,45275061,161,2021-06-13T18:09:37.435Z
zsat3l1clonf,3.15,39011,167192.19,91290614,4168,2019-04-14T21:13:48.67Z
zrjznqycqswv,44.34,821949,14019.63,229830829,1492,2021-05-13T10:10:27.852Z
zr43t1c7t6j9,17.28,141970,4894.6,41643412,503,2021-06-28T10:28:19.295Z
zo3o4v5m88lr,10.45,76279,4151.61,12897390,410,2021-03-08T00:36:01.516Z
zoyp8i4yyhy7,6.88,30670,4539.35,16424490,566,2021-04-30T14:19:41.560Z
zoes7qjmf2wz,120.88,3039924,11523.76,145014931,942,2021-05-21T04:13:04.508Z
zp73qs4w279x,95.45,851423,4581.01,39363805,356,2021-06-11T02:20:10.509Z
zqd4uo1f0wda,7.15,29042,1489.93,3543410,288,2021-06-17T12:53:39.770Z
zr7swvvsyut4,29.17,296535,5070.68,42340929,510,2021-06-27T07:27:34.761Z
znm19tpld6vn,1.33,4516,1111.16,668208,263,2021-02-25T17:25:54.524Z
znvouymtuvm6,2.61,8850,13633.75,3285656,854,2019-07-03T03:47:52.741Z
zn9jl54cfrv1,26.15,251596,4950.88,40970011,493,2021-06-17T02:48:43.943Z
znjs4dp9e4vm,2.57,4940,1533.35,3639980,246,2021-05-12T19:26:47.177Z
zniqd147a267,4.16,5977,1619.68,3999709,175,2021-05-07T18:22:07.82Z
zndju9el7xr2,96.69,1624640,24837.31,454821488,3055,2021-04-24T04:24:33.793Z
zneevolqriwn,42.01,481479,10727.6,69814111,576,2020-02-12T17:34:26.335Z
zmmhcer3bclp,12.59,94637,3389.42,26534908,523,2021-05-11T03:32:49.824Z
znbznb8k858l,3.28,53058,25128.61,465932410,3014,2021-02-03T09:35:32.510Z
zmg99isfipib,41.1,522470,29163.62,184299080,1402,2021-02-18T11:58:28.22Z
zmg05cpliaob,4.03,16010,2278.03,6669833,549,2021-03-04T16:51:54.525Z
zm62l621q7du,23.52,215170,8744.37,57826402,747,2021-04-19T00:57:20.185Z
zm0se7xmji6v,3.56,22808,527.04,1239430,97,2021-05-09T16:23:58.30Z
zln95rqfbwf2,20.4,176813,1707.58,8223990,183,2021-05-28T17:21:11.491Z
zjjbtardqpsx,2.69,7412,655.95,632552,106,2021-03-02T07:14:59.542Z
zkrwbodiz7h5,64.01,520970,8837.05,70217792,661,2021-05-06T19:22:15.135Z
zklllvc1h86b,31.43,332192,214.07,2213505,29,2021-08-23T15:17:33.827Z
zk0x6tbqvzhh,38.02,455545,286.02,2884163,43,2021-08-23T15:16:44.235Z
zm2drgu8t7id,29.01,294054,4746.21,39892108,460,2021-06-28T10:29:30.493Z
ziyqp7gg32qe,41.72,248302,7725.38,47785880,587,2021-06-16T04:41:34.988Z
zlh5sr8hezgq,3.56,7309,1737.68,1651002,260,2021-03-01T17:01:49.480Z
ziz0x96wkeh6,33.4,155783,15645.47,103367011,768,2021-02-19T07:39:09.95Z
zgmnjd8i0qu4,33.52,369397,2455.58,17043463,95,2021-05-28T03:03:45.413Z
zix2y9ff6vnm,1.68,5219,459.68,292363,85,2021-05-26T15:03:57.511Z
zhcl0ptllx50,2.57,4940,700.7,519389,117,2021-05-14T13:01:08.758Z
zicrsk5wlfzw,2.57,4940,48.95,162204,31,2021-03-09T01:14:36.724Z
zhpor3vjn6b1,67.33,1448119,25708.08,300749485,1474,2021-03-18T17:25:09.938Z
zge0a1w2m5n5,9.46,67770,46.9,323411,10,2021-08-29T09:49:50.47Z
zgyq9h1nwfau,3.16,20228,2623.66,5178971,442,2021-01-19T22:41:22.625Z
zgi1cokedbg0,29.5,301845,3234.99,26972246,315,2021-06-27T02:13:38.983Z
zhv9f1995nji,2.85,17974,2627.45,12112898,436,2021-05-17T18:24:22.3Z
zhuvrt7r7jmy,33.53,243883,68357.97,114761045,2952,2020-03-31T23:05:11.61Z
zep9bvsx0v1n,35.83,412015,3166.65,26858850,337,2021-06-27T02:11:12.94Z
zf4jlpw30jj9,23.9,219898,6111.67,47037674,172,2021-04-28T17:52:00.273Z
zedndrjuxdia,22.28,199930,4738.84,39762687,478,2021-06-27T07:28:41.128Z
zg58ldxeyfik,12.28,53700,2112.55,3470870,514,2021-05-13T04:38:48.950Z
ze7xi77ingmq,2.7,14684,2035.88,7389047,368,2021-06-02T03:27:31.34Z
ze1qm7rm0c3p,9.43,67490,8381.56,57562357,406,2021-04-12T12:43:54.857Z
zdrzpdn3foq9,54.56,1107164,11217.69,185053856,810,2021-05-17T22:06:03.686Z
zd0fg5w5ldk6,23.85,219290,4366.59,37547108,442,2021-06-23T14:58:56.982Z
ze9tnl0nks84,1.6,10554,1205.13,1799507,250,2021-04-12T11:15:23.233Z
zdz2ax3x2wbk,2.57,4940,3031.03,7494423,557,2021-04-08T11:03:11.746Z
zcfnysw8463o,36.99,434917,2707.14,22846778,282,2021-06-27T02:13:32.107Z
zcsg1sjk4r6s,28.7,289273,859.13,8781381,106,2021-07-06T03:07:02.638Z
zcjpcoxcby4c,15.08,118982,3961.22,32602042,136,2021-05-18T01:21:38.906Z
zcdt3vt8lo21,26.89,261883,4970.24,41613595,494,2021-06-23T14:57:27.240Z
zc672eraszr2,11.56,116550,2383.11,15038771,458,2021-06-05T05:05:20.922Z
zb9l7g160ipd,34.4,384937,585.66,6063670,81,2021-08-23T15:13:27.502Z
zcirypzw461v,38.98,475293,5050.37,43053395,514,2021-06-27T15:01:57.965Z
zbvco5f1r0ho,64.93,488873,21547.78,134784021,910,2021-02-22T21:21:34.763Z
zb64w02ulcb4,14.18,110308,2113.44,11601761,222,2021-05-13T15:59:50.10Z
zbbwvb4v32ab,24.49,228533,16310.06,223479275,1321,2021-04-25T03:51:50.889Z
z9waj0uy9sac,15.41,122170,673.49,3103297,135,2021-05-03T19:43:23.605Z
zaf7bsgpoblg,27.46,269798,305.99,3044948,42,2021-08-23T15:16:01.316Z
za2kxbp11f1k,23.7,217369,1797.3,16103143,173,2021-07-06T03:02:09.351Z
z9x4tmtieuy0,9.93,71772,1387.06,8700225,305,2021-07-21T17:23:47.317Z
zawybt6yqncd,35.07,396720,6319.04,47336954,177,2021-04-10T14:44:20.507Z
zam0gilu3jbg,55.95,362019,8464.02,64103583,385,2021-07-02T01:16:08.519Z
z9a8677gb9zh,29.54,302425,917.57,9447517,120,2021-07-06T03:06:01.575Z
zandhxi9qcej,5.26,34992,9168.92,51918851,1687,2021-04-03T00:07:35.457Z
zahin334nzmr,1.35,8776,2500.64,5400172,399,2021-02-15T18:55:23.288Z
z9toqop3r08t,89.72,812630,148407.46,340308439,2546,2019-04-12T14:25:41.510Z
z8c3mmjszivi,20.36,176274,3680.14,31393787,402,2021-06-22T09:57:47.291Z
z95ise1o06d8,27.91,276712,4606.36,38590727,464,2021-06-27T07:25:09.781Z
z8t9j29eyuog,5.25,34887,3296.92,12099378,624,2021-05-07T16:24:37.28Z
z99cd8gqe1lr,2.57,4940,75.7,160220,63,2021-08-17T21:40:27.922Z
z8rr1us5i2gv,2.69,5165,1811.22,5145679,189,2021-05-17T22:15:33.769Z
z7x15trz7h06,16.94,138251,1214.58,6986808,233,2021-05-08T08:10:41.442Z
z888fuy9j2z8,15.33,121397,4479.83,31792047,374,2021-05-19T00:09:41.211Z
z7x2gjzaqnic,45.94,693420,13764.09,174350124,936,2021-05-11T15:02:16.254Z
z82y5icnn4wg,23.88,508503,35973.34,73085719,2549,2019-05-21T23:55:26.110Z
z3hptokw8t4o,18.2,151975,698.14,3409521,101,2021-07-05T14:26:37.992Z
z56f2ut6sfyh,2.61,3328,492.81,411527,76,2021-05-11T10:08:19.472Z
z4imvneiqb1d,2.58,13308,1414.05,1640741,268,2021-05-18T17:57:58.800Z
z440atmwg7uy,22.58,293095,5116.68,44504001,498,2021-05-10T23:02:26.589Z
z4dtc2id8vy6,7.8,30053,2686.48,18904435,307,2021-05-18T16:19:25.927Z
z5j7qeqcmgli,19.7,168293,7842.65,40926523,996,2021-04-03T03:17:11.926Z
z2ual4u78d33,2.67,5128,23.63,56527,13,2021-07-03T07:51:17.82Z
z6ow793svax0,5.18,18458,4150.2,12076119,472,2021-02-24T17:19:37.844Z
z6xf9b7i0vkq,3.25,6510,1992.35,2907837,467,2021-05-03T09:39:19.734Z
z2h1ybiynet4,63.31,435698,9359.76,62417309,253,2021-05-16T18:23:49.53Z
z15fgb666d1j,31.31,330189,965.21,10181823,130,2021-07-06T03:03:38.865Z
z09u0zjzyzqt,29.07,295074,3218.55,26864839,327,2021-06-27T02:13:53.941Z
z0j48zx185na,31.68,336751,4842.11,40489890,520,2021-06-11T09:15:00.477Z
z27kuxrt9ytd,20.9,110700,3464.06,32573313,296,2021-04-24T09:55:04.303Z
z2e008p09llq,4.67,5682,1731.78,1329395,329,2021-04-28T19:15:00.301Z
