nfapbvhsks09,60.57,860811,81231.79,1450549202,17004
tfgjdryn2a11,72.23,1458462,471689.6,1747956517,13804
vmiarc39yres,46.64,1987057,2205957.7,6779775926,49269
vy0my4jfyeut,38.41,253964,375792.11,5672924174,29739
rv8fxr56dolc,29.43,667826,610636.35,1355665934,12075
6m5khs4cnqq2,96.39,4416623,628812.26,3626648401,28068
hguh04wdx4py,59.03,4800727,36699.35,1178651503,5299
tkmrq8rmmql0,81.37,2325722,657577.57,2308214009,10878
alzwi0b7lu03,114.8,1804139,529592.67,1305753149,7339
k2rdhosk79dl,80.04,2195791,32239.1,502196680,2051
9ts44bgacp8g,43.82,1596695,82454.34,620032125,3040
qw9uvm7z0kns,52.75,528223,227015.61,729571963,10714
xizsb7nomhud,45.97,6201547,9402.54,498600097,3725
tg3ct6093qb7,81.76,2365533,33048.52,651199880,3070
19lv1u44rnu2,83.42,2540989,53566.45,686742710,3413
j6zzeyxavupt,38.61,694051,241406.13,523808148,4260
5ps4i9lmt3px,73.55,1546649,236558.22,793468999,8861
0a4j39bdapty,76.36,1750039,31527.66,459767498,1820
ej4tpa0l6ajb,80.91,2280787,29436.48,434684520,1855
lzs3tpytaxft,31.17,704352,154088.01,366633185,2920
wo63q8c26knx,58.12,681191,108720.64,402858177,3240
evqx30ajh07k,61.63,904961,30290.18,383021440,2136
29i1oe6kw2uc,15.5,11373,424480.18,386890259,7112
opo2js9ihp50,20.74,422802,48356.51,361526433,2895
pqgkxo1nicav,14.43,145028,87970.72,360683535,1994
ev46pllkvy6p,49.87,1608188,174278.22,386925684,7366
j9nqho75dg5g,39.33,1030795,135780.32,378832777,3816
q47dbrvvxhym,93.6,3924547,12354.54,332160271,2827
3gm4chjkp59d,56.02,617556,283539.77,338787934,2860
0a2b5mgoksd3,29.65,911352,22127.97,321508704,1856
4xyomu3c6s8b,56.48,254214,192562.03,305766412,3311
u6qe6ed5c96k,82.32,2423760,12762.26,298229217,1148
hqw0ccsu9bd7,31.87,891050,202090.59,329121954,2556
5pns0ymqjcws,36.36,1316430,24595.32,304178013,3066
3mwr1ywhuhm1,34.54,1269091,36709.85,300282385,2424
s4d2j2uieezq,63.67,993213,30273.56,296267954,3180
i3ptnncjlrcw,60.77,868411,26721.41,295989515,1421
1n7t8823hjtd,24.81,259230,244881.25,323925737,54041
rakq8xbblx30,37.43,1536308,21792.38,295460445,1366
6f611xirjh99,84.99,2718700,10833.29,280332312,1719
shcwt31nb9in,36.25,542687,83576.65,276556526,2577
c0v8tmrgfql5,67.4,1176177,26310.98,292164570,1845
pvqoexz9cmwt,66.52,1130968,41491.99,276308450,1841
icg7v10k5xzj,85.52,2782247,11218.16,275533666,1087
epw82116eh17,21.28,195516,205000.7,282383044,4520
unw8thvvkxwh,41.09,292946,230831.17,283389850,2101
9wfkok8lxc2w,53.17,539258,226891.43,276751663,2051
fwtyv5qh8saz,27.93,459122,147556.39,274071771,7683
tvkgjtpm50u1,28.25,666215,155586.23,273668408,4337
7676bwsd0mm6,63.28,974412,24581.81,265231877,1706
hjdkvz2yowco,85.48,2776925,12414.23,262991864,1213
zftdswq8v061,27.69,135328,48762.9,267432343,3584
x7dl36dbww3e,65.87,1097449,25881.94,268101279,1446
iaq0die74280,72.14,1452485,22701.45,266953808,2199
422vsz0gq3qe,65.68,1087624,49196.84,269546841,2173
ri89l5uy968k,69.51,1292710,24985.81,261780019,1403
rvrmzoqf5a2v,26.68,448627,140612.11,268022428,3674
kr51wiiwtg8y,28.92,350155,138251.84,264378308,27397
wxcjl2wyknoo,61.06,880965,65418.75,260028021,2505
bapj4ru82lnc,70.82,1370789,16704.96,251385873,1826
3qvz1zphyks8,61.94,918281,21134.74,258666196,1176
8v3djz4xxzol,70.3,1338754,27458.21,255441166,1794
3l6lciyzjmwo,110.58,867899,91053.14,252444945,10596
scwuojf6fyro,66.11,1109767,28654.22,258878170,2064
7ix5bygr0ge8,79.01,2100312,13916.94,255454020,1142
nlle0d9p5441,39.58,270956,48703.93,253637981,1497
cpsu6jzubjek,86.84,2943547,10666.65,250989730,837
5j7x6meatxyh,46.61,173655,125398.96,258729145,3053
mzau7ngya3p6,36.97,948492,23776.3,251137746,1590
d9r59mxu22mm,58.01,676869,13944.67,240597926,2093
85wczq0ejayn,68.14,1215796,22444.25,245475863,2155
zndju9el7xr2,69.83,1311064,13680.15,249046988,1726
z9toqop3r08t,99.91,832655,135177.25,238963492,2064
vgaljtqj4c8l,68.32,1225832,23415.71,241893365,1372
u14ojgdy8sh0,81.66,2354367,20739.03,245398969,1756
7vdn49wymr7v,77.05,1928581,12849.24,248271725,1483
dilmhyryigdy,62.18,194689,294369.62,242772231,2606
qfbhk978jjdl,31.97,717269,16555.45,235565309,1492
5tx605q3nobp,70.28,1337970,22721.52,229794566,1443
pwmloylxcjup,76.64,1893631,11477.12,226899920,879
ft0j7xwuuhgy,78.95,2095195,10560.03,225817837,1217
6t88h54xu550,61.88,915595,31729.17,234710791,1474
