l9om7ydyeiqr,260.13,8485364,79274.13,1554313258,9068
vmiarc39yres,192.26,9979084,2202225.12,6631010382,48463
rmbme1ep8xxs,2395.41,37691329,122647.76,1785701427,7789
vy0my4jfyeut,2392.27,37664254,287943.03,4117391364,20556
tfgjdryn2a11,115.88,2726739,467847.81,1672921495,13370
tkmrq8rmmql0,113.52,2614960,653786.1,2221439477,10575
6m5khs4cnqq2,168.41,5134271,622927.83,3427405777,27201
t35yivdb1pfa,1039.07,29069769,62232.1,1485748111,6182
rv8fxr56dolc,33.05,573673,609370.43,1334535177,11953
nfapbvhsks09,2002.3,34138840,46301.57,826347267,9962
hkvbmviprr4c,44.41,1832246,179857.47,800572776,4274
19lv1u44rnu2,128.59,3334165,49474.76,579344162,3022
kexl7542ocuk,1288.22,26560959,54877.3,1067474933,2971
ddvtsqvzb26g,59.96,1382092,122979.68,584240381,4312
hguh04wdx4py,127.78,7714851,33406.33,977925508,4535
9ts44bgacp8g,55.42,1270660,80243.76,559662199,2791
rly2g8kduq2h,116.38,2751085,60880.08,609102738,2646
5ps4i9lmt3px,54.35,479032,233063.66,731504654,8415
hdlpt90ypbnb,157.68,1976914,340771.02,561813450,5014
0a4j39bdapty,104.17,2175620,28240.85,384241196,1531
j6zzeyxavupt,47.68,798399,240049.39,505162462,4130
ej4tpa0l6ajb,99.55,1966044,26364.71,369782123,1611
tg3ct6093qb7,140.61,3898597,28230.19,515262494,2503
4yrn48as3zfb,106.58,2287569,27853.95,392148934,1856
8p831icill70,117.84,2820591,28028.29,411871898,2410
k2rdhosk79dl,110.87,2489010,27917.66,400193295,1680
wo63q8c26knx,104.94,2211435,105783.31,350429257,3001
29i1oe6kw2uc,14.1,24703,424007.9,386542806,7066
lzs3tpytaxft,38.95,1000843,152851.87,341494437,2784
ev46pllkvy6p,60.24,2081210,171948.23,309738993,6809
evqx30ajh07k,81.61,1230152,26629.85,312302004,1789
g6m1rnub3j7s,3008.29,43374096,22630.38,331512068,887
opo2js9ihp50,47.24,1589131,46964.57,310284911,2559
v8u5jd7u6k1l,82.29,1255226,41817.42,299316686,1432
1n7t8823hjtd,50.51,1092562,243191.82,295612076,51503
j9nqho75dg5g,41.01,1133252,134048.65,335925844,3570
hqw0ccsu9bd7,40.67,854564,200546.54,294508770,2371
3gm4chjkp59d,50.39,407798,282103.34,326670464,2789
4xyomu3c6s8b,136.95,2156491,189149.69,283752759,3213
71tsdlxcz71u,96.03,1810137,21877.21,270673808,1355
0a2b5mgoksd3,51.91,1258855,20142.2,258760623,1581
3mwr1ywhuhm1,29.2,837965,35753.17,266481910,2197
7m53cun9kixa,74.42,984975,95597.14,280933817,1721
epw82116eh17,34.98,469041,204168.07,274313846,4442
unw8thvvkxwh,49.25,388960,228577.45,262840382,1990
jwjrrlez77ly,21.69,147161,230592.98,263786192,4983
fwtyv5qh8saz,16.27,78735,146290.51,259796150,7555
zftdswq8v061,89.82,1547600,47243.17,257283480,3363
9wfkok8lxc2w,49.26,389123,224621.59,256377518,1947
c0v8tmrgfql5,58.85,570352,23059.51,236447707,1654
tvkgjtpm50u1,33.98,832670,154260.95,245619871,4084
i3ptnncjlrcw,90.09,1558501,23748.01,245321222,1225
s4d2j2uieezq,76.44,1050601,26948.64,243132310,2714
rvrmzoqf5a2v,24.53,306498,139544.45,252912451,3553
5pns0ymqjcws,39.35,1127418,22658.99,247055859,2539
4bs4xbxg4a2o,76.64,1057293,24493.31,240236984,1293
nlle0d9p5441,83.4,1296131,47030.66,236240078,1407
3m5gunt23oke,44.79,320837,176688.62,248462056,3713
