username,payout,points,total_payout,total_points,total_wus
yyzaoe70b5rj,12.52,3310,599.97,459974,80
yyy5v4rkgc65,9.56,10834,1889.62,1742155,232
yxxoyrwl7hh1,9.97,14080,1126.3,2282630,333
yzqxzkl0ip8m,58.28,459202,2346.66,10301895,276
yxpnsqax3eh5,49.09,500486,6617.44,37075962,900
yzizdu9hkjsn,9.86,3000,29.15,13042,6
yzg9tygzrvn3,11.74,39249,3915.72,8518570,411
ywleb62fpikr,55.91,262179,3273.95,23001735,293
yy3jb335kjrc,67.67,420684,12549.63,98605211,1522
yxnh7z5mc9lz,55.41,249782,3250.39,22429784,299
yw4f1qtux9q2,36.59,255572,1604.73,11459749,160
yuqdcnk11283,21.63,96975,1520.13,5584217,119
yvm4xvw5xgft,53.71,327295,2955.63,20446945,277
yujxqh9p70xa,9.64,6617,448.94,454637,52
yus0dq0788it,9.88,17514,3301.64,4368990,445
yume2r71tz1f,77.03,841667,7047.75,71560900,810
ywg3acvjdi32,59.69,281110,862.0,5571275,43
yul0tmjmsnsb,9.99,18895,381.23,674357,48
yuh204jepvr5,60.41,407152,16107.89,94630357,804
yu81i6a54dky,74.82,2077341,7269.55,166744082,951
ytmsj1ybsvbd,50.52,294769,2188.85,15151344,213
yucryccuhob4,33.58,354302,1145.19,7839428,45
ytl8szo7vd5s,44.93,404124,1697.37,12289839,155
ys6ixuhhd08n,6.98,20051,345.3,708098,54
ys3i1ojoekyw,40.44,179121,10937.88,116918652,616
ytzgoo7rrjcw,80.0,569480,7012.65,76107298,652
yt0n0px695kn,34.57,227244,2018.55,12403178,83
ytq8bzhxjq6u,14.44,123070,17358.55,41029288,1939
ysjsoqoj36am,32.59,201951,6598.78,29966426,674
yrkt7v3f8t1w,12.99,7644,590.42,1564754,68
yrs5vzp97svb,42.45,703912,1122.9,12451599,392
yrmjr12055eg,41.92,343854,1875.88,13486609,180
yrb44dgf59jc,9.55,8673,867.77,807613,123
yr7perps7gob,18.44,129319,1552.51,6201373,161
yrhqc2z3e0os,19.13,79566,1719.53,4693618,570
yqrrzowp5jlb,9.81,10870,1114.94,859175,146
yr8c6nfi5mkx,58.05,377127,2328.86,15876321,231
yraihlv0higq,23.44,109642,2150.88,7764154,173
yrm9y1sbiizb,55.31,337850,3633.79,26000429,319
yqrqrlt6vg7z,9.86,3000,544.04,1311340,76
yqfnz4v126nm,5.73,19406,651.45,830553,118
yq3gxxi2yd0b,14.72,5470,484.79,279434,62
yqohlzbaiudf,63.94,380306,5592.04,46317759,528
ypbwifora5lb,9.7,13667,1194.65,2743421,137
yosst67js7eg,33.31,369008,1861.66,17354133,69
ypfdksjr27am,9.76,10489,1472.8,1853703,179
yomsh8sricqu,40.64,320891,5374.56,53053404,453
ypnvjyn6w6ad,33.98,219778,2844.82,17781090,129
yovgc88rs6j3,26.46,282398,4278.99,50606927,326
yoiakqpgm3up,9.92,11272,1106.1,2797819,154
yn6iz28eieze,58.03,782173,4204.61,67410189,469
ymw6xmx1onwj,9.69,14410,538.4,602725,61
ymp7bcmxen8u,38.16,279524,1437.42,10778287,140
yoii23gfcab8,12.85,10868,2029.32,4404994,296
ym6pspq6vtt4,13.99,49069,1785.7,5748003,392
ym4q6twhvmzh,65.31,474780,2968.04,20545845,276
ynwco2xku77y,22.32,52044,904.52,4220903,104
ynczuh1xjf6l,52.69,279783,2884.71,19610540,254
yn4l6itt8x4y,42.15,348054,6477.63,53239869,1165
ylzx3xxlk5fl,79.38,795601,364.92,4192065,23
ym1dg0e93p08,25.83,131169,2679.74,16537750,112
yktbm5dc6gw4,13.1,22502,491.57,961566,65
yjkhf1ucvho0,9.56,15102,1445.18,5383283,308
yl9fxfo1f97l,31.67,384391,1621.65,12240106,59
yktt0q0yclbx,16.71,35074,680.18,1970894,103
yk5gt9whth40,32.35,265251,2148.24,12765298,76
yj8qwuuv2ess,28.86,160229,5981.72,29328441,162
ylwj2t1e5kyu,33.14,363857,1320.36,9263828,49
yl6ih8p4va7p,26.37,135892,2790.45,17612444,134
yhn2ilb8vtli,11.68,52690,2292.34,7119112,110
yiqa09rnaepo,9.55,17893,2051.79,9856515,243
yhjk4mpc29q9,9.56,3825,261.32,190979,55
yis4ol10aj47,9.72,8368,714.64,514342,87
yhacsvcuj0cr,6.63,23807,905.24,5225030,111
yj5kop7tde05,12.17,6897,6291.16,7548553,934
yi6jd55r962r,12.97,8463,5261.34,11819699,806
yhro61pmda3a,42.44,246033,12514.19,116385299,1454
yi64xnp3r69m,29.63,94802,12012.55,44802587,771
yhde7ie1bmwj,75.74,586688,6808.73,68494472,599
ygepr37do2tm,13.17,24625,963.44,2033458,130
yg2ojdhhmk3j,41.35,333667,1554.72,11092849,155
ygqgx0uuhvez,86.9,966362,4105.73,50426170,511
yh5a5imtnlla,25.48,128142,3776.12,34129558,811
yha5bjhizpcu,32.79,272299,4784.57,25254309,111
yg00gdulie0k,21.87,176400,355.65,2466489,16
yg213i5x1eju,83.93,1053524,30573.78,241756931,1731
ygoiyxld84yh,62.36,389340,2932.63,19976520,266
yfq1zdv3umpu,9.54,19009,8036.37,16862130,649
ygf81zw7knn3,46.6,248446,4139.94,24893643,329
yfi4q330mlgv,50.81,224261,2024.77,13290006,202
ye4f559rjpxu,13.92,48735,480.5,1503831,77
ye2epss1hyc3,26.59,137776,3188.44,15685900,148
yf14fzug1oh5,13.85,14512,1607.31,4059873,237
ydwtt10mtymk,9.65,9585,295.86,514566,38
yeorfdvw97r8,15.65,133355,10841.86,34917159,734
yfblwtgv3c8k,47.29,457048,1254.74,11249427,75
ye92kdr5bx5k,44.22,389080,3904.12,24658282,184
ye8kvrpj2o6z,25.64,75180,11675.61,23359496,973
ydn48ddjfw9f,34.93,231948,1616.24,10463482,229
ychrgelvetem,53.89,249063,2684.9,18560559,253
ydjo7blcpcfx,51.47,229949,3008.45,20439266,277
ydn5y64pq1gg,7.54,70770,1566.94,6467848,280
ycijv5c0wprc,9.82,6378,620.15,1695440,58
yci7guka9odi,46.29,432511,811.18,6856735,255
yc2nztc3a9ot,72.31,560381,47174.06,195895203,2042
ycd8x1z8833j,9.53,7319,195.08,268655,31
ycbv44tdbgcy,27.66,428428,6798.33,38655437,479
ybya10inju92,7.42,12861,342.34,697769,44
ybkgpdb29htq,17.24,67770,40.6,203310,3
yanctnmghwn7,22.01,99647,718.84,3624461,44
yajy1yv4lftn,9.63,5804,126.28,76982,18
yalgdqkitrqi,16.98,66318,967.57,4774613,55
ybw0w61asya0,42.12,347463,15774.49,79598370,1044
ya5oavecpf0x,26.93,637950,7189.69,73791426,437
yb0hesg62h1q,41.32,332981,1229.17,8463554,148
ya1loyvztztx,56.16,321888,1618.28,9503358,53
yar2dpt8ycvh,9.69,21884,1214.98,1644096,246
y8d9p0epnph0,24.84,122617,2311.29,16093225,70
y8dza2yyief8,9.96,7680,146.96,109229,21
y94asbfh76oh,15.07,19915,4201.44,44768839,410
y8innki787k8,34.89,231450,28350.59,71206040,863
y9igc6wv5dy2,34.36,224558,3880.15,12757940,296
y8brr4bcf2vm,12.59,29618,1087.55,2368135,261
y87677rt3o3s,44.06,185622,3212.87,19225887,176
y7smwyc4d1pj,59.19,291412,2656.76,17864657,246
y90y7cdigkxq,39.11,294020,1636.49,12061297,153
y9f4tt4l6lia,67.71,414774,13524.97,59928415,950
y7n9o49ihljd,6.79,14251,205.01,238301,32
y63d4lm5xb4w,64.15,353998,3459.91,24118820,313
y766tcx3uj1j,33.97,103027,491.05,1986432,85
y6bb7jfwug33,12.37,11577,1743.79,4263321,217
y6eqskwfz10h,12.05,55081,3972.79,34965829,325
y72ouho5ihv1,9.79,3141,1262.01,1456621,856
y5ymzwhgxjqz,59.51,365447,1739.04,11504918,171
y792kzkavf0o,20.15,86677,4758.42,25456886,330
y5wn6nwsawjn,14.21,74457,395.45,1621110,71
y6nyeqe2hfu4,9.73,15154,1535.06,8546859,113
y5n4ptwv1thp,21.36,95114,310.55,1809150,43
y5keg37wserz,14.22,17878,977.61,2686817,254
y51j5sseyolt,37.75,128391,2561.39,17516058,223
y4siymj7f3c5,11.4,37767,79.39,113652,16
y53mep4vbmri,4.78,10016,256.98,249255,45
y5kvlarsy5iw,15.08,3100,676.14,263466,105
y4qxiuqawag8,9.75,5293,524.32,252414,59
y48xpilrgtq6,9.52,4877,322.75,106427,39
y580kdjhq2gv,17.2,91236,6452.09,16130336,283
y5dunpyfup6s,9.95,8114,1712.15,6485646,149
y3w3lmtv2zc3,22.35,162095,3028.64,20000865,95
y47gqry8jhpx,12.76,4691,556.82,734913,71
y2im96a5nxfj,42.98,481980,2073.31,22045308,81
y2w9u2e5kuy0,33.54,214093,7147.21,31870700,756
y32vhvxt0uth,9.95,7674,1880.28,2826985,222
y2f8veft3ypn,24.05,64160,2277.6,7358209,234
y21nwzr7i46y,25.45,352675,2260.53,19725254,99
y27ystp393rm,29.64,168600,854.94,6072762,74
y3gneu1olqv9,48.42,484287,204.4,2192418,82
y2yiuywdl6m5,17.42,110284,5848.32,38265211,196
y219nqf15ae3,29.89,171188,601.21,3231941,46
xzacke4v1fa8,48.78,493042,894.26,7978199,316
xzvz94v229yv,61.54,313371,2002.25,13278374,200
xzt8tn8gpkwg,13.75,12929,4481.18,31398381,342
y01mqh899832,9.86,5906,379.88,146784,50
y1otxts7zwwc,75.68,509473,4109.26,31734950,321
y10dg4rywx6x,42.18,348456,1512.69,10821507,148
xz5buk0wcp25,34.49,226335,149.68,1069036,23
xz00c48gqlva,45.79,200449,1051.34,5446184,123
y1ewam4pik3q,9.85,22301,725.98,5363849,61
xy4ilsrffhj2,51.9,577400,3106.39,18202849,95
xxuzkt7xjxii,9.79,3310,417.43,155295,65
xxi6a3w0rs26,45.61,227045,3296.15,23382674,288
xxikbavjwv9j,74.02,468332,6350.0,22691623,166
xxqpmrd96rbg,13.12,27574,2545.85,3324361,691
xyj817nkc85h,14.07,34895,2803.63,12111583,321
xwzaavqxt6yz,9.53,5745,896.88,630155,144
xyqgvakchniu,54.12,251458,3359.98,23302492,318
xxhjy2ubrqvo,102.53,2079364,13760.2,249203844,1286
xxjtc91cfkj5,12.54,7130,8647.67,3668275,819
xvp8fb7oe8ln,19.18,45352,816.16,2662155,123
xvkb3viqft3v,42.81,359870,1462.26,10696169,137
xvwb94ivmeeq,56.64,368646,2171.14,14412025,219
xut57t3685t5,59.05,343059,1863.34,12000273,181
xuoobxhczm3j,40.42,316800,2565.44,15171843,115
xvy7tb9uss1c,29.86,651101,10989.45,72062602,512
xwhp44j2xkm6,43.11,173951,3614.62,24122252,689
xwc4wxw6944m,45.1,407575,978.69,7141817,76
xwfvampvd2im,5.99,25043,41054.66,20012106,4584
xump0aokhnk6,40.83,324201,1376.81,9912433,129
xu5jyxmwl8vl,37.33,266860,1540.67,10929090,155
xttca3n0zyqj,52.27,262920,2683.77,18486187,262
xu3ahpth0n82,54.68,249790,3271.63,22239036,296
xufzcl4h5ak7,10.0,6510,49.05,29470,10
xu2dcjf0mvi5,53.02,251336,1803.37,12494990,176
xt7d6bd5bg3o,9.62,5470,19.16,11570,4
xtc443xvsz6z,54.3,268662,3415.13,18027551,179
xtjcp7b3wrut,11.12,36535,2611.0,4383141,290
xujtxmvtcagu,9.5,5992,343.02,108169,44
xugmg99wvc8u,20.45,88776,2509.5,11209318,283
xt56bm9vbo3j,14.22,3764,250.07,194636,26
xrhma4wwcgtn,56.49,818837,700.52,6099537,47
xsugqxz6d01q,9.58,11468,135.71,109934,23
xqnc8nvcsef8,55.09,293392,2482.59,16640402,230
xsaa57dhtw23,23.5,110064,1598.34,7503373,66
xslt2im4hlvh,9.52,5735,974.37,1472511,227
xqcpqjn4oz3f,30.35,176109,3051.75,19189298,108
xq7hxyyfpro1,10.21,32603,351.64,629947,50
xrc9ah5idmmy,70.74,418822,6093.41,66460554,702
xsgj661af50r,26.64,393036,118895.41,173873356,5167
xppjlzp3nz1h,21.16,201385,1631.96,9967318,53
xnotsmw2005v,41.56,337306,1049.52,7608003,103
xpmwjbj5ez08,45.61,187825,1161.88,4307407,123
xmw2mxz442r2,24.16,62081,1941.83,6766913,269
xpspz59e6aqm,28.55,156944,1709.19,6583215,149
xms4pwqdqlr0,36.01,245704,1633.61,11764248,156
xmrnamh6vt4y,9.69,17121,851.16,2226650,106
xnqt97aulde3,52.32,589015,7976.38,97926007,551
xmyech2oa0u7,13.19,5930,1187.19,1212256,268
xo31stb25uiy,14.37,50720,5599.6,50483600,517
xm5jcuvi64fq,32.9,205964,3240.23,21224159,107
xm8m75dn3vc9,33.71,216325,2975.78,17478524,89
xl01x1jptj8g,45.64,418815,1302.81,9076593,128
xmj6qc4g8psw,17.84,3000,4821.39,1229660,519
xkeijn0lzcrg,14.79,34477,1036.6,1561218,142
xky19nmddbii,9.53,12710,170.66,323771,38
xldvuhxzhdc2,23.88,114326,2324.39,6377761,1276
xlbzdzjxlvpg,25.75,466744,12108.35,83221659,714
xkgoybl04l64,13.43,5170,668.19,453021,80
xlm3kozv90no,42.69,244063,4433.94,19343884,916
ximw4emuo2uz,9.56,3825,252.69,186175,49
xhrvnhdsy5af,27.41,70240,114.34,462898,16
xjs48r0lj1zr,9.9,17568,1086.47,3565841,194
xivo3zb10c30,41.51,336471,5094.82,30621589,858
xj8csye7wkuy,22.98,143017,3026.22,10576824,220
xhj7s029iccw,9.5,11369,2040.35,6186868,260
xjpb5sfbb43a,9.63,9252,1353.24,1795113,132
xjf339yec4y9,17.14,9959,11416.11,2568094,11910
xh40am3pyxsw,46.2,430642,975.54,7305621,81
xguvt73btcpj,25.21,373513,2067.09,17913380,83
xg7mrsvysdab,14.46,7111,161.21,184427,22
xfhkrp01rfge,33.9,218704,1513.71,10931684,145
xgaliediai1z,5.05,28803,681.13,2381844,134
xf8ybpxjdac1,9.72,8368,921.54,499611,153
xg9kgmf605i2,35.38,237743,1816.71,13113085,178
xgojls8xnc27,9.52,6905,1783.11,5055481,200
xf8b0bchv413,55.84,703346,5214.59,52339065,391
xfpeqqsus1xw,9.59,4940,693.85,3033081,224
xendczowalhx,24.72,230512,3458.09,23337489,144
xez5th0r4q4f,28.24,205408,5819.64,28138634,125
xdxrdr6j5seb,16.21,83993,1153.07,9111691,43
xdwdrpoxsyzn,20.93,123507,1961.02,8791543,92
xel1gmj008u1,9.55,9170,1001.61,1790050,133
xcus682057hi,32.83,205031,9450.8,36988533,372
xdk7v1z8rzna,9.72,6310,1817.03,1080519,440
xddlhcvpatc2,9.71,27775,2302.19,1568081,207
xctdegr84cxx,51.4,253439,2632.24,17995166,241
xemyxs2qgxb6,29.41,368940,1535.89,10312814,56
xcqockmg5avv,9.72,8368,1276.59,1045282,182
xdtf8a65j79u,25.87,131573,2637.83,12404527,359
xcb9w7gzziwh,48.53,196130,2529.69,10243084,440
xcijp4vhrify,20.2,57672,1258.06,4006121,237
xc0lhub4nmq9,58.51,363686,1978.88,13812736,196
xc4h92h4pskr,41.87,454262,432.01,3045896,24
xc6cfloi2vne,9.84,6395,1882.91,1921475,260
xbasodz58wrq,56.54,366928,2287.21,15228011,237
xbg89ko6kgkf,22.32,174055,861.98,6155111,36
xbfrcct8uh5i,46.98,449508,26590.49,184952527,2446
xc2okq6ccjah,13.59,7571,4205.55,1631751,312
xayws73ugwrd,34.78,556600,2126.48,18602586,86
xawauoyftz5b,70.51,1592462,752.01,12334961,93
xamtkmkwkohz,46.9,447621,2969.77,20516467,84
xamdtid43uc7,33.03,207581,864.34,6392769,80
x9zr3gq365ft,9.54,6538,844.13,741629,103
xa8a0vwuwscd,14.06,11368,72.0,59600,10
xabs11ocrcpi,49.93,523163,18403.06,135349843,1298
x9lamw6bgywt,68.86,1475556,29380.11,266059076,2475
x9zb8s5izjwi,31.61,189448,1336.13,6475341,54
xaoco29npc17,7.8,114582,31493.99,17318235,1738
x9a0lhr549ub,42.29,350550,1670.03,12076738,162
x8ooyncq9vul,9.72,12976,672.86,1408850,91
x8yx6vcxmex3,13.13,17665,338.41,330778,41
x8l3oek1jwd9,18.21,99172,2043.35,7742122,284
x9esw0nx96a4,62.94,534705,8160.33,69499163,485
x8f4tgu7norw,24.63,418301,5011.84,42112462,562
x8734gw3enoy,9.67,14390,606.33,2397308,199
x9ggvb86q6gi,25.82,131150,1601.93,11332529,153
x8ac9c2lce1q,9.82,3163,29.55,21041,6
x8hflz2bemql,9.61,29121,41212.39,27490233,3701
x727h6ian72o,10.54,34024,831.04,1365443,161
x5hxh7l3pcaa,9.98,7701,305.59,370272,38
x46fk0aqx4zc,9.98,21323,1552.19,6040937,297
x5292vjhbxcs,4.82,28184,8481.25,11274594,648
x3rxec20mi4l,71.05,466590,2859.84,19528423,256
x68airj2zxbi,7.98,60622,8957.48,30082062,1024
x4c1ng18653o,9.73,5570,2930.34,2543369,1020
x7s7isveizv5,9.59,5780,2507.97,8254073,426
x7dl36dbww3e,82.56,1231763,27725.07,298389942,1578
x3g0golj9x3b,58.65,338021,3467.25,24527310,305
x38748gckhkb,48.21,479157,1563.8,11463776,138
x2rdoq5eg3kv,67.6,370659,1934.92,13412736,183
x36n2g5kau7z,15.59,4380,307.19,167854,37
x2sixju4igeg,35.97,245182,5786.81,39850241,997
x2tk1c92g3qb,27.72,147571,1335.43,2978677,180
x2idjfy93huc,32.96,93489,65.62,250674,9
x379canmdlxi,63.93,493587,7022.62,92622920,816
x3apb4flcwvu,36.02,246821,130880.79,139824186,2847
x2znkzt73hx7,49.64,246115,7772.18,53495821,448
x2qekng4189f,11.84,39709,3865.63,32831788,355
x1qp0cq789ym,9.54,8668,469.2,276473,64
x2acjpmruuyo,9.67,3100,29.04,12100,4
x2f5sypcw81v,9.52,22754,1500.98,4407914,158
x2h9o0m3hm3r,9.79,3310,3780.04,18984484,739
x1z9v5e7xd70,95.93,1148912,7639.58,94922781,652
x1n5jy0cvh9i,9.88,16460,1859.67,3419016,187
x1bnlr3s2qqu,13.13,8115,5155.39,26900428,1074
