username,payout,points,total_payout,total_points,total_wus,created_at
zzmlysr4v1eb,9.62,5470,126.13,56700,18,2021-07-14T02:08:54.236Z
zzw88jwyyzzk,28.31,232233,898.18,5382709,313,2021-07-08T17:57:08.783Z
zzj7fmzx6fbd,34.56,357283,1444.56,10947419,57,2021-06-18T02:29:42.8Z
zznkv6xpbh28,9.96,7264,828.6,612142,105,2021-05-26T16:34:24.28Z
zzocr0figgxr,34.42,225425,2186.47,16307319,206,2021-06-27T07:31:43.470Z
zzwvtryzltcr,83.09,959719,11207.52,119517584,1202,2021-04-18T23:31:21.811Z
zz7xblz5vh75,20.87,153242,1356.61,10198892,54,2021-06-15T03:08:24.875Z
zz7h9zzjss84,46.83,187582,4605.37,26653402,137,2021-04-24T18:10:24.500Z
zywzewm7w2ze,7.13,7410,1934.43,6027081,399,2021-04-27T20:29:11.251Z
zz37y9eetszr,105.51,1547060,5522.83,79411461,423,2021-04-29T01:46:21.122Z
zywhpi9dit4p,16.66,38178,515.79,1471605,75,2021-07-05T15:42:19.495Z
zx7rqklr7udl,9.72,20677,1166.81,2349652,150,2021-05-07T01:24:51.445Z
zxvtp9h7bs1v,9.79,3310,1099.66,2888898,142,2021-05-07T09:15:34.395Z
zx8vr0pnlejw,34.81,230420,3407.55,23616912,625,2021-06-07T04:08:33.802Z
zy1h3liskhwc,45.15,428003,6853.88,48399257,735,2021-05-02T16:39:19.542Z
zygq34v9tv10,13.9,26236,1395.38,2453952,369,2021-05-15T19:36:27.387Z
zxrlilz6xrj8,50.21,530740,6950.64,65338643,548,2021-04-20T00:50:21.375Z
zx2zkzcak5j4,42.23,257533,794.55,5307207,40,2021-07-15T20:29:18.369Z
zyvc2nodo068,38.28,281274,2374.33,15042673,92,2021-05-16T03:47:33.431Z
zx678fhm54hi,12.63,7605,9381.69,33238760,2021,2021-03-14T02:15:13.543Z
zwa9a67wrjcy,19.53,109506,1322.55,5487616,181,2021-04-29T08:13:25.203Z
zwc0eu8xj928,43.23,368547,7705.12,43176173,630,2021-04-16T01:34:57.910Z
zwicd3dot5zw,6.27,7136,9314.12,33637051,692,2021-03-15T15:56:43.73Z
zwi0kddqankb,22.34,97372,3612.68,18381131,370,2021-04-19T10:46:17.809Z
zvqgsybh8mw8,9.75,22025,1524.48,4558298,155,2021-04-15T19:21:55.678Z
zvq1p3nj21wb,27.66,130000,3578.17,16056567,200,2021-05-06T19:20:02.423Z
zx2goaar52cx,11.9,54093,3858.89,25073079,267,2021-05-16T18:49:22.145Z
zvp5igcak8i7,18.24,99441,4274.0,27428577,117,2021-05-04T13:40:48.137Z
zvhe885vzhmg,41.79,341576,157.15,1080166,14,2021-07-21T15:55:20.779Z
zvfj9fj2pils,5.62,36128,4823.64,23142462,818,2021-03-14T00:45:04.778Z
ztqtp2u06v5i,10.44,45124,888.63,2269013,204,2021-06-08T08:58:07.387Z
zvbcy5s1kpvc,40.8,189654,3740.19,24588088,318,2021-06-07T15:02:30.423Z
zuug2ez19p0r,37.81,470934,1459.79,12430239,53,2021-06-12T01:27:38.508Z
zvd6suegb6e5,33.96,219541,4749.55,47079139,170,2021-05-18T01:23:02.683Z
zuvj075autgb,9.29,21857,2042.56,10452892,196,2021-05-20T23:27:51.483Z
ztmlhktx2pxv,16.32,84390,1106.03,3579060,112,2021-06-06T11:03:02.301Z
zutvnjhbgmer,9.91,9030,2554.81,18062107,216,2021-06-17T23:40:05.53Z
zuqlioce7w3f,46.63,1207904,1571.53,13543609,54,2021-06-03T00:37:54.409Z
zuml5nd9tm1r,25.5,171468,1905.4,12552062,298,2021-05-07T09:54:04.597Z
ztjx868nsae8,13.69,212341,14100.75,43940805,552,2021-02-07T18:58:00.221Z
zrswz6b1b1g1,45.88,226360,2375.8,15731295,220,2021-06-17T02:46:47.499Z
ztdfc192304s,64.26,499655,20430.11,138480574,1378,2021-03-09T17:33:15.951Z
zs5oc32ut9t3,42.7,357764,2915.89,25623016,90,2021-06-13T18:09:37.435Z
zrr15v7mo6pn,25.54,171970,2112.66,12727798,131,2021-05-11T18:48:25.878Z
zs602gmaxj09,16.93,39700,448.34,756210,63,2021-06-18T22:12:32.444Z
zt1yajaxbgce,19.02,77610,146.73,810385,12,2021-07-16T14:22:26.977Z
zs67ib7h3bon,9.77,24894,719.49,1538639,108,2021-06-04T05:18:12.209Z
zsat3l1clonf,7.05,42942,166792.36,87662988,3984,2019-04-14T21:13:48.67Z
zs704nargz31,19.89,49119,17935.48,165290391,1990,2021-03-09T13:01:10.611Z
zrjznqycqswv,53.68,1128590,9761.21,143298257,949,2021-05-13T10:10:27.852Z
zrh3e31l8hbl,71.21,438975,4175.5,27768568,338,2021-06-04T02:34:31.442Z
