username,payout,points,total_payout,total_points,total_wus,created_at
zztpmfdaobea,1.58,6014,170.61,239111,46,2021-06-28T08:15:02.569Z
zz15lj8c72r6,2.58,5780,163.56,212629,25,2021-04-28T01:35:26.442Z
zzw88jwyyzzk,35.82,1057278,3583.9,55575849,1877,2021-07-08T17:57:08.783Z
zz37y9eetszr,102.02,1170178,11374.45,141651737,703,2021-04-29T01:46:21.122Z
zzocr0figgxr,25.24,238934,4462.06,36782258,431,2021-06-27T07:31:43.470Z
zyvc2nodo068,15.57,123742,3771.42,26511388,154,2021-05-16T03:47:33.431Z
zzdsm8io2oft,2.57,4940,271.75,136855,51,2021-04-20T03:06:02.787Z
zz4wz65z2t99,28.86,291723,8257.37,54979940,643,2021-04-12T16:59:51.926Z
zywzewm7w2ze,11.22,128177,2553.4,10762376,658,2021-04-27T20:29:11.251Z
zzwvtryzltcr,4.5,6886,13068.53,131799484,1475,2021-04-18T23:31:21.811Z
zvhe885vzhmg,26.82,260865,2388.52,19644936,190,2021-07-21T15:55:20.779Z
zygzh5nmiubo,25.67,244850,2685.78,21932655,274,2021-06-27T02:12:40.735Z
zx7rqklr7udl,2.69,5730,1566.54,3606351,244,2021-05-07T01:24:51.445Z
zutvnjhbgmer,8.59,60384,4794.43,37386961,438,2021-06-17T23:40:05.53Z
zvvxd93jrvmn,31.18,328174,3454.3,28528721,332,2021-07-01T06:00:24.598Z
zx678fhm54hi,11.86,50972,11329.31,41083337,2162,2021-03-14T02:15:13.543Z
zwxeh9vufha6,5.51,36737,152.65,551653,55,2021-08-01T08:21:22.16Z
zugd60dh8hfk,3.64,23361,5265.72,5809451,528,2020-11-04T05:07:47.254Z
zy1h3liskhwc,5.66,39037,9587.69,73152863,1111,2021-05-02T16:39:19.542Z
zuvj075autgb,4.96,31538,2511.13,11996682,285,2021-05-20T23:27:51.483Z
zt71u5pip8o6,21.24,187061,5757.06,28720785,553,2021-04-28T03:37:17.191Z
zsqqyha53gtr,2.66,7331,63.28,206715,32,2021-08-17T01:47:11.354Z
zt1yajaxbgce,21.66,192307,1844.57,15846791,84,2021-07-16T14:22:26.977Z
zu9byvltluk1,2.63,6210,3598.21,6974824,378,2021-03-08T13:49:31.174Z
ztqtp2u06v5i,9.46,67747,1795.13,7197797,471,2021-06-08T08:58:07.387Z
zsfjb716u4a6,4.7,9585,1312.75,970957,168,2021-05-08T09:06:30.488Z
ztdfc192304s,73.57,561258,25777.77,178642742,1729,2021-03-09T17:33:15.951Z
zs704nargz31,12.46,50010,21803.18,205572185,2455,2021-03-09T13:01:10.611Z
zsat3l1clonf,4.89,56953,167149.52,90765277,4137,2019-04-14T21:13:48.67Z
zs67ib7h3bon,3.0,19157,1111.75,2715686,213,2021-06-04T05:18:12.209Z
zqd4uo1f0wda,4.36,12488,1369.69,3062255,250,2021-06-17T12:53:39.770Z
zr7swvvsyut4,30.3,314406,4603.03,37266574,459,2021-06-27T07:27:34.761Z
zp73qs4w279x,101.14,1230025,4120.35,35339000,318,2021-06-11T02:20:10.509Z
zrjznqycqswv,48.33,1010763,13382.54,215758732,1400,2021-05-13T10:10:27.852Z
zoyp8i4yyhy7,17.63,84797,4307.36,15236634,527,2021-04-30T14:19:41.560Z
zr43t1c7t6j9,29.7,304912,4490.45,37437705,450,2021-06-28T10:28:19.295Z
zqkluz8lb5d2,53.29,824952,12859.72,167924877,893,2021-04-20T10:38:31.258Z
zp2jrib36uob,50.57,316930,3664.3,16146627,312,2021-05-13T15:13:19.738Z
znjs4dp9e4vm,2.59,7912,1522.95,3613979,235,2021-05-12T19:26:47.177Z
znvouymtuvm6,2.69,8643,13604.96,3205708,840,2019-07-03T03:47:52.741Z
zn9jl54cfrv1,25.63,244291,4515.48,36359299,445,2021-06-17T02:48:43.943Z
zniqd147a267,4.57,6160,1513.77,3549087,159,2021-05-07T18:22:07.82Z
zndju9el7xr2,94.16,2001163,23474.76,428592886,2922,2021-04-24T04:24:33.793Z
zneevolqriwn,5.19,33777,10246.64,63908156,536,2020-02-12T17:34:26.335Z
zm611g7svmw8,1.86,6492,253.53,158832,59,2021-05-28T14:55:04.935Z
zmmhcer3bclp,6.37,43254,3220.29,24889263,484,2021-05-11T03:32:49.824Z
znbznb8k858l,28.32,1174785,25026.28,463900661,2957,2021-02-03T09:35:32.510Z
zmg05cpliaob,7.22,31173,2209.52,6383428,519,2021-03-04T16:51:54.525Z
zmg99isfipib,32.81,356747,28564.45,176249832,1359,2021-02-18T11:58:28.22Z
zme9qzrgorhs,4.39,5918,437.94,233529,64,2020-05-20T03:53:21.308Z
zix2y9ff6vnm,1.7,7583,445.8,240198,77,2021-05-26T15:03:57.511Z
