username,payout,points,total_payout,total_points,total_wus,created_at
zzmlysr4v1eb,1.41,5570,165.21,86380,29,2021-07-14T02:08:54.236Z
zzdsm8io2oft,2.57,4940,248.35,97365,37,2021-04-20T03:06:02.787Z
zzocr0figgxr,25.66,210685,3382.96,26033383,323,2021-06-27T07:31:43.470Z
zzw88jwyyzzk,45.7,1001788,2230.48,23058196,1000,2021-07-08T17:57:08.783Z
zznkv6xpbh28,2.61,7558,1064.54,880690,138,2021-05-26T16:34:24.28Z
zzwvtryzltcr,4.76,8553,12945.69,131585946,1447,2021-04-18T23:31:21.811Z
zzmxnychvwgx,5.91,66803,101527.02,110156687,1112,2019-05-30T12:57:08.542Z
zzj7fmzx6fbd,41.79,707112,1877.09,15640778,74,2021-06-18T02:29:42.8Z
zz7xblz5vh75,15.7,151575,1612.99,12878383,65,2021-06-15T03:08:24.875Z
zz7h9zzjss84,28.86,117143,5697.07,32168406,164,2021-04-24T18:10:24.500Z
zygq34v9tv10,6.04,20038,1866.29,2909446,465,2021-05-15T19:36:27.387Z
zz37y9eetszr,133.6,1552519,8403.46,110958431,566,2021-04-29T01:46:21.122Z
zywhpi9dit4p,8.9,34915,1093.2,2877871,155,2021-07-05T15:42:19.495Z
zxvtp9h7bs1v,7.02,43010,1388.77,3634153,190,2021-05-07T09:15:34.395Z
zy1h3liskhwc,34.53,295944,8424.27,61144204,941,2021-05-02T16:39:19.542Z
zyvc2nodo068,4.57,27029,3197.44,21376328,126,2021-05-16T03:47:33.431Z
zywzewm7w2ze,5.63,50110,2369.81,8899449,538,2021-04-27T20:29:11.251Z
zxnnvf58tqdp,10.38,73008,5283.29,32777645,1204,2021-05-07T10:33:03.284Z
zx8vr0pnlejw,2.69,4200,4050.23,26873663,724,2021-06-07T04:08:33.802Z
zx7rqklr7udl,5.03,29923,1471.92,3059355,211,2021-05-07T01:24:51.445Z
zwi0kddqankb,26.13,139830,4771.0,24728451,472,2021-04-19T10:46:17.809Z
zvvxd93jrvmn,32.29,296127,2369.52,17922000,209,2021-07-01T06:00:24.598Z
zwa9a67wrjcy,12.34,82138,1481.61,6310818,208,2021-04-29T08:13:25.203Z
zvhe885vzhmg,41.02,435563,1472.19,11059989,110,2021-07-21T15:55:20.779Z
zwxeh9vufha6,2.59,12024,76.31,134402,20,2021-08-01T08:21:22.16Z
zx2goaar52cx,36.77,363402,4624.96,30777574,310,2021-05-16T18:49:22.145Z
zvqgsybh8mw8,4.05,23455,1869.83,5633620,220,2021-04-15T19:21:55.678Z
zvbsnbn58w28,2.6,3310,674.97,321200,139,2021-05-18T18:01:23.346Z
zvfj9fj2pils,11.87,206276,5030.63,24798209,904,2021-03-14T00:45:04.778Z
zvcbqsz5959t,14.09,96204,5277.46,34105745,554,2021-05-12T22:28:39.865Z
zuvj075autgb,3.55,21849,2384.12,11245163,246,2021-05-20T23:27:51.483Z
zugd60dh8hfk,4.28,25163,5092.98,4740810,475,2020-11-04T05:07:47.254Z
zu32zceoknbi,3.78,21849,864.06,879845,107,2021-02-13T20:25:45.620Z
zti5i2spekxd,21.41,164120,562.33,3951936,23,2021-07-10T20:33:09.548Z
zu9byvltluk1,14.1,96333,3473.14,6287321,346,2021-03-08T13:49:31.174Z
zutvnjhbgmer,36.11,352784,3952.12,29681580,346,2021-06-17T23:40:05.53Z
ztqtp2u06v5i,12.82,85871,1453.85,4863116,358,2021-06-08T08:58:07.387Z
ztdfc192304s,86.42,701366,23198.66,159467807,1566,2021-03-09T17:33:15.951Z
zsfjb716u4a6,3.85,9207,1196.82,744796,138,2021-05-08T09:06:30.488Z
zt71u5pip8o6,23.08,182047,5095.53,23333669,452,2021-04-28T03:37:17.191Z
zrswz6b1b1g1,49.99,248530,4544.73,27997261,367,2021-06-17T02:46:47.499Z
zr7swvvsyut4,27.76,236331,3561.22,27024731,344,2021-06-27T07:27:34.761Z
zr43t1c7t6j9,35.7,346353,3378.84,26535900,320,2021-06-28T10:28:19.295Z
zrr15v7mo6pn,25.78,212065,2763.3,17203951,174,2021-05-11T18:48:25.878Z
zrjznqycqswv,49.66,906028,11678.23,180594046,1178,2021-05-13T10:10:27.852Z
zs704nargz31,36.13,154321,20987.73,200425070,2350,2021-03-09T13:01:10.611Z
zs5oc32ut9t3,20.95,243277,3609.79,31939323,116,2021-06-13T18:09:37.435Z
zqt42xigory0,1.36,5470,399.72,224642,97,2019-09-14T02:54:10.148Z
zqx8tjdo84gi,27.81,236992,8180.07,33687778,1217,2021-03-08T15:13:09.960Z
zsat3l1clonf,3.28,39563,167010.74,89100960,4071,2019-04-14T21:13:48.67Z
zqd4uo1f0wda,7.02,26930,1080.9,1981057,187,2021-06-17T12:53:39.770Z
zpkgfrn21gp8,30.0,534871,2003.31,17541043,97,2021-06-15T03:05:35.489Z
zqkluz8lb5d2,50.42,617649,11076.58,139539613,748,2021-04-20T10:38:31.258Z
zoyp8i4yyhy7,13.59,48187,3596.77,12174068,423,2021-04-30T14:19:41.560Z
zpudbxx1r582,35.73,611084,2158.53,15987117,90,2021-06-11T23:05:16.752Z
znm19tpld6vn,1.58,3310,1079.59,565981,224,2021-02-25T17:25:54.524Z
zoes7qjmf2wz,85.88,1039296,10130.36,126807165,835,2021-05-21T04:13:04.508Z
zobkz7s63azn,5.23,93119,14053.09,15355434,574,2019-07-14T03:20:05.432Z
znjuzb4uy2v8,43.72,814414,1628.46,14144197,72,2021-06-12T00:41:01.853Z
znjs4dp9e4vm,2.67,9510,1478.74,3532569,203,2021-05-12T19:26:47.177Z
zn9jl54cfrv1,34.52,327858,3391.1,25279111,329,2021-06-17T02:48:43.943Z
zneevolqriwn,48.08,688828,9342.37,54484150,466,2020-02-12T17:34:26.335Z
zmg99isfipib,37.4,373511,26768.03,151495871,1221,2021-02-18T11:58:28.22Z
zmmhcer3bclp,9.14,57790,2953.03,23126209,412,2021-05-11T03:32:49.824Z
zm7drhrepa8o,4.21,4508,906.51,696752,213,2021-05-13T17:02:41.807Z
zmg05cpliaob,4.24,17315,1972.54,5421172,443,2021-03-04T16:51:54.525Z
zm62l621q7du,36.15,353508,7692.32,47828547,635,2021-04-19T00:57:20.185Z
znbznb8k858l,27.95,872873,24054.05,417668402,2722,2021-02-03T09:35:32.510Z
zm2drgu8t7id,30.52,270965,3244.32,24891497,295,2021-06-28T10:29:30.493Z
zlngtf5j4atp,3.23,18619,1018.89,2059563,149,2021-05-15T14:42:25.387Z
zl79hpt4rkyk,76.16,1520823,22553.37,287532951,2112,2021-03-17T20:36:34.549Z
