vy0my4jfyeut,5066.4,70784764,80448.9,1160013861,6490
hkvbmviprr4c,28.51,524090,177905.81,725922485,3896
6m5khs4cnqq2,174.77,5032657,615583.41,3211577844,26280
vmiarc39yres,165.78,10115872,2197618.24,6432954971,47101
tkmrq8rmmql0,116.58,2483508,649049.96,2112035899,10166
alzwi0b7lu03,154.77,1986947,518056.9,1150120327,6750
qw9uvm7z0kns,62.43,579864,224895.68,707987844,10140
tfgjdryn2a11,109.01,2147966,463430.45,1575605115,12850
5ps4i9lmt3px,102.39,1864117,229876.73,683968184,8038
l9om7ydyeiqr,878.31,20436733,23111.34,519241501,3737
rly2g8kduq2h,111.38,2252029,56144.13,494580226,2235
9ts44bgacp8g,55.29,2121583,77816.22,488153576,2487
hguh04wdx4py,173.65,9088663,26633.4,618165559,3144
ddvtsqvzb26g,50.1,1356139,120562.48,515779642,3940
iwlkj0u7stra,69.26,736279,324425.06,628826677,9083
hdlpt90ypbnb,173.02,1508416,336529.24,514291389,4817
19lv1u44rnu2,121.15,2689020,44224.99,453689130,2550
j6zzeyxavupt,38.44,721319,238717.32,484073430,4017
xcrufix45v3f,42.5,953281,150582.81,387033057,4492
4yrn48as3zfb,108.15,2110489,23795.53,300306187,1489
tg3ct6093qb7,138.54,3476986,22855.57,372772430,1934
t35yivdb1pfa,173.39,11471832,18947.54,300048053,1781
jwsaqj967kkw,142.64,3660859,27471.4,332651967,1570
pqgkxo1nicav,55.28,2121385,86299.68,299698797,1748
04c8bh5iutqe,287.67,8896322,22594.93,360428529,1256
0a4j39bdapty,117.12,2507132,23997.18,296821689,1211
knoj3mpnbmaj,38.87,2103390,20653.58,296042205,1360
29i1oe6kw2uc,14.45,23949,423607.2,386158528,7011
8p831icill70,89.33,1351443,22903.17,290361959,1808
ej4tpa0l6ajb,109.18,2155256,21790.11,269102956,1245
k2rdhosk79dl,115.05,2415095,23063.89,285544044,1282
ydrap2oum6vz,48.2,335360,22946.32,267884400,1088
wo63q8c26knx,96.74,1633801,101603.1,263101518,2625
j9nqho75dg5g,15.21,190592,132326.73,288285808,3264
hqw0ccsu9bd7,30.42,817656,198949.57,255032163,2167
1n7t8823hjtd,47.62,1150308,241610.48,269560777,49146
epw82116eh17,23.71,324551,202817.79,255880651,4270
4xyomu3c6s8b,46.39,172557,185878.06,254412029,3054
fwtyv5qh8saz,17.61,119497,145116.23,243739704,7407
9wfkok8lxc2w,48.91,345059,222458.96,236944626,1846
evqx30ajh07k,104.51,1954233,22488.52,231206691,1418
v8u5jd7u6k1l,96.06,1606452,38464.24,241040961,1185
3m5gunt23oke,15.2,38953,175337.9,238612797,3623
rvrmzoqf5a2v,18.28,266397,138409.98,233303378,3380
