username,payout,points,total_payout,total_points,total_wus,created_at
zztpmfdaobea,1.6,5797,169.03,233097,45,2021-06-28T08:15:02.569Z
zzwvtryzltcr,3.99,6563,13064.03,131792598,1474,2021-04-18T23:31:21.811Z
zzmxnychvwgx,8.27,111150,101729.06,113651239,1138,2019-05-30T12:57:08.542Z
zzw88jwyyzzk,34.13,833661,3548.08,54518571,1833,2021-07-08T17:57:08.783Z
zzocr0figgxr,31.08,326606,4436.82,36543324,429,2021-06-27T07:31:43.470Z
zzo8kka8x19y,3.38,21637,37614.9,22827919,903,2020-05-04T16:49:42.267Z
zyvc2nodo068,27.87,275580,3755.85,26387646,153,2021-05-16T03:47:33.431Z
zz37y9eetszr,96.2,1232563,11272.43,140481559,699,2021-04-29T01:46:21.122Z
zz4wz65z2t99,33.95,376920,8228.51,54688217,641,2021-04-12T16:59:51.926Z
zywzewm7w2ze,4.98,48199,2542.18,10634199,650,2021-04-27T20:29:11.251Z
zvw98npe0vjn,15.39,121986,1100.78,3207188,54,2021-03-13T10:46:48.345Z
zwxeh9vufha6,2.59,14092,147.14,514916,52,2021-08-01T08:21:22.16Z
zygzh5nmiubo,28.64,288285,2660.11,21687805,272,2021-06-27T02:12:40.735Z
zx2goaar52cx,21.63,191970,5093.16,34980455,350,2021-05-16T18:49:22.145Z
zx7rqklr7udl,2.6,9754,1563.85,3600621,243,2021-05-07T01:24:51.445Z
zvvxd93jrvmn,33.04,360910,3423.12,28200547,328,2021-07-01T06:00:24.598Z
zxvtp9h7bs1v,12.6,94700,1506.05,4327782,222,2021-05-07T09:15:34.395Z
zx678fhm54hi,31.39,143672,11317.45,41032365,2159,2021-03-14T02:15:13.543Z
zvhe885vzhmg,22.34,200599,2361.7,19384071,186,2021-07-21T15:55:20.779Z
zy1h3liskhwc,30.36,275286,9582.03,73113826,1110,2021-05-02T16:39:19.542Z
zuvj075autgb,2.86,11989,2506.17,11965144,283,2021-05-20T23:27:51.483Z
zt71u5pip8o6,21.52,190575,5735.82,28533724,550,2021-04-28T03:37:17.191Z
zugd60dh8hfk,11.17,82438,5262.08,5786090,524,2020-11-04T05:07:47.254Z
zu9byvltluk1,2.59,6098,3595.58,6968614,377,2021-03-08T13:49:31.174Z
ztqtp2u06v5i,10.31,75068,1785.67,7130050,463,2021-06-08T08:58:07.387Z
zt1yajaxbgce,17.28,141921,1822.91,15654484,83,2021-07-16T14:22:26.977Z
zvd6suegb6e5,30.65,319914,5805.84,57409250,213,2021-05-18T01:23:02.683Z
zsqqyha53gtr,2.64,7279,60.62,199384,31,2021-08-17T01:47:11.354Z
zutvnjhbgmer,26.1,250828,4785.84,37326577,437,2021-06-17T23:40:05.53Z
ztdfc192304s,62.72,550990,25704.2,178081484,1726,2021-03-09T17:33:15.951Z
zr43t1c7t6j9,16.35,131219,4460.75,37132793,447,2021-06-28T10:28:19.295Z
zs5oc32ut9t3,26.32,469166,4161.6,39613967,144,2021-06-13T18:09:37.435Z
zs704nargz31,19.93,92108,21790.72,205522175,2452,2021-03-09T13:01:10.611Z
zs67ib7h3bon,2.96,18910,1108.75,2696529,211,2021-06-04T05:18:12.209Z
zrr15v7mo6pn,20.66,180033,3121.52,20266930,208,2021-05-11T18:48:25.878Z
zqt42xigory0,1.4,4345,407.2,254877,108,2019-09-14T02:54:10.148Z
zr7swvvsyut4,23.33,212868,4572.73,36952168,455,2021-06-27T07:27:34.761Z
zrjznqycqswv,49.95,1146168,13334.21,214747969,1391,2021-05-13T10:10:27.852Z
zqkluz8lb5d2,64.63,1148613,12806.43,167099925,888,2021-04-20T10:38:31.258Z
zsat3l1clonf,2.48,28627,167144.63,90708324,4135,2019-04-14T21:13:48.67Z
zp73qs4w279x,34.65,182576,4019.21,34108975,311,2021-06-11T02:20:10.509Z
zp2jrib36uob,4.77,12970,3613.73,15829697,309,2021-05-13T15:13:19.738Z
zqd4uo1f0wda,8.56,35861,1365.33,3049767,249,2021-06-17T12:53:39.770Z
zniqd147a267,4.03,7446,1509.2,3542927,158,2021-05-07T18:22:07.82Z
zoyp8i4yyhy7,18.75,80661,4289.73,15151837,522,2021-04-30T14:19:41.560Z
zobkz7s63azn,1.93,35766,14120.44,16689861,598,2019-07-14T03:20:05.432Z
znm19tpld6vn,1.36,4940,1102.55,638791,250,2021-02-25T17:25:54.524Z
znvouymtuvm6,2.68,6331,13602.27,3197065,838,2019-07-03T03:47:52.741Z
zneevolqriwn,44.78,673717,10241.45,63874379,535,2020-02-12T17:34:26.335Z
zndju9el7xr2,98.29,1603826,23380.6,426591723,2910,2021-04-24T04:24:33.793Z
zm0se7xmji6v,2.66,9993,480.39,977903,73,2021-05-09T16:23:58.30Z
zm2drgu8t7id,32.6,353012,4323.31,35526658,408,2021-06-28T10:29:30.493Z
zmmhcer3bclp,6.25,41933,3213.92,24846009,481,2021-05-11T03:32:49.824Z
zlngtf5j4atp,12.65,95145,1061.11,2300147,164,2021-05-15T14:42:25.387Z
zmg05cpliaob,4.98,20811,2202.3,6352255,517,2021-03-04T16:51:54.525Z
zn9jl54cfrv1,27.97,277779,4489.85,36115008,443,2021-06-17T02:48:43.943Z
znbznb8k858l,30.07,1500363,24997.96,462725876,2950,2021-02-03T09:35:32.510Z
zkrwbodiz7h5,38.03,238140,8173.1,65575428,638,2021-05-06T19:22:15.135Z
zmg99isfipib,48.31,706032,28531.64,175893085,1357,2021-02-18T11:58:28.22Z
zl79hpt4rkyk,66.86,1423643,24846.83,335002817,2456,2021-03-17T20:36:34.549Z
zicrsk5wlfzw,2.61,3328,18.36,36418,14,2021-03-09T01:14:36.724Z
zhv9f1995nji,2.54,9159,2599.45,11921441,425,2021-05-17T18:24:22.3Z
zhkwqsas3wwm,2.58,8739,1636.82,2039218,197,2021-03-05T05:10:15.412Z
