username,payout,points,total_payout,total_points,total_wus,created_at
zzocr0figgxr,42.07,454510,3212.03,24495519,301,2021-06-27T07:31:43.470Z
zzw88jwyyzzk,49.92,1301193,1981.97,17648682,818,2021-07-08T17:57:08.783Z
zznkv6xpbh28,2.7,9146,1048.77,832682,132,2021-05-26T16:34:24.28Z
zywhpi9dit4p,16.75,65238,1036.49,2656989,142,2021-07-05T15:42:19.495Z
zzwvtryzltcr,54.82,367719,12875.99,131303399,1435,2021-04-18T23:31:21.811Z
zz37y9eetszr,153.93,2312253,7712.83,103447127,535,2021-04-29T01:46:21.122Z
zywzewm7w2ze,10.36,116721,2338.22,8589111,515,2021-04-27T20:29:11.251Z
zz7h9zzjss84,37.26,164154,5551.89,31450740,160,2021-04-24T18:10:24.500Z
zyogvakst4yg,11.49,138906,3340.24,14859832,503,2021-04-20T20:14:13.85Z
zyvc2nodo068,31.04,278396,3086.48,20436469,121,2021-05-16T03:47:33.431Z
zy7aovj18kfe,2.6,3310,1050.4,245877,122,2020-01-28T23:19:12.205Z
zxvtp9h7bs1v,5.04,30005,1373.97,3570367,185,2021-05-07T09:15:34.395Z
zx8vr0pnlejw,3.08,17726,4023.26,26738485,714,2021-06-07T04:08:33.802Z
zygq34v9tv10,4.86,16838,1835.8,2816758,445,2021-05-15T19:36:27.387Z
zx678fhm54hi,34.08,168453,10332.58,36503863,2082,2021-03-14T02:15:13.543Z
zx7rqklr7udl,4.89,29039,1449.01,2938079,201,2021-05-07T01:24:51.445Z
zy1h3liskhwc,51.82,676488,8239.43,59460175,914,2021-05-02T16:39:19.542Z
zx2goaar52cx,45.96,530995,4529.57,29969302,305,2021-05-16T18:49:22.145Z
zwi0kddqankb,57.86,380143,4613.33,23911556,457,2021-04-19T10:46:17.809Z
zvvxd93jrvmn,44.79,507384,2175.88,16143847,188,2021-07-01T06:00:24.598Z
zvhe885vzhmg,45.9,529784,1294.4,9450207,94,2021-07-21T15:55:20.779Z
zvp5igcak8i7,17.15,197844,4879.54,32415280,142,2021-05-04T13:40:48.137Z
zvcbqsz5959t,41.04,435980,5152.29,33017736,531,2021-05-12T22:28:39.865Z
zuvj075autgb,6.67,43572,2363.18,11129818,238,2021-05-20T23:27:51.483Z
zvqgsybh8mw8,8.02,49972,1840.43,5458544,208,2021-04-15T19:21:55.678Z
zvq1p3nj21wb,14.0,71298,3909.83,17521557,216,2021-05-06T19:20:02.423Z
zvbsnbn58w28,2.65,12290,659.42,297240,131,2021-05-18T18:01:23.346Z
zvfj9fj2pils,5.62,81119,4993.13,24210821,882,2021-03-14T00:45:04.778Z
zutvnjhbgmer,53.81,713045,3749.39,27743999,326,2021-06-17T23:40:05.53Z
zuo7rmu3bt1v,38.89,616304,1931.02,16983357,74,2021-06-15T02:06:38.889Z
zu32zceoknbi,2.76,15842,844.59,775773,99,2021-02-13T20:25:45.620Z
ztr0nwbe0spn,4.48,26448,288.52,311524,38,2021-05-10T21:30:08.344Z
zu9byvltluk1,7.86,48865,3448.49,6166925,340,2021-03-08T13:49:31.174Z
ztqtp2u06v5i,18.38,134368,1386.78,4422099,332,2021-06-08T08:58:07.387Z
zt1yajaxbgce,35.43,341910,936.26,6811183,43,2021-07-16T14:22:26.977Z
zsg8qvg43aij,2.69,4200,771.95,914892,238,2021-05-06T16:13:28.605Z
zugd60dh8hfk,2.66,12368,5071.65,4622029,469,2020-11-04T05:07:47.254Z
zt71u5pip8o6,34.35,325433,4996.55,22563926,439,2021-04-28T03:37:17.191Z
ztdfc192304s,103.98,913498,22750.8,156307451,1541,2021-03-09T17:33:15.951Z
zrswz6b1b1g1,67.49,447144,4226.37,26170203,342,2021-06-17T02:46:47.499Z
zs602gmaxj09,4.49,8999,713.2,997703,91,2021-06-18T22:12:32.444Z
zr7swvvsyut4,44.01,491653,3377.8,25361937,323,2021-06-27T07:27:34.761Z
zrr15v7mo6pn,27.55,233693,2682.97,16531375,169,2021-05-11T18:48:25.878Z
zsfjb716u4a6,4.11,5325,1178.72,711833,134,2021-05-08T09:06:30.488Z
zrjznqycqswv,67.67,1922458,11384.48,175316614,1144,2021-05-13T10:10:27.852Z
zs704nargz31,132.99,2213567,20602.37,197492987,2316,2021-03-09T13:01:10.611Z
zr43t1c7t6j9,49.87,616598,3178.24,24624356,299,2021-06-28T10:28:19.295Z
zqx8tjdo84gi,37.18,369972,8078.83,32750694,1203,2021-03-08T15:13:09.960Z
zsat3l1clonf,8.47,95837,166994.88,88928062,4059,2019-04-14T21:13:48.67Z
zpkgfrn21gp8,53.84,1207058,1874.77,15504059,88,2021-06-15T03:05:35.489Z
zojk7gpynm9v,2.59,12008,956.01,12634311,105,2021-06-02T13:40:09.60Z
zqd4uo1f0wda,4.52,11511,1040.19,1830208,177,2021-06-17T12:53:39.770Z
zpiehfkl6459,4.14,5470,637.52,189897,90,2021-05-08T05:08:16.964Z
zpudbxx1r582,29.59,447494,2083.66,14924249,85,2021-06-11T23:05:16.752Z
zqkluz8lb5d2,86.41,1994219,10785.45,135769565,731,2021-04-20T10:38:31.258Z
zoe5g2sa7vsk,1.99,11925,322.65,218332,44,2021-06-22T19:08:20.872Z
zoes7qjmf2wz,95.45,1594317,9670.99,121196528,802,2021-05-21T04:13:04.508Z
zoe9i8wmmxg7,47.46,562728,8658.73,53683057,231,2021-04-19T13:31:51.275Z
zoyp8i4yyhy7,36.44,163148,3476.25,11711607,403,2021-04-30T14:19:41.560Z
znjs4dp9e4vm,2.59,8780,1470.76,3510189,195,2021-05-12T19:26:47.177Z
zn9jl54cfrv1,47.25,557930,3219.59,23751890,310,2021-06-17T02:48:43.943Z
zniqd147a267,29.0,116208,1370.82,3005663,141,2021-05-07T18:22:07.82Z
zneevolqriwn,40.66,485840,9205.85,52878289,456,2020-02-12T17:34:26.335Z
zobkz7s63azn,11.27,260263,14010.93,14511567,564,2019-07-14T03:20:05.432Z
zndju9el7xr2,123.76,3088328,19772.7,364990799,2467,2021-04-24T04:24:33.793Z
znbznb8k858l,43.41,2860885,23846.91,408468138,2676,2021-02-03T09:35:32.510Z
