username,payout,points,total_payout,total_points,total_wus
0qk8ns33ymjv,19.85,247839,163563.51,164991361,2505
422vsz0gq3qe,79.46,1019603,41274.7,165856848,1490
shcwt31nb9in,20.44,251575,78698.05,164310284,2008
zftdswq8v061,90.95,1410896,41634.33,166187194,2154
to1gi80d39eq,32.66,672737,104988.86,162587613,1571
5pns0ymqjcws,37.68,1156844,19861.75,164940102,1826
0a2b5mgoksd3,40.71,1641248,17184.0,166727142,1104
wxcjl2wyknoo,70.64,769622,57928.82,162836816,1972
do7ag4xmi1wi,109.96,2188650,16865.89,164463642,740
i3ptnncjlrcw,98.03,1685380,18723.15,163474573,855
pvqoexz9cmwt,83.6,1152337,33573.23,163523192,1276
3qvz1zphyks8,109.8,2181753,16265.96,162926788,766
v03igr9oj08b,17.33,108326,115959.71,154709145,1322
jl77mnzlqeyu,46.46,275156,158632.01,158242164,2132
pfw1w9aj0a2q,4.87,15658,112836.18,155277929,2684
f3btjwpnb68j,28.85,533584,77099.38,156678671,2416
ri89l5uy968k,99.07,1726842,17870.63,154152477,818
s4d2j2uieezq,92.32,1461689,21550.9,156666780,1834
ak31ljk2z8v7,23.39,202758,190462.92,153463700,2349
4bs4xbxg4a2o,87.23,1276583,18809.0,151310209,870
82gnnzmk4ck5,59.07,512976,17737.27,149496547,788
scwuojf6fyro,81.55,1084171,20673.66,147783481,1355
tm85xebndjv8,21.42,225974,98354.6,146102468,9333
c0v8tmrgfql5,40.36,252077,17436.52,145254420,1279
kotvpwksjohf,4.59,23678,88578.1,142302704,2711
dbxpe1wg7ry9,85.98,1232847,23850.75,147678214,1006
hkk69ixj97yw,4.57,21015,222310.84,140855422,2630
0m1a3ltaowlh,37.84,1108267,23663.3,142816665,870
hqydwgfo2g6m,5.03,4466,91543.46,138176337,13804
n4dl2fttehg5,152.97,4115858,11356.75,151146392,990
71tsdlxcz71u,100.11,1770230,15310.94,143555742,818
slym6bih78ta,13.32,97413,126510.08,138030953,2729
o0pkx77rfogr,90.66,1400521,16709.4,141517572,796
tf4sbvrkm1xu,61.08,1234555,17891.43,140460653,1148
p9e5glw3u9j2,33.2,1366432,19344.76,141018865,856
g1xwg4r5lfal,21.0,254480,176849.14,137274036,2725
mzau7ngya3p6,40.19,953387,19534.14,139472960,1040
j41rhnh07dq4,37.37,1074791,20679.56,138007771,1061
9vgq64t69kkv,26.02,716936,28083.49,137609375,1402
w7s9jse9l28f,38.35,1196029,18497.86,133401592,1088
qfbhk978jjdl,26.44,700497,13210.81,132425188,896
jgfze3r8e6zy,41.98,926184,21544.91,133735176,1087
aj5tllzx47f5,31.04,628693,28104.77,133215469,898
x7dl36dbww3e,85.4,1212500,17395.07,134929792,809
yc2nztc3a9ot,67.97,704633,41131.28,131354433,1582
8mb7jokv68yr,96.75,1634347,16874.05,133732765,757
zhpor3vjn6b1,84.85,1193424,15810.49,132610979,740
341edvuddaol,15.94,214902,15421.88,128823517,755
nzn6sekk7bzh,95.85,1598100,14446.98,129818658,693
6t88h54xu550,84.62,1185896,23920.02,130310022,939
z98pm05b79i2,86.95,1266720,16173.66,126252111,785
9vjw272h5it6,73.63,849497,16462.85,127273837,718
z9toqop3r08t,132.85,952293,121540.14,126528380,1495
7676bwsd0mm6,85.45,1214262,15998.15,127929781,878
xluptna4yin6,104.75,1964266,14729.0,128957397,1094
vgaljtqj4c8l,87.33,1279922,15494.12,125305568,782
85wczq0ejayn,93.33,1500805,15494.07,125365640,1232
wy13lg13yki4,90.29,1386637,25464.75,123730062,990
jhdetk8kcs8d,71.24,786129,17053.75,123446786,917
ulg46lb811k7,74.67,878349,25068.49,123691178,1041
x0ldv4usgfw8,84.55,1183477,18858.12,123462787,833
phtqoamp3se8,29.15,1416753,13645.14,123850234,899
kvk3tspowz5h,24.03,262262,76795.24,119395402,1073
jc3035hbf8ht,72.22,2941638,7412.91,125783028,544
2tbt0x200muo,9.98,493,174365.49,115980962,4926
t35yivdb1pfa,111.51,6396544,15930.7,130845100,1016
mdbhc3ida24h,23.31,249974,99873.46,116392708,1098
g6rh57vlqajn,11.71,27017,13597.94,112932574,928
ul5owmopjhdp,103.78,1923245,15400.94,118216437,701
1afv01inhnb1,55.51,448661,89390.33,113413412,5766
kz26pjy1pqs3,26.37,695825,14300.28,113945199,881
qcokmegdnyxa,83.07,1134698,15192.68,114429217,908
bt9z1gdrpq6h,65.99,657889,28023.35,113937458,946
yg213i5x1eju,89.74,1366646,21202.46,114630885,915
6tjxqhi3umw1,23.82,354885,21429.51,112999684,770
z9jqyyzw1qtq,34.46,157788,13493.64,109267440,797
xsgj661af50r,20.93,396483,115077.29,110262903,3853
c6bw4rj3sal5,67.07,2531698,10043.0,113982066,648
gx9y89sldgqe,20.41,654455,27419.28,109723689,686
1znkosucvpmz,79.86,1032147,15852.26,110835249,713
7u6iddachsyg,4.44,6586,106733.79,106408364,3003
rttldvetq65i,80.35,1047343,27576.79,107967386,1004
7hjm0bzqsf01,79.32,1015426,15719.02,106002082,1319
on2nah414tgp,55.02,440086,69106.68,103072926,928
qe044k7zur3u,44.75,255337,13736.22,100457775,592
1yxprhtgmo01,75.23,894566,18369.11,102139968,650
s5b4208xq8t4,17.56,153038,96715.56,99303126,2240
m7lfmnbp6h0o,39.45,1105890,16689.78,100792400,1499
rcppu8zp35k3,61.51,2183542,15025.58,103633044,1027
nt0mxev0zkbp,68.3,712906,25746.72,98741500,988
suhd8v55nr5r,83.09,1135367,14863.39,99350155,858
e1lorpc33xl6,3.41,109,92657.35,96252459,1403
ahjdss3atxwv,25.06,394680,85635.44,97392213,3607
mv914kqxpl7b,82.54,1117216,14383.17,98949023,679
yvy892whfqot,44.38,251103,78107.66,96780738,1408
x23k57mvicye,81.43,1080359,12726.65,97914644,721
rtuw08kvpt5d,19.95,609541,16462.77,94444897,753
xbfrcct8uh5i,67.41,691162,18314.31,96963465,1412
r4g66fsz7cus,13.6,91376,65649.14,94331622,1843
na5ppetrq93k,63.6,605095,12416.88,97053247,485
u14ojgdy8sh0,36.25,172618,13798.27,93771763,1043
2yoq05ptid6u,78.0,973944,13643.38,96135538,580
omz0oo81nz7a,38.09,187895,24477.15,94491868,712
a0fnbsi0an43,78.32,984318,15005.83,95588304,952
kijako9qj01l,79.28,1014289,21240.98,97035508,1422
o2bw1p0t1zuv,66.9,678597,60960.09,93767183,804
839rzkryyyzf,49.22,349404,32084.04,93037105,651
xtd0rpq39tmp,9.2,128112,102235.93,92302975,829
pueyrlv4kawf,92.91,1484701,12423.82,93938434,512
al9xlajw4g0b,42.6,779807,30768.32,92829365,1928
73ifmidzrdn5,145.73,1110507,101785.76,94060731,971
1n0n9n6933yv,13.18,68707,179723.97,90304210,2270
l6jpm5qlfvb7,75.06,889616,17850.04,90691273,616
n94sua5v34cv,14.53,116688,134776.76,89666880,1224
fq7smf9hp5g1,67.7,698160,21517.53,90530766,986
wn8putwhue0c,20.41,58969,20284.44,88698430,1005
dpf9woc6wibu,88.92,1336196,11636.57,92631636,545
eeqf7s2ijf0k,41.66,574808,29338.89,90098170,1147
njk3muybdwdq,6.42,60275,102350.43,88451901,857
0sv2knpt19pf,82.64,1120674,13147.26,91155767,938
pnecijlqdlst,60.46,2790685,4631.83,97127386,438
6jv708z00950,66.02,2542587,9973.22,94016684,1043
hailzii5l6ho,18.7,50619,162273.21,88481123,753
8v3djz4xxzol,43.96,295364,19359.87,89108754,845
2wq7nogfdgpf,30.5,373023,40741.13,89447808,1443
y2g46bf4esrg,66.78,1148106,14144.19,89851240,698
3gihxp7zrz7v,27.55,649015,12461.86,89017186,537
ark6j61fn8fy,12.87,77331,125448.8,86856569,5747
yw778gixlx0w,18.52,208837,83544.52,87045803,1073
ly29qdwaugk6,26.68,380407,61491.27,87591392,953
sdim91r8ja4k,74.33,1484750,9746.42,89777609,662
ldxpsmue9dv2,66.88,678203,20652.08,87515556,638
iaq0die74280,96.87,1639164,12971.29,90053588,961
qyt3v57heos6,44.05,247271,14317.69,86485568,681
jar1ccufxsu9,5.13,250,10178.78,84175637,968
yoykwycnzdbp,49.97,359708,43035.4,84228965,924
oh3zbpvhom5a,56.28,462361,35887.62,83877412,2403
zzmxnychvwgx,67.63,732821,99364.36,82474132,927
0gv6o6a6moeo,41.07,216841,89424.39,82713170,854
7iflwlshuja0,17.41,46304,81205.18,81677184,2125
azwix5he20ov,15.49,203524,19960.28,82519051,1268
nqxh5j9o4aph,25.72,304171,78574.0,81889854,1675
a39tksrkqii6,125.55,2888561,13222.17,85291969,451
izharb50wvxy,6.54,73420,84837.32,81023199,774
7meft0mr69m7,13.67,126255,113768.21,81075714,845
3rcp6xk7ikuo,60.39,539270,21554.21,82193315,862
lp3au8l12mgr,60.78,546986,13885.38,82466354,995
lkljhuvgtr00,38.53,191541,84981.99,80750124,1528
vkr9k4cbmwaw,99.47,1743519,13094.88,83559730,720
6evvsoz5mvvn,31.51,717909,11832.94,82495458,1316
lkwdzuswmisl,12.14,73310,86574.89,80426379,766
pccf50tmpmcc,39.29,992354,10600.32,82543760,791
pwo0y2skxr8x,37.56,343216,36123.64,80833760,8089
slvphz84uh1j,66.74,674638,12620.03,82093044,525
nzlhgsemox1q,27.66,490916,21933.08,79740221,449
afnwjfildlvh,30.95,956434,11851.66,81561815,614
bmy6yuj6409x,27.06,268194,86337.7,79930171,3179
nfxftcce1zu8,18.23,151959,85595.49,78768818,773
wurowf5ue5ig,9.36,66606,121317.61,78477698,1214
kclfbvmrgrnu,30.08,559006,110592.56,78965296,1108
6fq3724ybrj7,30.79,563139,30173.29,79400470,1150
vx78bwtrjlvx,40.57,1071672,11652.27,80922734,830
gb74q6yb3n3a,46.94,317980,36743.45,78654137,1054
4iux8adti59o,28.83,971888,11332.82,79336957,798
32itgy58brlc,64.47,624332,21863.46,78107049,785
drn6hd0wdph6,18.2,138950,19660.95,77077458,710
o7t981s3z94n,59.9,529536,13922.94,77397405,1109
t30esgj0v9xu,44.4,970895,14080.93,78540558,548
l2rxwv8jd67y,34.22,683694,13615.02,77259227,659
etlkcw0yp4wg,18.76,221109,101080.03,74563042,6105
1iwgs7p1hmt5,65.89,655856,13722.57,75691343,606
37ga1q5946fh,61.0,551342,13712.12,75428570,827
nuu2ldeci6c6,7.1,73410,82917.95,73766868,696
gfm11dfzqar2,66.89,677768,14083.85,75301466,2152
h8tyk6rd08dx,92.75,1478521,13028.5,76815325,526
btxup7nwnk3t,28.71,140307,124565.48,72986643,575
v7m7d7unos8a,86.72,1258821,10289.91,76774421,443
7iqrc760ksm6,23.67,464011,18674.88,72611394,631
j9fwz0jkk8ta,116.98,2501332,5218.71,80111367,367
3qqz0d8ii6h2,46.5,1183455,20357.85,75595250,614
bo907lvvfkl0,65.61,649623,22391.68,73451042,957
8smyl7ftkr0r,17.44,150125,134820.13,72392373,3963
zs704nargz31,75.13,891533,10626.87,75000270,1009
by7ju709ms9h,63.72,607723,13802.95,73762155,769
41662v9kj5of,8.18,39721,62894.42,70494543,631
w1n3a6play2n,22.98,509199,13030.27,72091207,996
amc7zag99gfn,17.53,168648,90867.93,70408925,691
5z23f0zbdohp,64.7,3063732,12617.53,73426837,682
l7evvj5uwzdw,17.18,211165,69698.96,69868429,2021
dsghw59ubj91,19.02,326532,69511.45,69992880,1168
7ajek02i5ljn,63.61,605439,14069.77,69962271,763
hf0hruq7esdy,57.78,489129,10255.51,69411965,819
hux2t67uhis5,66.04,659058,12986.8,69973505,789
dbyi9nptk2nl,77.82,969000,18824.42,69691684,601
ow49oktwr5dv,26.07,473139,9600.84,67918652,591
ony37ihne3pd,36.39,911449,12859.98,68946969,498
33hjaikwxusd,48.41,116967,144723.59,66915474,1025
4wh3iitcparh,44.71,1738380,4367.67,71254061,376
p1tjcgunvp4k,38.72,834281,8910.51,66437556,600
0fit89xqp34n,25.58,247792,69518.69,67519021,863
pqa9papo2h89,56.63,468578,20041.26,66674243,532
78545avj2od7,54.5,430627,12376.39,66552215,662
h4lhwa3wgt4c,43.56,241471,12861.57,66598532,821
tv6c9y733nxp,59.7,525472,12658.16,66265968,905
104jfu1ygny0,69.24,735573,10574.67,66585315,638
k7f42t4soaew,18.58,162728,68544.61,65218241,4577
ugu51dayao2r,13.81,128310,68385.22,63871057,575
3jrwlkxtherf,61.72,565674,12457.54,65296440,778
fh1plordxrtp,62.03,571844,12785.74,64914108,553
etxuphjk3j5c,54.56,431531,13758.58,64577330,642
syat3zsjz85w,35.41,141661,123025.65,62760779,570
at4og5ltuiba,51.04,398052,35804.98,62345420,814
4nqu4frasrau,10.68,57833,70482.46,62154549,677
jtxa7v4azycc,90.49,1394292,9207.1,65051868,468
984v3wbvgn2g,19.55,78708,12375.61,61950157,628
amb5xbfntutd,36.67,803811,11033.84,64491404,538
gjtx0rrqa8ix,54.75,434544,18098.75,63476889,395
d75vnxpoqrkj,11.9,71270,12517.79,61004534,971
twxa9cwund29,23.22,444797,12749.93,62409699,683
nmn8c0ou9zke,8.45,59822,60873.97,60915834,535
j5vhvc7v9omi,34.81,160689,35556.05,61661515,956
mqm0j4vo2ta1,35.71,1272222,8529.92,61585727,409
qi3epfsxbd8y,56.93,474058,31984.14,60689378,554
zbxlv3r1cp4b,66.52,669769,12478.95,61633484,673
gu8c0jqd2r1q,36.04,647708,16384.19,60908086,625
m4ebcp8yzyol,54.21,2121937,4458.02,66419339,527
hxnqhtmt2n9z,67.85,701868,12603.89,61523468,506
ciko1ihi5iq9,22.32,537796,13091.03,60759072,2095
uvtfuchk24qb,89.14,1344296,8754.67,61630802,376
vd9lia15xeeu,29.19,883413,8979.12,61474382,777
rpfxpd8b1hbr,24.68,598267,8717.82,59570437,567
10zwvo4qfucq,49.17,348680,8726.12,59880287,462
idhrewhf3gb6,67.51,693518,10386.62,59196465,534
ztdfc192304s,61.25,556411,11951.1,58736578,709
idik0lkkr4xh,92.07,1452120,8495.16,59185592,574
28hknhbi6v67,18.81,303436,88085.13,57823882,834
vg1k0vusfr5q,70.91,777182,10751.01,56958909,402
l5tumupl5a2y,24.34,653697,10364.08,58026428,652
zbrnvdvtw3u0,30.27,394497,11370.31,57412725,556
1ya9ru3b2fbu,56.64,468866,10744.83,58284881,957
g5bvz3t0031x,64.84,632606,11057.21,57140037,494
bv78u24klou3,67.18,685563,10411.05,57082100,481
09tvr78k30fl,11.13,25497,56810.65,55032604,1507
ab2f4r7yf3xb,85.96,1286534,9472.93,56068790,362
vdlmg3gvztdt,56.8,471615,11711.25,56453344,679
3v1ubj12jqf8,27.28,398734,13355.72,55841988,757
3v6u7rtvqg1n,26.04,85193,5246.81,54465198,353
g8qucstukwhk,70.74,772771,9403.24,55407106,451
2820ilnq9hgs,40.62,1129361,7512.11,55945212,456
4ckxn9bx9oz2,100.08,1768639,4995.81,59785545,312
xabs11ocrcpi,66.09,660235,10644.18,56441045,562
c9ox5e58ux96,60.95,550457,10808.73,55607265,945
q6rrp52djq96,60.86,548639,11202.9,55378521,390
31nzz7by1xjv,33.87,184541,7579.19,53578587,460
k0fnrc6c4a18,76.25,923721,7976.43,56560377,654
bul7sz1cvqw0,23.32,215308,26372.1,54236055,2465
v9675yhoy10h,95.21,1635955,9004.11,56836252,440
iji6k1g1n5cl,59.1,513525,12192.7,55086408,531
r0a05hyas3vo,92.11,1453393,4673.04,58686044,581
bo93siajmopb,48.25,295867,20845.42,54124693,914
i1dj5recg0nh,83.0,1132476,11493.58,56962577,691
kthuq909o3qb,26.74,262047,71436.69,53952274,4081
voxl984c9cq7,40.01,206443,9944.91,53019773,255
da797u6ye67g,52.87,405017,10842.09,53254547,417
fasqtn879b05,45.97,269475,11448.66,53024729,724
fqhiico7w5sm,44.27,1006872,16596.02,53828398,380
kmw8chj5z8zq,86.27,1297361,8476.24,54901114,455
3iroi9fb4ret,36.35,719868,7257.57,53751324,446
21of999of0yn,7.83,64571,72439.98,51518628,578
oxy29kxkt17n,79.13,1009580,11118.09,54211623,789
92a7ovmtegfk,72.39,816667,10522.02,53989420,656
zw12nd34pdbn,35.5,166385,34866.69,51698740,1190
lbnzcqm75lk2,87.19,1275062,3946.18,57498627,326
icgxk7crhrq7,30.2,421799,24309.03,51444523,1116
3fp81s6xghe8,25.2,80727,14835.77,51076943,678
zlo64ngi64rn,85.54,1217436,4579.51,55059854,404
8yub2qrnc87w,19.17,241477,13998.28,51185239,525
2dxpy77xfh1j,60.03,532059,10314.52,52066546,519
drmdyj56op5v,51.91,389994,19646.68,51536643,735
4xl8wxmh6f8j,48.93,364047,11611.29,49595846,826
z0zcrh3swxjl,31.38,879731,12701.98,53397474,838
dvt8qrzydind,124.31,2832637,3563.16,58260221,282
bvw86kc48slf,123.83,706445,11308.02,50702391,871
5rxkx69yd50m,40.54,211635,10673.47,49253567,577
thj4zx1vojka,46.71,314897,21123.9,48545304,885
pmnkmp048giz,107.96,2102468,3857.99,55489044,517
otwv0713v07n,28.47,418336,10160.74,48042983,1398
3sb3wiwjn3hb,71.76,799985,6597.68,48028605,407
2izoa898ixns,11.96,82003,91531.93,46338884,1201
wuqah11smhw9,64.29,620410,8966.82,46749433,480
e7wz66vsoclz,43.14,1243463,7746.78,47319173,318
1i0t0huk7isq,80.9,1064176,6165.6,48708249,363
31zrzof13fo2,62.47,580604,7933.64,46147751,393
zndju9el7xr2,103.57,1914314,3457.48,51327171,411
gxwlpd2nlsu1,27.18,428517,8991.26,45961280,420
sha31mta7yd5,57.57,511505,10164.41,45696339,432
bl2wm0dhppsc,70.32,761967,9648.41,45160845,514
qdfe1qoiksls,59.99,531270,5891.08,46102607,225
kz3yu5vzbsle,29.65,517547,9832.77,45231370,435
d9r59mxu22mm,110.2,2199577,4082.47,50337902,541
g6qu71ypdto2,46.93,317867,10760.07,44695416,461
65idrr1peuxa,29.1,289585,11513.33,44358623,729
jw91u5sdpva1,12.33,59576,53824.96,43158255,494
rgeniqtv608g,31.21,419929,9714.91,44817264,348
z605n1d3k3dy,59.63,524081,8428.62,44419042,538
ndzo3i07gqbd,35.0,162271,10464.66,43066844,1238
58k3x69tshqj,72.15,810207,5703.93,45285281,358
bapj4ru82lnc,103.7,1919645,6247.25,48529249,635
qyt6u4q09t6a,21.23,206830,11506.95,42930083,381
e6cc1aru571l,28.31,292847,15154.65,43070001,639
d840nju1jmsg,8.09,59213,53140.79,42310996,489
du9312d03zhy,23.41,669390,9434.04,42865292,612
0nz2r9p5zfdv,56.45,465521,10365.72,43041213,435
pd3u9dij2lcj,68.66,721581,9825.28,43385759,407
s5xl9exxkzeq,61.08,552934,19505.32,43285535,754
h33s9hyz47vj,9.73,18155,77253.43,41401410,3642
6v2yab9uirp3,23.79,353937,10795.34,42046881,516
mtex5karbe0b,14.76,150173,88455.08,40964284,1774
yttucb4q1faa,13.96,122872,51377.52,40438970,472
nadhb8tfxs4s,16.91,176838,9250.17,40932911,1106
3p6crdblwuqx,50.32,364460,9790.08,41832851,468
4mmkgt6h5loe,13.81,99707,52733.12,40602822,3001
b4k6dp1zt2q2,43.34,673096,6808.42,42224423,600
mhz5a41bcp3z,11.14,124303,55034.6,40166163,466
tmhyy3njypsb,64.2,618325,8953.79,42754434,387
0kefn3xa4f6h,61.77,566741,13004.42,42979889,782
k1vwkpu5udgy,17.0,178476,23117.91,40274264,1013
38xegf0dfcrx,88.21,1310570,4076.86,43873092,261
40mnsmy70arg,52.44,398341,8298.99,41457649,464
rre6vcgbwioo,43.42,240023,5310.31,40006057,359
w8tyl2023g2b,14.79,217008,8450.73,40465510,666
2yrvq8bv9yiy,9.49,134489,9633.67,39507922,771
8hzznxqctb6y,39.27,199168,11222.51,39421767,361
y8innki787k8,45.59,265092,23325.55,39661261,642
fnth75bhf77q,33.9,131807,16484.29,39196439,817
aocl24q0ggl5,34.28,134273,38448.03,38883146,704
eyt3ooftjx1v,48.09,333803,15349.99,39438768,754
pjcfnq5dbu52,47.32,285162,23830.53,38951464,769
dworffda875c,66.66,672872,9450.12,40335179,358
dnhj452aqlmd,15.39,168917,30125.46,39112753,1321
ojjjzd419lgg,62.35,578358,7809.5,40301843,347
hivbgircaeoe,45.88,303431,12812.45,39577710,694
fprq38dimqnr,39.36,199996,8876.95,39063742,451
4vqnlpi62wog,12.13,83911,72739.26,38845958,5659
jm2o7q5wuf9a,23.34,407846,7902.36,39355268,352
yg4p4gj6qqds,60.52,541906,7403.79,39705323,393
91poj6115q5t,68.63,757218,7910.98,39357469,240
ihy6n6tznjzy,118.18,634618,46579.96,40330301,1944
88awp501u7kn,9.79,21957,8330.99,37740557,810
w5ulf02oyyno,24.71,352169,8274.06,39127352,378
hn6as69952g6,23.82,288920,7510.06,38452727,719
bs0kx3xrbuq4,15.45,112087,62847.63,37987043,5478
k9epqqx9qzbw,19.81,194145,52343.48,38101779,1403
rrz8b90hfji2,50.94,374774,9945.44,38203655,407
gmeit7b30y9l,51.81,388434,10012.7,38295002,1384
3r5whtmkiyi7,47.0,318831,10492.48,37707861,950
ziz0x96wkeh6,49.37,351398,8053.85,38629274,346
l9om7ydyeiqr,546.91,14931553,3652.88,83921246,864
8czl5wzxd8v8,28.54,98468,7698.92,37413889,292
kuqxk1dikxz3,94.91,1561655,3588.18,42064902,295
fnvnjrkmqjap,5.26,31042,12639.29,36823035,547
80r9i40u07ca,60.5,541435,9854.67,37909051,784
nvqm3xcqhm0o,55.1,441490,9122.73,37517524,988
j6yaozxbal1a,22.37,431728,6971.96,38056702,706
tb55y9ufqtfw,23.29,496939,8439.26,37348234,434
qrfewqfy2w90,79.74,1028450,3771.91,40476852,289
8zkijf88c41m,63.7,607315,8131.34,37902834,541
72h8fo3zpb5m,52.34,396800,9115.46,36114352,373
smicjofcezhd,66.03,658961,7718.06,37309335,476
n52htjneyqpd,61.51,561508,10166.85,36804860,307
p37h6i7c5d7l,118.81,2584016,3175.54,42655042,271
izen77i2joiz,44.46,251987,8226.4,36747330,416
gldzulzcyjcy,117.16,2509163,2503.17,43645530,214
6r4ckqv35zxz,38.99,196405,9758.05,35609913,1453
6s44b5d1bcy4,23.51,350773,6789.97,35093842,351
h6c7wex5qpx8,44.7,305281,3272.56,35034515,169
isy008qnii0h,35.42,141769,7307.64,35120568,355
gkwx1qb794nm,84.81,1192163,3649.57,38676302,275
nfapbvhsks09,56.03,457925,2317.38,35976223,1064
dceh504ut1ol,22.64,272129,18927.33,35293060,1745
vjksx4wb852f,26.46,507242,5019.09,36112999,315
o3ltkxed142x,70.32,762032,3087.06,38092826,192
62ekdi40v4kc,97.35,1658112,2824.13,39629638,284
lr1mwt6ye199,36.25,172661,11119.26,35259761,447
uybi52wbeqwf,16.83,44371,8133.88,34175885,636
sb5ds36q8w9k,49.5,353169,56366.93,34950524,4249
y8tqkbi0fyb3,16.05,124235,12771.66,34292528,393
dbi2c0lxjrkk,38.87,75375,50836.08,34302116,1280
vk06vhak22hy,47.33,285256,13746.37,33645524,447
4hgcrmjlhcgr,22.85,237044,18740.8,34020990,778
h3x09h0842mm,37.62,1528922,4738.08,34840930,195
qw0fcey9pvak,64.68,629071,8418.04,34288176,752
