username,payout,points,total_payout,total_points,total_wus,created_at
zztpmfdaobea,1.85,4992,181.18,274114,52,2021-06-28T08:15:02.569Z
zzuqivmdyi9s,21.03,184587,172.87,1639480,25,2021-08-23T15:16:33.534Z
zzw88jwyyzzk,33.0,829425,3936.62,64308351,2148,2021-07-08T17:57:08.783Z
zzocr0figgxr,26.38,254754,4777.56,40005498,474,2021-06-27T07:31:43.470Z
zywhpi9dit4p,6.17,26351,1334.47,3844401,209,2021-07-05T15:42:19.495Z
zzwvtryzltcr,28.54,155523,13139.03,132045513,1490,2021-04-18T23:31:21.811Z
zz4wz65z2t99,27.96,277637,8571.11,58170444,667,2021-04-12T16:59:51.926Z
zz37y9eetszr,84.37,977398,12287.95,151805249,744,2021-04-29T01:46:21.122Z
zywzewm7w2ze,7.75,80251,2633.01,11697027,698,2021-04-27T20:29:11.251Z
zyvc2nodo068,10.11,73358,3873.82,27474953,160,2021-05-16T03:47:33.431Z
zy25tok7udgl,9.94,71857,532.9,2766628,85,2021-05-13T08:01:28.833Z
zxnmy0a7w7tm,15.8,67770,1559.09,6254001,163,2021-05-13T13:04:16.904Z
zygzh5nmiubo,30.39,315850,3013.76,25381238,317,2021-06-27T02:12:40.735Z
zxnnvf58tqdp,15.65,143156,5654.8,36272266,1243,2021-05-07T10:33:03.284Z
zx7rqklr7udl,2.8,17853,1591.83,3725691,258,2021-05-07T01:24:51.445Z
zyogvakst4yg,5.82,72710,3368.31,15185218,514,2021-04-20T20:14:13.85Z
zx678fhm54hi,4.12,9719,11546.75,42145553,2183,2021-03-14T02:15:13.543Z
zwi0kddqankb,24.73,133259,5983.79,31585090,579,2021-04-19T10:46:17.809Z
zvvxd93jrvmn,27.87,276157,3786.07,32030930,369,2021-07-01T06:00:24.598Z
zx2goaar52cx,35.35,401793,5230.72,36362857,361,2021-05-16T18:49:22.145Z
zv5qjcdoxwdj,2.6,5261,768.54,1284328,77,2021-03-09T14:29:21.607Z
zvfj9fj2pils,5.48,95878,5196.68,27358727,1009,2021-03-14T00:45:04.778Z
zvhe885vzhmg,25.01,235642,2682.74,22563069,213,2021-07-21T15:55:20.779Z
zugd60dh8hfk,2.65,11601,5310.56,6095183,549,2020-11-04T05:07:47.254Z
zu9byvltluk1,2.64,6234,3635.82,7172677,390,2021-03-08T13:49:31.174Z
zutvnjhbgmer,32.11,344335,4997.79,39352845,466,2021-06-17T23:40:05.53Z
zt71u5pip8o6,21.18,186389,5971.17,30589584,580,2021-04-28T03:37:17.191Z
ztqtp2u06v5i,4.93,32684,1898.61,7957476,515,2021-06-08T08:58:07.387Z
zvd6suegb6e5,38.94,474381,6107.94,60991189,223,2021-05-18T01:23:02.683Z
ztdfc192304s,54.79,367326,26528.32,184363387,1784,2021-03-09T17:33:15.951Z
zsydyp356qgr,18.21,152053,105.82,955531,25,2021-09-03T22:46:04.702Z
zt1yajaxbgce,31.71,337320,2080.59,18334238,95,2021-07-16T14:22:26.977Z
zs602gmaxj09,3.99,7973,810.35,1212261,120,2021-06-18T22:12:32.444Z
zsqqyha53gtr,2.65,7301,89.96,307538,49,2021-08-17T01:47:11.354Z
zsfjb716u4a6,4.69,6659,1361.1,1044188,181,2021-05-08T09:06:30.488Z
zs67ib7h3bon,2.97,18972,1145.64,2918863,238,2021-06-04T05:18:12.209Z
zs704nargz31,86.78,726265,22758.28,215614402,2553,2021-03-09T13:01:10.611Z
zs5oc32ut9t3,26.51,441962,4385.8,44542011,159,2021-06-13T18:09:37.435Z
zrswz6b1b1g1,47.89,320612,5821.89,36061545,465,2021-06-17T02:46:47.499Z
zsat3l1clonf,2.52,28560,167179.58,91129018,4158,2019-04-14T21:13:48.67Z
zq0ohtwc87vp,2.57,11275,2900.36,24528132,244,2021-05-08T17:04:08.472Z
zp73qs4w279x,77.51,693181,4426.68,38025084,344,2021-06-11T02:20:10.509Z
zrr15v7mo6pn,31.29,329940,3238.35,21394324,216,2021-05-11T18:48:25.878Z
zqt42xigory0,1.16,4940,409.72,264587,112,2019-09-14T02:54:10.148Z
zr7swvvsyut4,31.11,327068,4944.11,40957000,496,2021-06-27T07:27:34.761Z
zr43t1c7t6j9,19.36,164497,4816.01,40860740,490,2021-06-28T10:28:19.295Z
zrjznqycqswv,39.24,745868,13849.1,226020157,1465,2021-05-13T10:10:27.852Z
zqd4uo1f0wda,6.25,24016,1457.31,3415582,278,2021-06-17T12:53:39.770Z
zoyp8i4yyhy7,32.32,161969,4477.54,16136615,550,2021-04-30T14:19:41.560Z
zobkz7s63azn,1.02,7808,14151.01,17352885,609,2019-07-14T03:20:05.432Z
zmmhcer3bclp,16.12,129077,3300.96,25496905,507,2021-05-11T03:32:49.824Z
zneevolqriwn,31.3,384840,10647.54,68905623,569,2020-02-12T17:34:26.335Z
zmg99isfipib,44.1,594095,28985.92,181850433,1391,2021-02-18T11:58:28.22Z
zn9jl54cfrv1,29.08,295175,4830.15,39694059,480,2021-06-17T02:48:43.943Z
zndju9el7xr2,85.99,1687549,24473.5,448286886,3018,2021-04-24T04:24:33.793Z
znvouymtuvm6,2.68,6331,13625.89,3263014,849,2019-07-03T03:47:52.741Z
znbznb8k858l,11.53,228940,25102.33,465476851,2994,2021-02-03T09:35:32.510Z
zm62l621q7du,23.69,217220,8638.81,56773933,739,2021-04-19T00:57:20.185Z
zn0het1kailu,20.37,90000,5463.12,32315420,494,2021-03-27T15:16:36.28Z
zmg05cpliaob,4.21,18259,2260.11,6598165,538,2021-03-04T16:51:54.525Z
zklllvc1h86b,21.08,185155,90.41,893512,18,2021-08-23T15:17:33.827Z
zm0se7xmji6v,2.62,8875,515.0,1170182,91,2021-05-09T16:23:58.30Z
zk0x6tbqvzhh,36.44,424093,171.14,1671136,28,2021-08-23T15:16:44.235Z
zm2drgu8t7id,23.98,220821,4659.29,39001803,449,2021-06-28T10:29:30.493Z
zix2y9ff6vnm,1.81,6698,456.25,280303,83,2021-05-26T15:03:57.511Z
zkrwbodiz7h5,53.5,305323,8623.13,68455945,653,2021-05-06T19:22:15.135Z
ziyqp7gg32qe,43.45,284464,7536.78,46609070,574,2021-06-16T04:41:34.988Z
zi5ws8bsm757,2.68,5414,1678.87,438229,167,2020-10-22T07:10:33.193Z
zlh5sr8hezgq,2.99,6071,1721.21,1583006,254,2021-03-01T17:01:49.480Z
zlngtf5j4atp,2.65,8531,1087.72,2441346,181,2021-05-15T14:42:25.387Z
zhcl0ptllx50,2.57,4940,698.13,514449,115,2021-05-14T13:01:08.758Z
zgi1cokedbg0,23.34,212916,3109.42,25628993,299,2021-06-27T02:13:38.983Z
zgmnjd8i0qu4,22.09,197577,2408.06,16565470,93,2021-05-28T03:03:45.413Z
zep9bvsx0v1n,31.32,330335,3046.35,25598689,324,2021-06-27T02:11:12.94Z
zgyq9h1nwfau,2.67,8603,2612.5,5110874,430,2021-01-19T22:41:22.625Z
zedples1y7r7,2.68,5700,925.3,511163,188,2021-04-19T22:58:22.424Z
zedndrjuxdia,35.29,400712,4624.12,38592121,461,2021-06-27T07:28:41.128Z
zhv9f1995nji,9.32,73505,2617.25,12051253,432,2021-05-17T18:24:22.3Z
zewo9i1pmkt5,4.57,5311,6224.58,2710984,527,2020-05-02T17:45:21.0Z
zhpor3vjn6b1,70.62,1627052,25433.62,294666120,1454,2021-03-18T17:25:09.938Z
zdij82vbmwbx,2.68,4639,410.22,621561,58,2021-05-09T08:29:27.227Z
zd0obr7r8hu2,2.62,5300,1313.43,5303438,209,2021-04-19T17:34:56.823Z
ze1qm7rm0c3p,15.9,126946,8354.39,57347898,404,2021-04-12T12:43:54.857Z
zdf9tta1f3ns,71.95,705479,12814.73,127051293,622,2021-05-16T08:07:26.622Z
zdz2ax3x2wbk,2.69,7410,3020.67,7467295,546,2021-04-08T11:03:11.746Z
ze7xi77ingmq,4.0,26112,2010.87,7209905,359,2021-06-02T03:27:31.34Z
zcsg1sjk4r6s,26.86,261516,741.78,7576320,92,2021-07-06T03:07:02.638Z
ze9tnl0nks84,1.72,10605,1198.71,1763200,244,2021-04-12T11:15:23.233Z
zdrzpdn3foq9,66.09,1134241,10996.59,180644786,792,2021-05-17T22:06:03.686Z
zd0fg5w5ldk6,24.41,227340,4257.68,36470634,428,2021-06-23T14:58:56.982Z
zcfnysw8463o,38.95,473895,2586.68,21566435,270,2021-06-27T02:13:32.107Z
zb9l7g160ipd,28.53,286534,456.71,4648918,66,2021-08-23T15:13:27.502Z
zcirypzw461v,34.2,381450,4928.6,41746064,499,2021-06-27T15:01:57.965Z
zbvco5f1r0ho,60.97,461951,21243.64,132143556,897,2021-02-22T21:21:34.763Z
zb64w02ulcb4,20.16,173200,2082.18,11351717,218,2021-05-13T15:59:50.10Z
zbpj58el40tt,4.0,7114,12080.09,146526529,1456,2021-04-17T06:13:20.385Z
zc672eraszr2,17.19,207828,2349.07,14684654,454,2021-06-05T05:05:20.922Z
zcdt3vt8lo21,32.89,358161,4845.09,40262880,480,2021-06-23T14:57:27.240Z
zbbwvb4v32ab,40.74,514435,16205.39,222238451,1313,2021-04-25T03:51:50.889Z
zandhxi9qcej,2.67,9509,9149.9,51788905,1676,2021-04-03T00:07:35.457Z
zaf7bsgpoblg,26.72,259467,186.34,1789310,26,2021-08-23T15:16:01.316Z
za2kxbp11f1k,29.36,299573,1686.5,14989304,159,2021-07-06T03:02:09.351Z
z9a8677gb9zh,33.8,374313,798.91,8229899,102,2021-07-06T03:06:01.575Z
z9x4tmtieuy0,19.74,168637,1340.11,8328521,293,2021-07-21T17:23:47.317Z
zam0gilu3jbg,62.38,527216,8199.9,62180782,374,2021-07-02T01:16:08.519Z
z95ise1o06d8,31.09,326741,4490.05,37381976,448,2021-06-27T07:25:09.781Z
z9toqop3r08t,73.18,527855,148056.05,337597849,2533,2019-04-12T14:25:41.510Z
z8vfq5fjjftz,7.24,42315,6668.32,40632619,434,2021-04-18T14:08:32.461Z
zahin334nzmr,2.61,29147,2495.14,5345099,394,2021-02-15T18:55:23.288Z
z8t9j29eyuog,5.27,35052,3274.52,11949896,610,2021-05-07T16:24:37.28Z
z8c3mmjszivi,30.51,317599,3564.05,30194499,388,2021-06-22T09:57:47.291Z
z7ryf0246c9e,17.71,356430,5026.51,43948298,425,2021-04-10T18:13:27.525Z
z7x15trz7h06,17.65,145951,1158.85,6468440,221,2021-05-08T08:10:41.442Z
z8rr1us5i2gv,2.62,5567,1803.28,5125034,185,2021-05-17T22:15:33.769Z
z888fuy9j2z8,18.73,157663,4383.66,30861442,364,2021-05-19T00:09:41.211Z
z7x2gjzaqnic,51.57,912889,13566.99,171390201,920,2021-05-11T15:02:16.254Z
z6xf9b7i0vkq,3.12,6241,1982.94,2888019,462,2021-05-03T09:39:19.734Z
z6ow793svax0,4.43,11701,4115.0,11938977,465,2021-02-24T17:19:37.844Z
z605n1d3k3dy,52.02,519356,20193.8,156935615,1581,2021-03-26T12:36:10.696Z
z82y5icnn4wg,27.3,671729,35891.69,71138155,2529,2019-05-21T23:55:26.110Z
z3g7ir9dquho,45.2,621358,2695.75,23160827,88,2021-06-25T06:05:12.883Z
z2ual4u78d33,2.6,8368,15.64,38896,10,2021-07-03T07:51:17.82Z
z4dtc2id8vy6,9.89,45312,2670.51,18853768,303,2021-05-18T16:19:25.927Z
z440atmwg7uy,17.24,225649,5041.33,43532784,491,2021-05-10T23:02:26.589Z
z4zq2o3kkhwp,32.05,635902,5729.38,64515539,408,2021-06-06T16:14:33.31Z
z5j7qeqcmgli,21.63,191891,7755.81,40138496,979,2021-04-03T03:17:11.926Z
z4imvneiqb1d,2.6,10838,1406.3,1614125,262,2021-05-18T17:57:58.800Z
z46evs0m1znw,20.98,183928,13466.52,185892840,1275,2021-04-26T17:44:19.165Z
z2h1ybiynet4,62.62,436263,9104.23,60625026,248,2021-05-16T18:23:49.53Z
z2e008p09llq,4.17,4940,1722.73,1317843,323,2021-04-28T19:15:00.301Z
z26qj2fogy3k,25.41,241335,4791.24,40218225,493,2021-06-27T14:56:47.5Z
z1m91m80o3xb,2.63,8030,9314.65,96043181,1538,2021-05-27T02:54:35.830Z
z15fgb666d1j,31.89,340444,839.99,8798919,110,2021-07-06T03:03:38.865Z
z27kuxrt9ytd,43.38,314934,3408.16,32234373,294,2021-04-24T09:55:04.303Z
z1tz88kscb4d,21.22,186931,6137.66,31672012,348,2021-04-25T22:57:11.710Z
z0dxt3elftqe,6.02,25678,1790.05,3251800,438,2021-05-22T21:38:51.979Z
z0bappmk3j5z,3.1,19848,1127.87,3471268,533,2021-06-23T14:07:44.113Z
z0j48zx185na,28.88,292003,4721.79,39221336,506,2021-06-11T09:15:00.477Z
z09u0zjzyzqt,20.02,171686,3089.25,25429230,315,2021-06-27T02:13:53.941Z
z27vwhecb4zo,16.11,93735,9569.53,28909160,1102,2021-03-12T16:13:33.305Z
yywlg351o0i1,2.65,12987,633.63,734852,105,2021-06-12T00:18:42.306Z
yzwokle6hg7d,19.47,165789,8079.07,42040253,1013,2021-04-03T03:35:02.125Z
yzqxzkl0ip8m,5.08,27740,4563.58,21288536,565,2021-05-16T11:54:26.655Z
yyy5v4rkgc65,2.9,18491,2454.26,2898055,359,2021-03-15T16:23:34.270Z
yxxoyrwl7hh1,3.01,19206,1774.53,4254287,673,2021-05-22T17:52:44.374Z
yy3jb335kjrc,16.92,80869,17100.33,125272763,1741,2021-02-26T10:49:34.938Z
yxfgexq3p363,2.6,8368,1038.28,2558915,197,2021-04-18T08:07:31.652Z
z08hta18o8ic,16.99,235301,7613.25,40530858,950,2021-04-03T03:34:20.567Z
yzg9tygzrvn3,12.06,90024,4729.39,12208984,591,2021-03-19T14:22:48.291Z
yxpnsqax3eh5,28.82,291079,9411.16,61056868,1360,2021-04-20T14:09:31.521Z
yvptf4mdpusg,42.38,1168649,4396.32,102072764,640,2021-07-20T02:31:01.850Z
yw4n5d7c40gj,2.62,14238,98.08,264563,68,2021-07-30T17:06:35.524Z
yx39hp1txgk4,2.62,4318,84.24,28362,16,2021-03-05T15:56:00.502Z
yw4f1qtux9q2,31.85,339771,2948.74,24226443,279,2021-06-27T02:18:06.413Z
ywzh2fkjq2wa,37.21,439474,1607.99,15717833,203,2021-07-06T03:02:47.682Z
yvqdzn2aff7t,4.92,32617,6971.84,23365783,560,2021-02-26T21:44:47.9Z
ywg3acvjdi32,20.44,106803,5135.23,33228287,205,2021-07-02T16:03:00.426Z
yvgncq0victl,18.65,156808,955.32,7957224,221,2021-08-10T10:27:27.754Z
yvfjc0a6ohht,4.94,19486,1309.57,3192091,165,2021-05-06T02:03:55.116Z
yw5uw2im99og,21.5,190262,5083.56,31057662,471,2021-05-16T02:40:15.475Z
ytq8bzhxjq6u,5.39,69101,18619.84,60645544,2201,2020-12-07T01:09:42.611Z
ytpjsbx6pnyv,2.59,5792,169.83,267128,51,2021-07-31T12:17:26.891Z
yus0dq0788it,2.57,8262,3713.98,5119646,522,2021-02-15T11:25:48.775Z
yu81i6a54dky,45.66,632733,11939.67,236805991,1343,2021-06-01T23:59:46.602Z
ytzgoo7rrjcw,14.54,70309,10900.6,99104708,1157,2021-05-17T17:22:00.522Z
yuh204jepvr5,48.74,456708,20141.43,126785371,999,2021-03-09T11:39:11.825Z
yt0n0px695kn,8.65,60864,2645.1,17923943,110,2021-05-31T10:22:42.768Z
yume2r71tz1f,3.98,10838,8888.49,82119230,983,2021-05-07T19:36:56.193Z
ytmsj1ybsvbd,48.89,298277,7401.58,45627058,557,2021-06-17T02:46:22.39Z
ytl8szo7vd5s,37.15,438093,5146.88,43142042,485,2021-06-23T14:54:39.718Z
yrkt7v3f8t1w,15.43,90000,1480.37,4526712,173,2021-06-19T12:46:03.552Z
