1e02gybhjkb7,141.28,28251507,103458.02,1708980211,10864
rmbme1ep8xxs,143.74,31244034,194012.9,3101281743,15248
l9om7ydyeiqr,133.55,20598275,114845.23,2348844599,14091
6m5khs4cnqq2,100.05,5150364,627661.17,3574056274,27810
nfapbvhsks09,53.41,545491,80592.84,1443838224,16901
rv8fxr56dolc,30.87,540601,610300.81,1349263187,12039
vy0my4jfyeut,140.89,27816059,374857.47,5593500815,29155
vmiarc39yres,50.8,1827108,2205374.54,6758811127,49117
tfgjdryn2a11,71.84,1433584,470848.11,1731930911,13698
qw9uvm7z0kns,47.5,540036,226356.18,722300091,10524
g6m1rnub3j7s,59.84,833331,72179.85,1193783259,3427
hguh04wdx4py,61.63,6196849,35988.84,1116519345,5027
hkvbmviprr4c,34.57,1909156,181435.34,862136851,4573
5ps4i9lmt3px,76.64,1771899,235694.6,775741331,8720
rly2g8kduq2h,82.79,2474140,64123.65,688572446,2911
tg3ct6093qb7,90.64,3460378,32013.47,615912091,2914
19lv1u44rnu2,84.72,2687429,52548.98,654220715,3279
ddvtsqvzb26g,49.52,1856544,124836.97,634610437,4556
alzwi0b7lu03,116.85,1913658,528036.86,1281711112,7248
k2rdhosk79dl,80.79,2269107,31267.96,474614477,1944
xizsb7nomhud,55.11,7195542,8898.85,436698999,3394
0a4j39bdapty,79.17,2115396,30576.47,434540213,1715
9ts44bgacp8g,41.63,1512777,82046.93,607431498,2984
ej4tpa0l6ajb,79.2,2117838,28825.13,419175438,1788
j6zzeyxavupt,35.66,561549,241114.65,519554784,4232
ev46pllkvy6p,48.8,1741132,173737.28,367740859,7194
29i1oe6kw2uc,18.12,11310,424305.39,386729476,7094
evqx30ajh07k,74.49,1612106,29390.82,361826405,2024
j9nqho75dg5g,39.78,1240833,135363.37,366908825,3755
opo2js9ihp50,20.44,332968,48177.36,357156378,2846
o2ol353bj8ff,154.92,49240511,3301.15,331094128,1864
lzs3tpytaxft,29.58,756559,153733.33,359715651,2878
rakq8xbblx30,37.04,1395987,21333.04,277571653,1285
q47dbrvvxhym,95.48,4249415,11222.79,283433269,2445
i3ptnncjlrcw,69.0,1263983,26186.08,286152799,1379
3mwr1ywhuhm1,29.75,1273993,36297.81,283989523,2320
s4d2j2uieezq,69.11,1270141,29491.02,283122407,3060
5pns0ymqjcws,37.32,973342,24155.25,289685199,2931
unw8thvvkxwh,50.98,484718,230281.37,278536339,2071
c0v8tmrgfql5,65.31,1069979,25471.31,276133574,1786
epw82116eh17,9.35,45892,204737.79,279933918,4501
9wfkok8lxc2w,46.24,383139,226339.23,271843800,2025
rvrmzoqf5a2v,24.44,380729,140410.98,265449605,3648
zftdswq8v061,25.24,115172,48442.22,265875086,3521
pvqoexz9cmwt,68.73,1248915,40711.53,263562452,1778
kr51wiiwtg8y,29.92,330875,137907.21,259769079,27280
fwtyv5qh8saz,28.25,273957,147223.09,270136904,7647
tvkgjtpm50u1,26.1,638796,155253.11,266302779,4254
shcwt31nb9in,42.95,1217808,83092.11,264714876,2513
422vsz0gq3qe,56.16,621820,48447.73,258464568,2091
jwjrrlez77ly,35.24,669929,231077.66,270220752,5047
5j7x6meatxyh,50.44,165969,124939.49,257397176,3035
ri89l5uy968k,45.64,371116,24306.81,250131731,1336
7676bwsd0mm6,70.89,1375148,23777.78,251110916,1610
l0lobwaoqqpc,79.62,2156266,13918.2,255376288,1240
6f611xirjh99,78.1,2017893,9864.7,252907332,1503
wxcjl2wyknoo,61.54,799590,64938.2,253293811,2450
x7dl36dbww3e,68.96,1262066,25080.88,254305249,1376
8v3djz4xxzol,13.38,43482,27191.89,252568164,1761
nlle0d9p5441,20.58,82457,48345.13,249614369,1472
3m5gunt23oke,9.65,10117,176876.75,249234734,3729
iaq0die74280,72.62,1484367,21812.75,247599447,2044
scwuojf6fyro,67.87,1200121,27889.12,247117593,1982
icg7v10k5xzj,82.7,2463726,10180.7,240507372,948
dilmhyryigdy,55.12,167955,293803.56,240925236,2589
hjdkvz2yowco,85.67,2799491,11532.44,241375904,1111
6tb3u6xe1zuk,31.17,224132,117166.82,239639456,1880
gldzulzcyjcy,79.76,2169643,12347.7,240059929,1176
cmlhvvm1ury0,66.55,1132145,28361.47,243037065,1719
3l6lciyzjmwo,116.2,671006,89742.42,243683741,10545
mzau7ngya3p6,32.38,1043962,23355.6,238937150,1531
apqavsbc4dnl,78.52,2055400,11729.25,233374948,952
d9r59mxu22mm,77.43,1961098,13305.37,229707309,1983
bapj4ru82lnc,75.78,1706296,15820.17,232464191,1701
zl79hpt4rkyk,12.57,54400,19756.34,232736201,1711
zndju9el7xr2,73.32,1531615,12810.26,230941332,1596
7ix5bygr0ge8,78.62,2065041,13007.38,232768785,1046
u14ojgdy8sh0,83.42,2541531,20258.66,231480792,1692
o0pkx77rfogr,32.56,242189,22146.69,231449644,1226
x9lamw6bgywt,72.99,1509186,27503.74,232850597,2239
vgaljtqj4c8l,60.64,765773,22658.34,229913628,1326
85wczq0ejayn,75.98,1720656,21601.83,229339995,2035
w4mik49a2p95,18.41,215240,105146.84,220604707,4175
z9toqop3r08t,108.73,989242,133713.17,227324802,2002
qfbhk978jjdl,37.3,1076059,16119.9,220902872,1412
6t88h54xu550,60.66,766239,30970.69,223153006,1417
j7hy8vliawb5,34.35,491232,137266.81,222485702,3086
7vdn49wymr7v,75.31,1671929,11924.9,225359540,1339
jgfze3r8e6zy,21.82,367600,24791.78,222136894,1706
cpsu6jzubjek,78.33,2038232,9638.31,216924516,741
4h9ym8h2c74g,35.93,221764,157708.99,219470753,3165
to1gi80d39eq,33.46,583185,108363.78,217088044,1922
r0a05hyas3vo,66.36,1122734,13346.36,209121220,1668
5tx605q3nobp,66.49,1129397,21913.35,215606546,1373
yzi4ytq5t87k,67.69,1390180,8326.16,212013376,842
r9tjexfwil9f,8.23,57208,220304.23,214396018,5780
m8kzyglhxnb3,23.32,409941,174651.2,212590010,5023
u9gwixkz2i6g,47.48,407817,185644.02,213942416,1714
3jyzcm6rhwzq,44.24,345767,194393.32,217055549,1726
ulg46lb811k7,42.95,427968,31717.16,207729125,1569
yg213i5x1eju,66.1,1109107,28137.42,208333418,1493
bit7n1teax8j,58.18,241238,262568.82,216470971,16503
ft0j7xwuuhgy,82.96,2491388,9604.62,199903505,1046
pwmloylxcjup,75.43,1680222,10535.35,202265794,778
4199hlja4zat,82.07,2397869,8458.33,204211906,864
zhpor3vjn6b1,71.64,1421493,20926.28,205757925,1099
kqgl9n0gp4nz,79.05,2104165,9500.2,204258660,1154
uwt8mmdrbx83,26.28,431188,183539.69,203346231,1656
0bst3xw9ia96,79.85,2177730,8919.97,198214041,897
1ycfc0zavomi,30.65,609001,23770.39,200326501,1441
62ekdi40v4kc,74.55,1616661,11638.05,199805231,1117
e4jkc61iw9rr,86.21,2865121,9494.09,195899235,1013
49smi2ogoim0,82.7,2464050,8933.17,192043922,864
6sl9o57q71ny,85.1,2732279,8891.69,194437626,1169
6h4qu4lr2996,77.57,1972556,9733.99,192738206,1013
sm7i06dqm0vy,74.69,1626659,11183.89,191388504,869
i1eo6xbesbcn,83.17,2513299,9272.62,192086516,1395
rnxe7amrcynw,14.61,66749,22708.4,193689068,1331
wrwcyd2b6kr7,78.9,2090299,9823.66,190277953,1039
kznjwu8wd7dg,76.5,1881693,7815.08,189355186,627
0qk8ns33ymjv,30.44,354697,165972.19,195536618,2888
4kg3k4cncz5a,19.14,200480,131656.7,193911796,5284
aj5tllzx47f5,28.83,285786,31543.48,188732023,1229
liooijiueyi3,66.73,1141464,10524.04,187053722,3388
sv1jirp7qbf3,46.92,1698834,7305.15,184325448,1169
7n8qoykx1no9,77.18,1939714,11682.47,187630361,1356
a0fnbsi0an43,47.85,415058,21989.7,186099386,1603
f3btjwpnb68j,38.52,636507,79176.83,188636483,2710
9ouv465a73iz,85.3,2755294,9226.2,184155396,823
wez2qycnios6,36.12,224077,177406.94,186073229,2363
