username,payout,points,total_payout,total_points,total_wus
m8kzyglhxnb3,13.85,120714,173413.44,198812501,4911
evqx30ajh07k,108.67,2133207,20302.96,192627624,1208
r9tjexfwil9f,27.5,682784,219159.56,202304218,5608
j7hy8vliawb5,25.22,458150,135071.32,191722670,2654
bit7n1teax8j,77.74,276243,256314.46,188604752,16281
3jyzcm6rhwzq,59.83,528006,190098.3,185585871,1530
4h9ym8h2c74g,47.66,327889,153465.34,190353463,2845
kr51wiiwtg8y,30.79,423098,134018.99,183799004,26269
u9gwixkz2i6g,36.52,174896,181427.2,181374742,1511
9g50650tsr77,23.81,552489,104070.31,177561285,9128
x0g9dakcdnxm,11.09,76838,160893.1,179489755,8384
e1fa1zkgvbtd,78.28,983023,65410.62,175414584,1649
uwt8mmdrbx83,36.7,327872,180834.99,171074844,1418
4kg3k4cncz5a,16.27,159070,129962.72,177522348,5108
6s96k4gk088r,37.81,998210,35628.1,170059782,1112
pchbrephvmul,135.29,765408,223677.26,169537762,1678
es9s2y4nvad7,102.65,1874728,31384.42,169184300,830
0a2b5mgoksd3,39.06,1771611,17223.06,168498753,1113
422vsz0gq3qe,88.84,1333402,41363.54,167190250,1499
zftdswq8v061,90.14,1381089,41724.47,167568283,2169
do7ag4xmi1wi,123.16,2780651,16989.05,167244293,751
5pns0ymqjcws,46.78,1312519,19908.53,166252621,1834
3qvz1zphyks8,105.53,1997289,16371.49,164924077,776
i3ptnncjlrcw,82.25,1107613,18805.4,164582186,862
pvqoexz9cmwt,81.68,1088912,33654.91,164612104,1282
0qk8ns33ymjv,28.19,329600,163591.7,165320961,2507
shcwt31nb9in,23.05,210730,78721.1,164521014,2011
wxcjl2wyknoo,68.78,724489,57997.6,163561305,1977
to1gi80d39eq,40.74,702863,105029.6,163290476,1575
jl77mnzlqeyu,46.34,273795,158678.35,158515959,2134
s4d2j2uieezq,94.98,1564250,21645.88,158231030,1857
n4dl2fttehg5,148.99,3942303,11505.74,155088695,1008
rakq8xbblx30,43.33,1311177,17504.07,156129737,758
v03igr9oj08b,17.21,151821,115976.92,154860966,1324
ri89l5uy968k,99.47,1743368,17970.1,155895845,826
pfw1w9aj0a2q,12.94,77870,112849.12,155355799,2686
f3btjwpnb68j,31.92,558959,77131.3,157237630,2421
6imbqqhc6bk2,17.79,22953,125588.86,153668714,3999
ak31ljk2z8v7,16.23,146036,190479.15,153609736,2351
4bs4xbxg4a2o,94.44,1543339,18903.44,152853548,876
dbxpe1wg7ry9,87.22,1276291,23937.97,148954505,1013
pt7f7z89grk0,9.54,21380,163576.38,151687830,1600
82gnnzmk4ck5,87.48,1285279,17824.75,150781826,796
scwuojf6fyro,76.11,919764,20749.77,148703245,1361
c0v8tmrgfql5,88.81,1332279,17525.33,146586699,1286
71tsdlxcz71u,107.73,2092180,15418.67,145647922,828
29w5iavex34x,19.53,381765,100449.89,146383762,1327
tm85xebndjv8,18.35,182600,98372.95,146285068,9337
p9e5glw3u9j2,27.88,1181786,19372.64,142200651,862
tf4sbvrkm1xu,57.57,1323229,17949.0,141783882,1156
mzau7ngya3p6,37.56,1087519,19571.7,140560479,1046
0m1a3ltaowlh,33.81,1114594,23697.11,143931259,878
kotvpwksjohf,5.02,10870,88583.12,142313574,2712
o0pkx77rfogr,96.08,1607198,16805.48,143124770,804
znbznb8k858l,51.52,1891570,17859.28,140046148,1288
hkk69ixj97yw,4.84,7993,222315.68,140863415,2631
j41rhnh07dq4,35.58,1421195,20715.14,139428966,1070
9vgq64t69kkv,25.79,978925,28109.28,138588300,1410
hqydwgfo2g6m,3.95,10275,91547.41,138186612,13806
82g89wjcx5xx,83.86,1160937,17847.38,137642079,1037
slym6bih78ta,7.6,41053,126517.68,138072006,2731
g1xwg4r5lfal,13.05,66208,176862.19,137340244,2726
t35yivdb1pfa,109.27,6102507,16039.97,136947607,1054
x7dl36dbww3e,86.08,1236425,17481.15,136166217,816
d4jfkh6bmx8k,66.16,1656159,13848.01,135795036,724
np86imwh6lso,18.25,174726,140102.71,136577749,1618
8mb7jokv68yr,95.55,1586048,16969.6,135318813,765
bmo5ijs5mbmz,32.86,596123,47999.41,134220798,988
w7s9jse9l28f,35.96,1219951,18533.82,134621543,1096
zhpor3vjn6b1,94.16,1532658,15904.65,134143637,748
aj5tllzx47f5,35.84,613794,28140.61,133829263,902
jgfze3r8e6zy,38.91,1249596,21583.82,134984772,1095
stxdk80ttzwz,99.68,593740,147651.97,133728983,2838
qfbhk978jjdl,27.01,531952,13237.82,132957140,900
nzn6sekk7bzh,95.78,1595346,14542.76,131414004,700
xluptna4yin6,97.92,1680999,14826.92,130638396,1108
1ycfc0zavomi,35.42,775454,20581.05,131149566,1058
6t88h54xu550,85.14,1202822,24005.16,131512844,944
yc2nztc3a9ot,70.95,778452,41202.23,132132885,1588
jc3035hbf8ht,67.09,2533301,7480.0,128316329,554
9vjw272h5it6,83.83,1159719,16546.68,128433556,724
7676bwsd0mm6,54.0,422803,16052.15,128352584,882
cmlhvvm1ury0,63.46,602012,20939.72,128972669,1049
z98pm05b79i2,90.25,1385454,16263.91,127637565,793
z9toqop3r08t,157.84,1178807,121697.98,127707187,1501
341edvuddaol,16.22,211736,15438.1,129035253,757
85wczq0ejayn,93.19,1495569,15587.26,126861209,1246
phtqoamp3se8,35.63,1616659,13680.77,125466893,910
vgaljtqj4c8l,82.11,1102881,15576.23,126408449,790
wy13lg13yki4,85.22,1206037,25549.97,124936099,998
x4br97v8y508,26.03,397825,78072.52,124348035,1615
bnhagseqm95u,82.63,1120346,16852.59,124439652,1042
ulg46lb811k7,66.8,675765,25135.29,124366943,1046
jhdetk8kcs8d,79.36,1016460,17133.11,124463246,924
x0ldv4usgfw8,87.47,1284966,18945.59,124747753,839
1lz1rlnjic9w,16.08,189451,137135.04,124570385,16476
ikmohywoausg,28.92,619810,35798.59,120522702,1674
kvk3tspowz5h,27.02,267430,76822.26,119662832,1075
ul5owmopjhdp,55.67,451578,15456.61,118668015,703
c6bw4rj3sal5,72.31,2572030,10115.31,116554096,659
mdbhc3ida24h,16.23,98089,99889.69,116490797,1100
wnhvmnw4xlfu,23.41,268682,95745.38,116919140,3513
2tbt0x200muo,9.68,503,174375.17,115981465,4972
qcokmegdnyxa,78.41,987099,15271.09,115416316,914
kz26pjy1pqs3,21.6,603322,14321.88,114548521,886
yg213i5x1eju,56.3,462852,21258.76,115093737,919
l5w4r2nxgoqm,81.83,1093708,19320.55,114118280,761
bt9z1gdrpq6h,72.63,823150,28095.98,114760608,951
mbcyvg5gxaw9,82.9,1129277,31413.46,113463027,1200
1afv01inhnb1,46.07,306017,89436.4,113719429,5769
1znkosucvpmz,77.95,972732,15930.21,111807981,719
rnxe7amrcynw,69.85,750525,16733.42,112964193,846
x9lamw6bgywt,86.96,1266957,19694.74,111021587,1402
xsgj661af50r,25.54,361155,115102.83,110624058,3863
g6rh57vlqajn,9.78,8368,13607.72,112940942,929
42w0s785rhty,9.89,8468,110141.4,111116199,2103
rttldvetq65i,73.74,852402,27650.53,108819788,1010
z9jqyyzw1qtq,44.08,247558,13537.72,109514998,801
1x2ijsdhqttd,47.97,1762841,10276.94,107584228,556
7hjm0bzqsf01,81.14,1071592,15800.16,107073674,1340
rcppu8zp35k3,57.91,2251608,15083.49,105884652,1042
5tx605q3nobp,86.27,1242876,14507.54,104917636,742
f7jj5afu1bsn,25.33,355420,144153.16,107202379,1527
7u6iddachsyg,13.67,75886,106747.46,106484250,3005
on2nah414tgp,47.29,284727,69153.97,103357653,931
qe044k7zur3u,73.88,856320,13810.1,101314095,598
mv914kqxpl7b,86.47,1249813,14469.64,100198836,687
suhd8v55nr5r,81.82,1093554,14945.21,100443709,865
l9om7ydyeiqr,625.74,16389784,4278.62,100311030,1016
m7lfmnbp6h0o,22.03,237846,16711.81,101030246,1505
zl79hpt4rkyk,91.86,1444472,11840.13,99700183,848
s5b4208xq8t4,37.68,989817,96753.24,100292943,2247
pnecijlqdlst,68.91,2583909,4700.74,99711295,449
why369y57dje,9.5,63931,90841.78,100273440,4160
1p7644j215ok,64.77,663690,19873.43,98278051,668
x23k57mvicye,84.41,1178984,12811.06,99093628,729
nt0mxev0zkbp,64.66,628622,25811.38,99370122,995
4h58cb2n3nxb,92.72,1477245,12906.67,97773260,802
xbfrcct8uh5i,71.77,800277,18386.08,97763742,1421
na5ppetrq93k,67.48,692804,12484.36,97746051,489
3zao7rnrbnay,79.0,1005353,8032.84,97362211,997
kijako9qj01l,64.42,623326,21305.4,97658834,1426
ahjdss3atxwv,24.17,245223,85659.61,97637436,3611
u286n2i1wsdg,6.31,36080,188689.54,97238314,1297
yvy892whfqot,45.85,268145,78153.51,97048883,1410
2yoq05ptid6u,67.02,681652,13710.4,96817190,584
6jv708z00950,48.09,1773276,10021.31,95789960,1058
a0fnbsi0an43,72.64,823253,15078.47,96411557,957
73ifmidzrdn5,136.06,1081853,101921.82,95142584,978
pueyrlv4kawf,84.51,1182343,12508.33,95120777,518
omz0oo81nz7a,62.03,571936,24539.18,95063804,717
zmg99isfipib,52.18,394264,21258.12,94425837,864
r4g66fsz7cus,14.18,130864,65663.32,94462486,1846
u14ojgdy8sh0,45.87,268358,13844.14,94040121,1046
o2bw1p0t1zuv,64.4,622781,61024.49,94389964,808
dpf9woc6wibu,83.38,1144985,11719.95,93776621,551
839rzkryyyzf,44.26,249648,32128.3,93286753,652
al9xlajw4g0b,37.8,615592,30806.12,93444957,1940
num07muwoeei,5.81,37589,78260.74,93709534,1589
xtd0rpq39tmp,6.74,64609,102242.67,92367584,830
0sv2knpt19pf,77.71,965779,13224.97,92121546,945
iaq0die74280,97.63,1669516,13068.92,91723104,973
l6jpm5qlfvb7,79.2,1011606,17929.24,91702879,621
be4uh3wif1pl,27.42,284564,101291.54,93108146,4708
sdim91r8ja4k,58.5,1279564,9804.92,91057173,669
4v78wixem2r4,27.75,783624,14416.27,91609325,787
fq7smf9hp5g1,75.55,903790,21593.08,91434556,991
3gihxp7zrz7v,54.69,1741711,12516.55,90758897,546
eeqf7s2ijf0k,37.03,474671,29375.92,90572841,1152
8v3djz4xxzol,85.2,1205508,19445.07,90314262,852
1n0n9n6933yv,13.58,94116,179737.55,90398326,2272
y2g46bf4esrg,7.77,27631,14151.96,89878871,699
2wq7nogfdgpf,26.87,255760,40768.0,89703568,1446
n94sua5v34cv,15.47,116470,134792.23,89783350,1225
6u1lt71y0fxv,40.43,1014004,100205.39,89082707,7858
ldxpsmue9dv2,74.74,880341,20726.82,88395897,643
wn8putwhue0c,12.7,30616,20297.14,88729046,1006
alr74h1jiibg,28.48,1243826,10081.71,88955821,841
njk3muybdwdq,7.68,60443,102358.11,88512344,858
qyt3v57heos6,82.81,1126208,14400.5,87611776,688
yw778gixlx0w,16.19,184167,83560.71,87229970,1075
5i3jt0lk9lr6,28.38,97581,95299.32,87140412,1185
ly29qdwaugk6,20.33,307761,61511.6,87899153,956
ark6j61fn8fy,18.81,146732,125467.61,87003301,5751
6145vv2ct28t,114.71,2399735,6789.82,86277345,605
a39tksrkqii6,55.54,449199,13277.71,85741168,453
yoykwycnzdbp,60.15,534420,43095.55,84763385,929
jar1ccufxsu9,24.53,377426,10203.31,84553063,971
vkr9k4cbmwaw,60.95,550411,13155.83,84110141,725
oh3zbpvhom5a,63.31,598686,35950.93,84476098,2412
pccf50tmpmcc,37.42,1137752,10637.74,83681512,799
9c0gcup67w03,28.4,137975,138043.79,83680214,756
6evvsoz5mvvn,30.27,763984,11863.21,83259442,1322
zzmxnychvwgx,69.61,744682,99433.97,83218814,931
3rcp6xk7ikuo,65.42,645464,21619.63,82838779,866
lp3au8l12mgr,73.06,834561,13958.44,83300915,1003
0gv6o6a6moeo,46.07,270629,89470.46,82983799,856
slvphz84uh1j,65.83,654383,12685.86,82747427,529
azwix5he20ov,24.28,465547,19984.56,82984598,1275
j9fwz0jkk8ta,103.72,1920578,5322.43,82031945,375
afnwjfildlvh,34.11,960351,11885.77,82522166,619
nqxh5j9o4aph,19.86,161001,78593.86,82050855,1677
7iflwlshuja0,58.01,493116,81263.19,82170300,2130
qzcsyqhf6gz8,58.0,493058,16107.77,82684470,841
zwwb6p7ahlf7,15.56,272355,88344.89,82076993,796
vx78bwtrjlvx,36.41,912240,11688.68,81834974,839
7meft0mr69m7,16.47,150792,113784.68,81226506,846
pwo0y2skxr8x,38.05,471450,36161.69,81305210,8118
izharb50wvxy,11.54,153473,84848.86,81176672,775
lkljhuvgtr00,30.85,111786,85012.84,80861910,1529
nzlhgsemox1q,27.21,396522,21960.29,80136743,451
bmy6yuj6409x,29.18,440723,86366.88,80370894,3184
8i8iowty5oft,31.93,410583,12955.95,80102011,956
6fq3724ybrj7,30.53,505705,30203.82,79906175,1154
4iux8adti59o,17.74,447635,11350.56,79784592,801
9u9q6vv1bbwl,24.1,214635,100996.0,79626667,4981
kclfbvmrgrnu,26.42,440382,110618.98,79405678,1114
gb74q6yb3n3a,52.3,396087,36795.75,79050224,1057
ds0havc8943n,59.79,527243,22719.45,79020503,750
t30esgj0v9xu,22.18,307973,14103.11,78848531,550
32itgy58brlc,66.53,669854,21929.99,78776903,789
nfxftcce1zu8,17.73,124856,85613.22,78893674,774
wurowf5ue5ig,7.1,39705,121324.71,78517403,1216
y15t9z6ctbgx,10.95,59990,108568.71,78542848,827
h8tyk6rd08dx,85.19,1204894,13113.69,78020219,532
o7t981s3z94n,66.73,674368,13989.67,78071773,1115
l2rxwv8jd67y,28.98,867672,13644.0,78126899,665
lafpmt9rrqz0,12.13,127331,89903.93,77829954,793
drn6hd0wdph6,21.71,406151,19682.66,77483609,713
5z23f0zbdohp,75.54,4033806,12693.07,77460643,713
1iwgs7p1hmt5,63.12,594568,13785.69,76285911,610
3qqz0d8ii6h2,40.21,1101600,20398.06,76696850,621
zs704nargz31,83.03,1133330,10709.9,76133600,1021
37ga1q5946fh,64.4,622823,13776.52,76051393,833
gfm11dfzqar2,66.97,680404,14150.82,75981870,2166
3jfg6nfqfhlv,15.71,107341,161996.02,75523212,3008
l0og6vkvq035,4.7,55659,82504.76,74839342,672
by7ju709ms9h,75.04,888816,13877.99,74650971,776
gd7zpwdkk90s,9.74,128112,82667.73,74933949,686
53gjzve1j25r,70.96,778594,13844.3,74612145,546
bo907lvvfkl0,49.09,347522,22440.77,73798564,960
4l2bp0jbl5xy,12.6,126387,76494.34,74430372,699
7iqrc760ksm6,23.33,559041,18698.21,73170435,636
ylwgcl40bi98,28.76,140635,138608.07,73296673,646
btxup7nwnk3t,34.92,138475,124600.4,73125118,576
4wh3iitcparh,50.71,1741797,4418.38,72995858,384
kf29lj0f5sbz,68.3,712812,11962.69,72810900,702
w1n3a6play2n,23.99,531122,13054.26,72622329,1000
8smyl7ftkr0r,15.77,144459,134835.9,72536832,3964
3l6lciyzjmwo,183.81,1761151,74881.49,72602058,9430
07c8j2zhiq7u,74.28,866945,66634.55,72299529,1188
l0lobwaoqqpc,124.98,2863079,4714.49,71679496,363
5doxrewmfamh,35.26,140688,142147.03,71637160,619
uuq1zsdefqiz,11.95,27630,20052.2,70925371,486
hux2t67uhis5,60.38,538997,13047.18,70512502,794
7ajek02i5ljn,60.23,535959,14130.0,70498230,770
trkh1fepl66p,75.0,887805,11999.8,70456070,892
41662v9kj5of,5.08,11638,62899.5,70506181,632
nzwf46k6ybrj,67.05,682294,11322.56,70418750,471
r2hgglzc5qnk,32.35,658758,33892.88,70632503,1196
dbyi9nptk2nl,28.22,96730,18852.64,69788414,602
dsghw59ubj91,23.64,273948,69535.09,70266828,1172
j0y4ylvga9fh,5.89,30008,109227.13,69674106,1275
l7evvj5uwzdw,17.12,167826,69716.08,70036255,2024
hf0hruq7esdy,57.59,485804,10313.1,69897769,824
ony37ihne3pd,33.2,538863,12893.18,69485832,501
un988e8e8axq,11.46,60779,73310.56,70020750,677
ibuuqyta9mbn,31.3,455441,20164.65,69457391,813
ow49oktwr5dv,29.91,936215,9630.75,68854867,596
od9u3gsyencn,66.54,706140,11569.4,69024410,745
m4ebcp8yzyol,44.05,2320985,4502.07,68740324,536
rwdyief9wwcj,10.93,130152,86247.44,68648809,669
frgxf4dtuz8u,72.88,829764,12819.71,68165921,665
wgjas757bimy,25.04,552693,12879.26,68341947,659
0s87tjvf4xn0,74.68,878694,10368.1,67762532,461
0fit89xqp34n,29.68,496399,69548.37,68015420,867
ii3g8904old3,31.29,610824,9236.46,67689386,626
h4lhwa3wgt4c,52.81,404090,12914.38,67002622,826
33hjaikwxusd,44.19,110963,144767.78,67026437,1027
p1tjcgunvp4k,25.55,410797,8936.06,66848353,603
tv6c9y733nxp,65.32,643101,12723.48,66909069,914
104jfu1ygny0,27.41,92444,10602.08,66677759,639
jtxa7v4azycc,85.5,1216055,9292.6,66267923,476
t9eqm7kgwzcn,67.81,700770,12267.01,65240379,597
fh1plordxrtp,62.59,583117,12848.33,65497225,558
3jrwlkxtherf,70.89,776862,12528.43,66073302,785
kpqwmmx11ffq,72.39,3057520,12324.76,65395067,483
k7f42t4soaew,18.22,180407,68562.83,65398648,4585
etxuphjk3j5c,57.15,477993,13815.73,65055323,646
amb5xbfntutd,28.66,525464,11062.5,65016868,543
urcqztqhf682,34.35,925922,11493.07,64835654,825
begghje2s0j7,21.06,211301,95430.78,64643327,1712
oyenzxrvdbm5,55.15,442385,14354.75,64414878,801
lsboprkbma1g,50.97,375265,18060.88,64175759,839
b4nq5n1785l5,29.51,586942,11440.26,63891466,714
mqm0j4vo2ta1,45.06,1521434,8574.98,63107161,417
at4og5ltuiba,79.03,1006542,35884.01,63351962,820
uvtfuchk24qb,93.27,1498524,8847.94,63129326,384
twxa9cwund29,23.98,375860,12773.91,62785559,686
zbxlv3r1cp4b,63.98,613521,12542.93,62247005,678
vd9lia15xeeu,31.23,1038848,9010.35,62513230,783
tutor6tp68os,9.54,3966,54952.42,62198903,425
hxnqhtmt2n9z,63.61,605384,12667.5,62128852,510
sr8od6qsdb25,19.82,170810,80055.72,62697673,4121
j5vhvc7v9omi,52.87,405097,35608.92,62066612,958
ew0m0dj9bg3s,58.23,497146,12485.49,61845838,582
5iax5cdvbbkp,66.29,664549,12308.54,62062133,563
vy19jxdrdzzm,53.6,416504,20059.65,61875923,835
d4efbj936uzd,35.73,168306,113494.66,61686568,544
4ckxn9bx9oz2,100.69,1794276,5096.5,61579821,321
lv05d115auuc,35.83,639328,9452.48,61150984,618
dvt8qrzydind,126.02,2910295,3689.18,61170516,293
ciko1ihi5iq9,24.21,541692,13115.24,61300764,2109
qi3epfsxbd8y,56.47,465790,32040.61,61155168,557
gu8c0jqd2r1q,35.69,561907,16419.88,61469993,631
d75vnxpoqrkj,4.81,9187,12522.6,61013721,972
mr2obdlds6t6,63.4,600575,12056.22,60868915,587
n0ocwy9oa180,65.16,672232,14504.68,60842833,388
bqtt5mupfwge,69.51,742184,12172.75,60924823,623
10zwvo4qfucq,78.25,982271,8804.37,60862558,468
67rpnh3ffabu,70.83,775227,11215.64,60892803,499
idb42ks0jxt5,22.68,241899,10851.86,61012824,858
rpfxpd8b1hbr,33.95,702818,8751.77,60273255,572
gurh558e6gwx,112.06,2281840,3951.74,60524758,305
gt1kci7nl6r8,6.18,57140,74789.74,60194475,590
r0a05hyas3vo,97.21,1652712,4770.25,60338756,595
idhrewhf3gb6,67.68,697788,10454.3,59894253,539
u1zjinu4arcl,64.75,630553,10858.33,59879742,621
dr5v97fikxtm,4.8,17037,24623.25,59694142,1730
lbnzcqm75lk2,111.85,2272985,4058.03,59771612,340
ztdfc192304s,61.8,567280,12012.9,59303858,714
1ya9ru3b2fbu,45.61,265332,10790.44,58550213,961
4y0x8iifdc3v,35.53,951938,7228.02,58517333,585
l5tumupl5a2y,13.57,168133,10377.65,58194561,653
i1dj5recg0nh,92.34,1462431,11585.92,58425008,698
28hknhbi6v67,23.04,281582,88108.17,58105464,837
pmnkmp048giz,111.08,2238504,3969.07,57727548,536
09zjqp60i9a6,61.96,570499,11178.23,57807023,762
zbrnvdvtw3u0,37.24,572644,11407.55,57985369,560
57h0ms1269x3,71.69,797963,12027.41,57801949,667
k0fnrc6c4a18,82.04,1100757,8058.47,57661134,661
g5bvz3t0031x,58.42,500438,11115.63,57640475,499
xsn8spzxyker,15.71,107337,8398.13,57609920,293
z9loq6w0admn,34.51,190091,17513.68,57598146,384
bv78u24klou3,57.83,490070,10468.88,57572170,485
vdlmg3gvztdt,68.37,714581,11779.62,57167925,685
kya0d2esfebd,98.31,1696656,7053.63,57096734,452
xabs11ocrcpi,64.44,623819,10708.62,57064864,568
v9675yhoy10h,47.23,322074,9051.34,57158326,442
2820ilnq9hgs,28.57,521776,7540.68,56466988,462
5cfni8yv8o8k,57.92,491500,12015.88,56412150,510
c9ox5e58ux96,68.55,718982,10877.28,56326247,956
zlo64ngi64rn,85.66,1221421,4665.17,56281275,413
ab2f4r7yf3xb,36.81,177260,9509.74,56246050,364
r6uxu6tjfkuo,61.58,562986,21421.71,56196933,1161
3v1ubj12jqf8,26.04,409349,13381.76,56251337,762
q6rrp52djq96,66.64,672425,11269.54,56050946,394
kmw8chj5z8zq,82.18,1105210,8558.42,56006324,462
glgzl51ojjw1,38.25,565353,12912.2,55638537,551
iji6k1g1n5cl,54.01,422981,12246.71,55509389,535
4rojvjfgl7s7,70.48,765900,10407.39,55563389,678
tzyf0mgu0wln,22.16,423425,15996.18,55395953,747
sbhkcoujifjo,59.95,530392,21618.13,55094795,951
09tvr78k30fl,16.38,42868,56827.03,55075472,1508
kdmxnyua5952,3.02,9699,8036.51,54895716,623
3v6u7rtvqg1n,28.69,99257,5275.5,54564455,356
oxy29kxkt17n,72.11,809232,11190.2,55020855,799
92a7ovmtegfk,66.84,676732,10588.86,54666152,662
gw1tjrim85zn,58.27,497861,14038.67,54473455,441
8gzcruos1hp8,35.38,141490,97632.96,54760404,498
bo93siajmopb,51.77,387748,20897.19,54512441,917
31nzz7by1xjv,70.58,768202,7649.77,54346789,465
bul7sz1cvqw0,11.42,73231,26383.52,54309286,2469
z0zcrh3swxjl,33.5,971107,12735.48,54368581,846
fqhiico7w5sm,25.39,464788,16621.41,54293186,383
kthuq909o3qb,21.29,181764,71457.98,54134038,4084
3iroi9fb4ret,17.63,145377,7275.2,53896701,448
j99bx38ys8oc,26.75,290354,14679.63,53658292,790
da797u6ye67g,45.32,261959,10887.41,53516506,419
zndju9el7xr2,105.14,1980996,3562.62,53308167,424
fasqtn879b05,50.7,370993,11499.36,53395722,729
paoc2r6obxjq,75.52,902669,7392.75,53153450,405
de18n6xugg4e,60.12,533783,12746.37,53242947,519
kf5sb7kujkin,11.86,82020,7520.42,52628752,595
aroeobq2qewx,45.45,263450,11034.54,52992284,397
g0g4l0b1gi1a,7.57,52691,69881.99,52739495,496
d9r59mxu22mm,111.18,2243114,4193.65,52581016,559
2dxpy77xfh1j,54.22,426203,10368.74,52492749,523
drmdyj56op5v,67.59,695491,19714.27,52232134,739
06wblioecv17,54.95,438801,11718.16,52254674,397
zw12nd34pdbn,50.78,372222,34917.47,52070962,1195
ldjmcsznphg5,52.07,392558,9759.59,52084801,535
93t9yqu90rh6,10.61,70152,97826.4,51996177,10982
q9odpma86maf,23.35,215919,8178.49,51762361,726
7ix5bygr0ge8,96.1,1608334,3590.67,51788019,301
icgxk7crhrq7,21.88,287926,24330.91,51732449,1123
8yub2qrnc87w,28.16,582724,14026.44,51767963,530
7n8qoykx1no9,105.72,2005188,3864.71,51402031,367
bvw86kc48slf,79.96,442201,11387.98,51144592,876
3fp81s6xghe8,46.16,271736,14881.93,51348679,681
y0kg81pecxdm,45.49,677931,2499.64,50557194,351
bapj4ru82lnc,98.69,1711558,6345.94,50240807,645
4xl8wxmh6f8j,51.7,386622,11662.99,49982468,829
pkl0t2rkxajo,28.14,810643,8198.25,50008992,269
5nm2cyxfxg50,23.25,386250,10207.21,49872308,451
bpltc55a4wjh,12.82,30995,9750.72,49677148,556
5rxkx69yd50m,54.27,426959,10727.74,49680526,582
1i0t0huk7isq,76.33,926102,6241.93,49634351,369
