username,payout,points,total_payout,total_points,total_wus,created_at
zzocr0figgxr,32.68,203121,1756.22,12998326,166,2021-06-27T07:31:43.470Z
zz37y9eetszr,59.14,355057,4720.04,71711358,385,2021-04-29T01:46:21.122Z
zz7xblz5vh75,16.99,153560,1174.36,8630426,46,2021-06-15T03:08:24.875Z
zywhpi9dit4p,13.37,11784,352.43,1129320,56,2021-07-05T15:42:19.495Z
zyogvakst4yg,5.64,8368,3129.61,13323952,457,2021-04-20T20:14:13.85Z
zywzewm7w2ze,6.87,16308,1810.0,5354162,358,2021-04-27T20:29:11.251Z
zzppbiszhr4u,9.57,6948,311.81,125075,39,2021-05-17T08:42:01.358Z
zzmlysr4v1eb,9.65,5780,57.94,27800,9,2021-07-14T02:08:54.236Z
zzw88jwyyzzk,30.87,181582,616.19,3381558,193,2021-07-08T17:57:08.783Z
zzwvtryzltcr,71.18,679763,10306.31,109619402,1090,2021-04-18T23:31:21.811Z
zx8vr0pnlejw,40.64,320856,3021.85,21002333,566,2021-06-07T04:08:33.802Z
zy1h3liskhwc,40.48,317901,6449.08,45322090,687,2021-05-02T16:39:19.542Z
zxrlilz6xrj8,42.82,359962,6421.03,59955956,501,2021-04-20T00:50:21.375Z
zy8wu7geair1,13.31,100893,1796.74,14164259,76,2021-05-29T14:54:00.778Z
zygzh5nmiubo,31.81,191595,1339.11,9508233,139,2021-06-27T02:12:40.735Z
zxnmy0a7w7tm,25.56,109348,1314.32,5325850,153,2021-05-13T13:04:16.904Z
zygq34v9tv10,12.98,15775,1245.06,2243032,325,2021-05-15T19:36:27.387Z
zxvtp9h7bs1v,14.66,53446,1038.55,2802445,133,2021-05-07T09:15:34.395Z
zx7rqklr7udl,9.64,16996,1059.3,2164099,136,2021-05-07T01:24:51.445Z
zx678fhm54hi,27.11,92722,9090.34,32381224,2001,2021-03-14T02:15:13.543Z
zx2zkzcak5j4,64.07,444437,189.15,1140811,12,2021-07-15T20:29:18.369Z
zwoabh5u1qyj,26.98,84460,1438.73,5608010,102,2021-05-09T02:54:13.152Z
zwicd3dot5zw,6.21,7766,9249.28,33521650,665,2021-03-15T15:56:43.73Z
zvfj9fj2pils,4.49,27045,4766.69,22756010,800,2021-03-14T00:45:04.778Z
zvd6suegb6e5,46.87,446901,4428.62,44268703,160,2021-05-18T01:23:02.683Z
zvvxd93jrvmn,36.33,251650,1195.46,8612223,102,2021-07-01T06:00:24.598Z
zvqgsybh8mw8,9.64,24510,1410.32,4273143,138,2021-04-15T19:21:55.678Z
zwi0kddqankb,24.05,108985,3262.34,16360664,338,2021-04-19T10:46:17.809Z
zvp5igcak8i7,33.58,284974,4096.56,25775700,110,2021-05-04T13:40:48.137Z
zvcbqsz5959t,40.49,318214,4476.39,28316144,470,2021-05-12T22:28:39.865Z
zuo7rmu3bt1v,37.29,454804,1271.33,10012980,47,2021-06-15T02:06:38.889Z
zvbcy5s1kpvc,55.36,287968,3120.8,21158507,282,2021-06-07T15:02:30.423Z
zuvj075autgb,9.87,9500,1943.47,10237360,183,2021-05-20T23:27:51.483Z
zu9byvltluk1,10.95,47790,3114.57,5220471,303,2021-03-08T13:49:31.174Z
ztqtp2u06v5i,9.69,5508,761.73,1836846,178,2021-06-08T08:58:07.387Z
zutvnjhbgmer,44.25,389794,2153.25,15008864,178,2021-06-17T23:40:05.53Z
zu32zceoknbi,9.93,5646,763.77,672333,87,2021-02-13T20:25:45.620Z
zuug2ez19p0r,22.96,210728,1205.39,9662578,44,2021-06-12T01:27:38.508Z
zv3rwpm3zwf0,19.31,245163,2194.29,18784704,95,2021-05-18T18:43:41.969Z
ztmlhktx2pxv,25.6,129237,969.31,3020551,96,2021-06-06T11:03:02.301Z
zsnl4mu0s6ci,53.13,297714,3558.25,21685802,125,2021-05-20T15:10:37.578Z
zs602gmaxj09,22.83,72180,338.21,608541,51,2021-06-18T22:12:32.444Z
zrr15v7mo6pn,17.59,69713,1994.67,11966275,124,2021-05-11T18:48:25.878Z
ztdfc192304s,69.31,583354,19674.82,132509077,1326,2021-03-09T17:33:15.951Z
zr7swvvsyut4,40.36,315871,1682.36,11928854,167,2021-06-27T07:27:34.761Z
zs67ib7h3bon,9.77,9403,621.61,1364560,92,2021-06-04T05:18:12.209Z
zrjznqycqswv,55.59,915150,9204.44,132680608,883,2021-05-13T10:10:27.852Z
zs704nargz31,37.39,145605,17646.47,164116231,1967,2021-03-09T13:01:10.611Z
zrh3e31l8hbl,64.82,474586,3584.27,24515033,305,2021-06-04T02:34:31.442Z
zsat3l1clonf,24.09,414997,166669.98,86528666,3958,2019-04-14T21:13:48.67Z
zotaumbm2h97,75.85,745361,5730.03,59763824,369,2021-05-10T22:54:45.577Z
zqd4uo1f0wda,14.73,23967,591.03,1210213,116,2021-06-17T12:53:39.770Z
zpudbxx1r582,16.29,101780,1545.86,9917471,60,2021-06-11T23:05:16.752Z
zqkluz8lb5d2,58.29,792513,8218.79,100102165,540,2021-04-20T10:38:31.258Z
zoe5g2sa7vsk,9.84,5895,136.52,78746,21,2021-06-22T19:08:20.872Z
zoes7qjmf2wz,78.38,942067,6984.3,90820405,590,2021-05-21T04:13:04.508Z
znm19tpld6vn,5.01,3310,979.9,465311,190,2021-02-25T17:25:54.524Z
zp2jrib36uob,43.91,175389,2679.61,12331991,243,2021-05-13T15:13:19.738Z
zr43t1c7t6j9,36.45,253448,1489.07,11116952,137,2021-06-28T10:28:19.295Z
zoe9i8wmmxg7,45.06,406823,6964.04,39648726,185,2021-04-19T13:31:51.275Z
