username,payout,points,total_payout,total_points,total_wus,created_at
zz7h9zzjss84,37.7,189091,6066.62,34378239,176,2021-04-24T18:10:24.500Z
zywhpi9dit4p,8.07,26451,1194.35,3258595,173,2021-07-05T15:42:19.495Z
zzocr0figgxr,32.14,293968,3672.7,29010629,353,2021-06-27T07:31:43.470Z
zywzewm7w2ze,1.78,16736,2417.24,9383618,568,2021-04-27T20:29:11.251Z
zz37y9eetszr,73.81,528570,9118.4,118765824,601,2021-04-29T01:46:21.122Z
zzw88jwyyzzk,39.26,996870,2622.76,32627199,1253,2021-07-08T17:57:08.783Z
zz4wz65z2t99,33.45,312569,7494.93,47676431,592,2021-04-12T16:59:51.926Z
zygzh5nmiubo,29.38,256724,1888.37,14115421,195,2021-06-27T02:12:40.735Z
zyvc2nodo068,20.6,156180,3392.94,23045856,135,2021-05-16T03:47:33.431Z
zygq34v9tv10,4.32,8368,1940.04,3159098,489,2021-05-15T19:36:27.387Z
zx7rqklr7udl,3.56,20552,1501.42,3232484,222,2021-05-07T01:24:51.445Z
zxvtp9h7bs1v,2.6,8368,1410.42,3747014,199,2021-05-07T09:15:34.395Z
zx8vr0pnlejw,6.9,41800,4112.96,27286057,755,2021-06-07T04:08:33.802Z
zy7aovj18kfe,2.6,3310,1063.36,269417,130,2020-01-28T23:19:12.205Z
zy1h3liskhwc,43.21,484525,8791.18,65000946,989,2021-05-02T16:39:19.542Z
zwi0kddqankb,5.77,23372,5116.78,26708201,501,2021-04-19T10:46:17.809Z
zx678fhm54hi,4.56,7170,10721.0,38280135,2113,2021-03-14T02:15:13.543Z
zvvxd93jrvmn,23.87,190803,2669.71,20855851,252,2021-07-01T06:00:24.598Z
zvcbqsz5959t,26.82,224450,5516.81,36182854,587,2021-05-12T22:28:39.865Z
zvfj9fj2pils,9.03,138585,5106.45,25992984,947,2021-03-14T00:45:04.778Z
zv3l5j2ixcxa,2.6,14148,478.98,398667,72,2021-05-07T13:23:59.243Z
